Gene = fln
Position 915: 0.9582119054979045
Position 585: 0.6656680511955159
Position 1133: 0.3528213919553273
Position 261: 0.12130233216430866
Position 1378: 0.04234719069157616
Position 572: 0.04187179187139138
Position 552: 0.033182091940489745
Position 304: 0.030948928630183087
Position 954: 0.02748809447890648
Position 1593: 0.02708358081848223
Position 1291: 0.016089580294591704
Position 596: 0.013141842075320573
Position 1354: 0.009563923773453827
Position 1633: 0.007742243394286205
Position 1139: 0.0070358459739124635
Position 1573: 0.00652572358598149
Position 428: 0.00475600790264749
Position 1247: 0.0037078014073676432
Position 1230: 0.002754563415914713
Position 1382: 0.002531231488707478
Position 1167: 0.0023445081068624927
Position 173: 0.0019600564503021506
Position 115: 0.0017853595703183284
Position 602: 0.0010239450825757662
Position 605: 0.0009519920271134293
Position 1322: 0.0009075155575093985
Position 517: 0.0007934458183712073
Position 1332: 0.0007723978570407292
Position 1266: 0.0005502972506974969
Position 159: 0.0005193423251492068
Position 686: 0.0004767682918768178
Position 92: 0.0004403380188799582
Position 829: 0.00022396201791713806
Position 1033: 0.0001340941375367585
Position 471: 8.198851675588797e-05
Position 712: 8.140166899182864e-05
Position 192: 5.6493724031392494e-05
Position 453: 5.6137704119337266e-05
Position 185: 5.291128697898975e-05
Position 450: 4.8797555495880564e-05
Position 816: 4.7823009581137925e-05
Position 1598: 4.274239647445265e-05
Position 658: 4.145270036084897e-05
Position 397: 2.8618947200628475e-05
Position 311: 2.861812224224626e-05
Position 122: 2.6701326211862434e-05
Position 803: 1.9127430453978775e-05
Position 319: 1.3476913605191297e-05
Position 720: 1.1431846935831686e-05
Position 534: 1.132473590759747e-05
Position 637: 1.1289017811373426e-05
Position 210: 1.0332547048367797e-05
Position 874: 8.956136586708044e-06
Position 643: 7.146613741693377e-06
Position 368: 4.8957148273241715e-06
Position 800: 3.3750713912008275e-06
Position 634: 2.731113227892889e-06
Position 109: 2.517499905019401e-06
Position 770: 2.4882799816107286e-06
Position 66: 2.2497296716636507e-06
Position 1107: 1.9963563286654096e-06
Position 71: 1.8618458997532106e-06
Position 379: 1.6026023495879284e-06
Position 212: 1.5486491098373978e-06
Position 640: 1.3337542929562458e-06
Position 1104: 1.2873479446989576e-06
Position 1007: 1.0429536715721165e-06
Position 52: 9.925863346455588e-07
Position 922: 9.019672566963057e-07
Position 457: 7.355800995478539e-07
Position 849: 6.397166750466947e-07
Position 1208: 3.6004849143206624e-07
Position 1026: 1.1101453456022159e-07
Position 1071: 2.68697589867843e-08
Position 201: 1.741637987232901e-08
