Gene = Pdxk
Position 1206: 2.508411793959438e-06
Position 277: 2.504088063917551e-06
Position 600: 2.324071172714108e-06
Position 899: 2.2507206551975285e-06
Position 605: 2.0212262755375592e-06
Position 1079: 1.8485406026963118e-06
Position 313: 1.5297413315421263e-06
Position 1576: 6.519714272848983e-07
Position 486: 1.7613446088474855e-07
Position 878: 3.904095803699576e-08
Position 534: 9.418865538268757e-09
Position 542: 1.6036394831441197e-09
Position 560: 6.822319233335368e-10
Position 565: 7.204767864506126e-11
Position 1110: 3.091832364181363e-11
Position 1265: 1.1550264361771755e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 692: 0.9800385505346919
Position 526: 0.8577668588011547
Position 280: 0.10843113476106693
Position 1206: 0.03740502632253352
Position 1098: 0.02880150460111383
Position 1141: 0.01810030217303298
Position 679: 0.016809874467110873
Position 1516: 0.0075338370862620685
Position 1254: 0.0029382448192688143
Position 871: 0.0022662588068396157
Position 956: 0.002143748704046276
Position 1562: 0.0019211407597360664
Position 1261: 0.0017313065964377513
Position 1059: 0.0015562887177195414
Position 787: 0.0015108185135544827
Position 1703: 0.0014128890940811793
Position 1056: 0.001309001266329245
Position 706: 0.0012439675937138469
Position 1530: 0.0010953792547709314
Position 1027: 0.0009419874345630197
Position 1105: 0.0008729077460310342
Position 889: 0.0008654038372162906
Position 289: 0.000812316613415304
Position 476: 0.0008078320316517026
Position 565: 0.0007251787329561317
Position 1138: 0.0005936137405916622
Position 886: 0.00039613805597434135
Position 961: 0.0003254173903952913
Position 926: 0.000285995928476324
Position 486: 0.00022834026461675223
Position 179: 0.00020311536094693979
Position 1433: 0.00018991871001478077
Position 1598: 0.00018741093152554572
Position 345: 0.00014568757633268617
Position 1102: 0.00013537829635152382
Position 330: 0.00011794794611339878
Position 156: 8.749635357254066e-05
Position 1657: 8.368315470914418e-05
Position 246: 7.1633539539414e-05
Position 1322: 7.105376871813858e-05
Position 401: 6.065615569892641e-05
Position 1521: 4.970257210213861e-05
Position 1039: 4.628434963449123e-05
Position 183: 4.343207896375298e-05
Position 455: 3.5353873188744934e-05
Position 1602: 3.380552720221535e-05
Position 976: 2.9587207655361944e-05
Position 1240: 2.832560905118058e-05
Position 1369: 2.6655914044535835e-05
Position 86: 2.041827420952266e-05
Position 348: 1.3206071549320878e-05
Position 360: 8.571254102388282e-06
Position 1273: 7.053345532064523e-06
Position 186: 6.180460492165627e-06
Position 193: 6.107135970987848e-06
Position 987: 5.121037764425168e-06
Position 1339: 4.7328826823127835e-06
Position 1150: 4.585359195015152e-06
Position 199: 4.552122089151271e-06
Position 1072: 3.4179667835574676e-06
Position 979: 3.40311084518946e-06
Position 724: 3.2734517853428556e-06
Position 808: 3.1651655523875927e-06
Position 1219: 3.095854436342656e-06
Position 715: 3.073708121122912e-06
Position 434: 2.923839406393687e-06
Position 383: 2.826795363393716e-06
Position 197: 2.794466612154036e-06
Position 589: 2.7146687791154772e-06
Position 1215: 2.3456565988625643e-06
Position 342: 2.1004259835893085e-06
Position 1641: 1.886547688054154e-06
Position 619: 9.446299198975665e-07
Position 202: 8.526745073525446e-07
Position 55: 4.0010469121807844e-07
Position 206: 3.577565815299576e-07
Position 598: 1.1168123453986759e-07
Position 403: 4.3600861509573386e-08
Position 805: 1.7062479980926712e-08
Position 817: 1.1225567869617097e-08
Position 913: 2.2201971712309589e-10
Position 626: 2.085046694847503e-10
Position 718: 8.691546243068172e-11
