Gene = w-cup
Position 704: 1.6864493575454247e-07
Position 879: 9.260233795498547e-08
Position 378: 9.001945062386168e-08
Position 992: 8.329027002953012e-08
Position 305: 7.438423385980365e-08
Position 1358: 7.022763903010421e-09
Position 438: 1.112692359675515e-09
Position 161: 6.782809419023213e-10
Position 132: 6.463037143860889e-10
Position 227: 3.414851540191329e-10
Position 374: 2.1368960332242815e-10
Position 447: 1.4643392986417372e-10
Position 451: 7.68490916512705e-11
Position 467: 5.960266233368986e-11
Position 699: 3.576398772883345e-11
Position 794: 3.4491144314908974e-11
Position 300: 8.551041957381677e-12
Position 220: 3.6259236888228864e-12
Position 83: 8.978371069109084e-13
Position 139: 3.1611698838379013e-13
