Gene = CIAPIN1
Position 1230: 1.318151997397287e-07
Position 583: 4.804533551372849e-08
Position 404: 4.16803061148295e-08
Position 291: 3.5588469531928546e-08
Position 1334: 2.990355806735481e-08
Position 714: 2.8657367171861256e-08
Position 683: 1.6169816495283778e-08
Position 296: 1.3001962592323647e-08
Position 1934: 6.3794627642393475e-09
Position 555: 2.031438870175323e-09
Position 877: 1.4869268880399734e-09
Position 329: 1.1790631005637929e-09
Position 875: 7.857870885354284e-10
Position 485: 4.722575885833934e-10
Position 1095: 4.721620393240263e-10
Position 591: 4.221239247390427e-10
Position 1169: 3.870602290956261e-11
Position 1149: 1.0990301223813334e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.9703862128656128
Position 310: 0.7938006936658725
Position 1834: 0.17659387832307066
Position 2340: 0.11709048216032492
Position 1519: 0.11690781560129684
Position 1107: 0.050871808800798106
Position 329: 0.04254097204111261
Position 1129: 0.03797247796652464
Position 1882: 0.018692188045741423
Position 1672: 0.012446256033533219
Position 2124: 0.011851105985273789
Position 1324: 0.010319839622615923
Position 994: 0.008946707384295868
Position 1907: 0.00843003090390234
Position 1397: 0.008148330038033847
Position 1948: 0.007741443031293493
Position 1193: 0.006340170239576287
Position 2028: 0.004577128896438429
Position 1368: 0.0044678147763977175
Position 1748: 0.0042929821036443395
Position 1558: 0.003396260394129705
Position 1726: 0.003386697337872671
Position 2483: 0.0025768862439903154
Position 1959: 0.001576947064495479
Position 1033: 0.0013800591910522774
Position 2407: 0.001223487659609974
Position 522: 0.0012105851031040467
Position 360: 0.0011241233539283032
Position 446: 0.0010382010563983498
Position 280: 0.0009997674407105609
Position 265: 0.0009575630824890815
Position 1494: 0.0009202246979874024
Position 938: 0.0008856244839920607
Position 1114: 0.0008430370902275575
Position 1400: 0.0008097274444259974
Position 1295: 0.0007334657416349199
Position 2516: 0.0007013854621464534
Position 2492: 0.0006965621615554315
Position 1612: 0.0006762714760796428
Position 502: 0.0005941495115249426
Position 1770: 0.0005381619450925521
Position 2088: 0.0005014452511035196
Position 570: 0.00043470755794257647
Position 1995: 0.0004207995676793755
Position 1300: 0.0003753812399774974
Position 371: 0.00037473454659234
Position 1775: 0.0003681661462882839
Position 2448: 0.00019071463868553095
Position 597: 0.00018439156220877254
Position 291: 0.00018250115357988742
Position 765: 0.00017222590674384223
Position 567: 0.00017182750790243202
Position 72: 0.00017139366731888636
Position 2350: 0.00017073550303552915
Position 1709: 0.00013008115709109777
Position 633: 0.00012600843138436054
Position 456: 0.00012181176608991528
Position 100: 0.00010060825243832247
Position 950: 9.733968792667859e-05
Position 636: 9.684639118318413e-05
Position 547: 9.092053354387639e-05
Position 1249: 8.718012189003114e-05
Position 2059: 8.285845496080079e-05
Position 1042: 7.849379576054192e-05
Position 351: 6.724424224689647e-05
Position 692: 6.179151806306259e-05
Position 602: 5.9265025668665675e-05
Position 459: 5.771641993966187e-05
Position 269: 5.438553476642285e-05
Position 1730: 4.539509744971808e-05
Position 538: 4.392813657869262e-05
Position 91: 4.1708833679555844e-05
Position 578: 3.412746521660836e-05
Position 583: 3.1663746450248365e-05
Position 1640: 2.7193766391088543e-05
Position 1888: 2.5963630994460294e-05
Position 630: 2.4859383382053233e-05
Position 551: 1.3421341489680304e-05
Position 1162: 1.236389574997806e-05
Position 663: 9.429391622255289e-06
Position 465: 7.218710131656897e-06
Position 492: 7.136983775302469e-06
Position 135: 5.534754116552654e-06
Position 1674: 5.362210159646354e-06
Position 277: 3.0169129919886167e-06
Position 1260: 2.656309553987927e-06
Position 615: 1.9441625995189008e-06
Position 660: 1.2132880202090143e-06
Position 519: 1.0195519951686078e-06
Position 711: 4.0934064951257067e-07
Position 705: 2.597933650660768e-07
Position 947: 1.515678017664935e-07
Position 753: 1.0087019931147525e-07
Position 797: 8.927485218686967e-08
Position 151: 7.973201860032038e-08
Position 652: 7.567513115592742e-08
Position 774: 7.402691651295855e-08
Position 534: 5.704394118734695e-08
Position 771: 5.206999001518297e-08
Position 837: 4.747265189909295e-08
Position 404: 2.0161050965768054e-08
Position 273: 1.1286854273345951e-08
Position 63: 7.234559340475535e-09
Position 169: 4.29113629682961e-09
Position 226: 5.904472121801734e-10
Position 160: 8.043906356316975e-12
