Gene = mus312
Position 1196: 9.740267566566903e-06
Position 1193: 6.230193035857766e-06
Position 2021: 5.7771251646202385e-06
Position 1353: 5.715506359553971e-06
Position 820: 5.242675507346347e-06
Position 266: 4.98827830700413e-06
Position 1020: 3.9721372180524675e-06
Position 673: 3.812113420619917e-06
Position 690: 3.5760679663193983e-06
Position 1295: 2.987908815539692e-06
Position 623: 2.6707915544297256e-06
Position 743: 2.3678173328890155e-06
Position 1297: 2.0552612037862876e-06
Position 668: 2.043170144258883e-06
Position 894: 2.0136748244341578e-06
Position 3344: 1.945442176770016e-06
Position 3964: 1.8050921233224023e-06
Position 387: 1.2641568952665436e-06
Position 2083: 1.164792322751917e-06
Position 3056: 9.296120605219136e-07
Position 3038: 7.463952073115856e-07
Position 823: 7.114535739969615e-07
Position 2734: 6.821243483200644e-07
Position 411: 6.710850657524864e-07
Position 741: 6.600460597867812e-07
Position 1480: 6.309438501025202e-07
Position 2552: 5.99946529626964e-07
Position 2159: 5.874847981980404e-07
Position 1063: 5.794562514988404e-07
Position 1724: 4.265092184088362e-07
Position 798: 4.154006599467656e-07
Position 800: 3.0379670651598433e-07
Position 928: 1.8885722321487362e-07
Position 2140: 1.719039939019465e-07
Position 343: 1.5813167001445363e-07
Position 1046: 1.5140508892326938e-07
Position 542: 1.5019850421413002e-07
Position 2684: 9.079675356223065e-08
Position 583: 4.5022381255235005e-08
Position 1127: 2.7642995379550464e-08
Position 2426: 1.807595391681169e-08
Position 994: 8.340065412952773e-09
Position 1218: 7.476365188572112e-09
Position 1268: 6.564098759833699e-09
Position 1125: 5.527017625224742e-09
Position 1184: 3.1402849214995914e-09
Position 289: 8.063611357427942e-10
Position 333: 3.849688635892335e-10
Position 1150: 1.5341216319710107e-10
Position 959: 3.3470447309549e-11
Position 1491: 5.425739220512564e-13
Position 565: 1.0890916477621341e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1166: 0.9918313247148597
Position 583: 0.9806317624159472
Position 2159: 0.9435121315798819
Position 296: 0.8922569089094222
Position 2260: 0.7882375808112817
Position 3993: 0.36386364520164244
Position 312: 0.07931196541156733
Position 2284: 0.07474259766946145
Position 2494: 0.05554366042361763
Position 2272: 0.034909324380752844
Position 2763: 0.027659106610127094
Position 2404: 0.025273971026780317
Position 2949: 0.017156493351276565
Position 4227: 0.014274818528814773
Position 3101: 0.01148421013869992
Position 3117: 0.011407479867058371
Position 1257: 0.007334883787237113
Position 1870: 0.0070903532980971995
Position 3294: 0.006988453806775954
Position 1487: 0.006711225197822988
Position 2612: 0.005859493351080268
Position 130: 0.005615121409778794
Position 2164: 0.005309454290838179
Position 2411: 0.005293741539331171
Position 1724: 0.004810438844369711
Position 3447: 0.004783962688902161
Position 4041: 0.004555035277471379
Position 2365: 0.004170673675199711
Position 92: 0.003089525638649364
Position 695: 0.0027514148481055855
Position 2531: 0.0025246578374342583
Position 3997: 0.0024328596564480243
Position 104: 0.0023850972885984417
Position 1642: 0.0022925305908065657
Position 1491: 0.002075203689185754
Position 1519: 0.001996222731429772
Position 2377: 0.0019024880340555038
Position 2033: 0.001870437331358642
Position 2497: 0.001836785151614592
Position 595: 0.0016042238191799145
Position 3637: 0.0015797385257122845
Position 2065: 0.0014994927824604966
Position 1767: 0.0013744872365937777
Position 1697: 0.0013402491730109187
Position 1587: 0.0013357054550655573
Position 2934: 0.0012578581839036678
Position 3378: 0.0012485779612994236
Position 330: 0.0012364465303504304
Position 2333: 0.0012314832287518879
Position 1556: 0.0011948953634356235
Position 881: 0.0011769297122387436
Position 360: 0.0011697079251931444
Position 2790: 0.0011042403528586737
Position 3753: 0.0010936684617954369
Position 3582: 0.0010928302659120447
Position 736: 0.0010796414618163726
Position 1958: 0.0010167782181832996
Position 3888: 0.0009723830483257354
Position 2722: 0.0009230628672265639
Position 612: 0.0009118253378331347
Position 3543: 0.0009068868723880334
Position 141: 0.0008861540064824177
Position 3036: 0.0008732075866621704
Position 1764: 0.0008687389982964449
Position 1990: 0.0008045257322338956
Position 2442: 0.0007907164600900821
Position 4014: 0.0007869241969074334
Position 3209: 0.0007371755906992215
Position 4257: 0.0007191684078866039
Position 3357: 0.0006873731371929199
Position 1745: 0.0006690090237487657
Position 1982: 0.0006665975178833407
Position 928: 0.0006478942824633499
Position 3633: 0.0005879486208163291
Position 2185: 0.0005812210373972262
Position 2328: 0.0004974806780364474
Position 2684: 0.0004826767110893315
Position 1913: 0.00046900478165720036
Position 2004: 0.00045457439076317156
Position 1831: 0.000447250321702694
Position 2856: 0.00040309898648081236
Position 2500: 0.0003944799676453355
Position 2418: 0.00035489227888710605
Position 363: 0.00035350992714536044
Position 2311: 0.0003238550365000521
Position 2574: 0.0003066707983036347
Position 3190: 0.00028907920392981973
Position 2693: 0.0002879908175878432
Position 2466: 0.0002530859689343136
Position 2046: 0.00024903010730640364
Position 764: 0.000241482403336248
Position 1537: 0.00022782569101251256
Position 136: 0.00022278959660943575
Position 773: 0.0002161066741707605
Position 1276: 0.00020726403344221308
Position 1851: 0.00020059028141972032
Position 2897: 0.00019345439139386387
Position 2642: 0.00017377150413868373
Position 1645: 0.00017310840201498697
Position 3166: 0.00016608782390192947
Position 663: 0.00016482739388271015
Position 3727: 0.00014711987699397709
Position 1998: 0.00014649501186516595
Position 1279: 0.00013545725028424506
Position 2457: 0.00013009979616941165
Position 339: 0.0001280831216528524
Position 1382: 0.0001079474897507638
Position 905: 0.00010538311545614867
Position 606: 0.00010371261760594505
Position 3648: 9.19890856384277e-05
Position 1529: 8.592525386705608e-05
Position 2296: 8.486525482432535e-05
Position 3885: 8.438888184437781e-05
Position 2091: 8.361131800380418e-05
Position 3501: 8.127140104810929e-05
Position 1814: 8.002787978576022e-05
Position 2125: 7.993872245395168e-05
Position 603: 7.770466374711696e-05
Position 3329: 7.578964804197527e-05
Position 4050: 6.508216029862321e-05
Position 1457: 6.156498399340299e-05
Position 2795: 5.88571500547914e-05
Position 3047: 5.5948164669967644e-05
Position 401: 5.419219883688244e-05
Position 1203: 5.182768502716078e-05
Position 3505: 5.172550652570582e-05
Position 2666: 5.016959520414366e-05
Position 2121: 4.98052768409648e-05
Position 1615: 4.9662564566386154e-05
Position 3771: 4.8596073758387866e-05
Position 1076: 4.509329109914762e-05
Position 3586: 3.958716448146922e-05
Position 3531: 3.8935669321558375e-05
Position 1236: 3.80878235100274e-05
Position 2618: 3.7054564004012216e-05
Position 2624: 3.374836438942115e-05
Position 1448: 3.3610220336777495e-05
Position 1965: 3.330729765225633e-05
Position 3215: 3.2635376151733955e-05
Position 3212: 3.0283056409258254e-05
Position 3169: 3.023674631535008e-05
Position 1623: 3.0157469406572625e-05
Position 1847: 2.9920252582829223e-05
Position 3308: 2.9370093831412555e-05
Position 411: 2.7205318931189267e-05
Position 660: 2.4837188112710243e-05
Position 3248: 2.4569715308598132e-05
Position 2730: 2.4437420090686623e-05
Position 1712: 2.2327900430495273e-05
Position 2774: 2.1267021695691442e-05
Position 419: 1.6363115658535513e-05
Position 1780: 1.6357855886977332e-05
Position 1079: 1.6250954068294774e-05
Position 782: 1.4914148803750619e-05
Position 1316: 1.4654045018931626e-05
Position 1777: 1.2048777019938144e-05
Position 2540: 1.0589481097461465e-05
Position 980: 9.68222815337604e-06
Position 859: 7.2160964479229895e-06
Position 2191: 6.834159938916439e-06
Position 1095: 6.383049077596578e-06
Position 848: 5.170636264833086e-06
Position 371: 4.927111357948488e-06
Position 2138: 4.445046537048893e-06
Position 1819: 4.0813230959535e-06
Position 526: 3.26406407181374e-06
Position 1046: 2.564420713079492e-06
Position 376: 2.323915363627084e-06
Position 1542: 2.220183720945861e-06
Position 432: 2.1716156675997792e-06
Position 1666: 1.9819823395173968e-06
Position 2188: 1.893570123126533e-06
Position 1041: 1.814173394528147e-06
Position 387: 1.6450764162974118e-06
Position 1282: 1.5980250257268748e-06
Position 878: 1.5451018576097507e-06
Position 811: 1.3662360244519496e-06
Position 500: 1.3316176951184567e-06
Position 853: 1.245421084876367e-06
Position 327: 1.1774269372220265e-06
Position 788: 1.0683725536945756e-06
Position 793: 8.741244765543679e-07
Position 2298: 5.006849577888583e-07
Position 470: 4.936851293280987e-07
Position 836: 2.5623810909086963e-07
Position 977: 2.4557008171437125e-07
Position 1043: 2.2810210842755095e-07
Position 447: 1.8621421347009226e-07
Position 231: 1.8212609939194437e-07
Position 971: 1.5465935959174557e-07
Position 441: 1.1632438980606043e-07
Position 2218: 1.0307529895360143e-07
Position 444: 7.083069090120631e-08
Position 239: 3.553725400190452e-08
Position 435: 2.850641439632586e-08
Position 1434: 2.5432811882133105e-08
Position 1439: 1.0051092792179351e-08
Position 1330: 9.224431080974471e-09
Position 1208: 8.713567550490642e-09
Position 1333: 5.809948332153472e-09
Position 1103: 3.08714757149663e-09
Position 1390: 2.491554830578477e-09
Position 1138: 2.2087796108740884e-09
Position 1125: 1.0613091215759012e-09
Position 1398: 4.60234453100912e-10
Position 1346: 4.1270389291274984e-10
Position 1225: 2.777230094099179e-10
Position 1288: 1.3363143261450253e-10
Position 449: 2.6450726323071957e-11
Position 236: 8.831475911564924e-12
Position 437: 6.850424084178748e-19
Position 480: 3.838251489664894e-19
