Gene = Ndfip
Position 2741: 0.029609626722386175
Position 1824: 0.022277492796100227
Position 2378: 0.020083037530109232
Position 1693: 0.01728672473587383
Position 5365: 0.016322289770692708
Position 698: 0.01623757368608521
Position 797: 0.015955886542257044
Position 2277: 0.015279622488464017
Position 3335: 0.014110149723192108
Position 6488: 0.012848164427464587
Position 2924: 0.010629134087933994
Position 5368: 0.010480922646694384
Position 1212: 0.010110418632615479
Position 1250: 0.007880891618466519
Position 6306: 0.007263740301479286
Position 406: 0.006734336470354988
Position 5839: 0.006344182577050627
Position 1924: 0.005671475439378013
Position 853: 0.00500695347181398
Position 1505: 0.004795673982096571
Position 828: 0.004625733173067899
Position 5982: 0.0045176792708969075
Position 2560: 0.004116782519166067
Position 1562: 0.0029578903970104682
Position 5943: 0.0029133619165886667
Position 4771: 0.002788063564546561
Position 2160: 0.0025198662535695034
Position 832: 0.002314294827720665
Position 2887: 0.0020639479822807476
Position 3360: 0.00198427404039345
Position 130: 0.001933314364177955
Position 2987: 0.0018425715656831976
Position 360: 0.0016523324085512745
Position 5053: 0.0015672887593481217
Position 503: 0.0015065918622222077
Position 5196: 0.0010106207886289738
Position 150: 0.0009855414446165607
Position 543: 0.0009578318600996035
Position 1282: 0.0008911379398142287
Position 5212: 0.0008699402867560891
Position 448: 0.0007923029104873159
Position 1343: 0.0007294313276391616
Position 3005: 0.0006952293202697988
Position 4745: 0.0006943763101372362
Position 6053: 0.0006775649404144477
Position 4634: 0.0006241962902172417
Position 2928: 0.000613341179564698
Position 1441: 0.0005918837093474762
Position 763: 0.0005748609674593739
Position 4993: 0.0005355340851145387
Position 2233: 0.0004978058837593236
Position 1607: 0.00038193050273962266
Position 631: 0.0003623009718156063
Position 4553: 0.00034556477219430196
Position 6774: 0.0003210481784762176
Position 566: 0.0002221273104648098
Position 5200: 0.00022047987312823257
Position 1493: 0.00018022948510803213
Position 4899: 0.00015491598579038356
Position 3722: 0.00015198970981613157
Position 981: 0.00013577605163661113
Position 1369: 0.00011084408896134907
Position 668: 9.509321516641391e-05
Position 1174: 9.457801310194387e-05
Position 4217: 7.87325980718023e-05
Position 1570: 7.564450030995771e-05
Position 3853: 5.851076991916657e-05
Position 94: 4.86254139631615e-05
Position 156: 3.948163357473766e-05
Position 1126: 3.394581880011894e-05
Position 3554: 2.6529276850377838e-05
Position 374: 1.7884659058317757e-05
Position 280: 1.5040221318927979e-05
Position 277: 1.0207941488950897e-05
Position 409: 8.404263558666371e-06
Position 2061: 6.415294297420416e-06
Position 110: 5.677836491140628e-06
Position 2009: 4.6687571137724795e-06
Position 1845: 4.188828696753698e-06
Position 1585: 2.7561975672929605e-06
Position 370: 1.8269405449530458e-06
Position 182: 1.52934435916926e-06
Position 1626: 1.391028204842315e-06
Position 312: 3.029961417100211e-07
Position 300: 2.9436485552936074e-07
Position 427: 2.8257470332410173e-07
Position 456: 2.3076904548482945e-07
Position 99: 1.8409919085380382e-07
Position 381: 1.4677308095401277e-07
Position 223: 1.0395858308837806e-07
Position 240: 9.09806056036964e-08
Position 582: 5.785806332004932e-08
Position 288: 2.981934977885466e-08
Position 247: 1.0854206003035186e-08
Position 317: 7.87038903476491e-09
Position 326: 7.37270430484126e-09
Position 420: 7.31091537126729e-09
Position 385: 5.85219841716409e-09
Position 462: 4.2949849535439394e-09
Position 68: 5.82357189916928e-10
Position 242: 2.462673559258107e-10
Position 225: 8.391271102508563e-13
Position 227: 3.6295214410409756e-14
