Gene = l(3)04053
Position 693: 7.171080363443511e-06
Position 194: 6.935736787563742e-06
Position 997: 6.516894632448437e-06
Position 651: 5.898887616804794e-06
Position 95: 5.677859815000251e-06
Position 66: 5.2587246391523315e-06
Position 200: 4.79618502855828e-06
Position 1050: 4.562090052090641e-06
Position 1651: 4.4144490478837046e-06
Position 1039: 3.3926930869814294e-06
Position 1318: 2.7266483146036118e-06
Position 2348: 2.390559617997405e-06
Position 1554: 2.059415248812687e-06
Position 765: 1.8744484329615522e-06
Position 530: 1.6735748151957251e-06
Position 724: 1.5110673636734858e-06
Position 1841: 1.4626728360413347e-06
Position 30: 1.307502636666022e-06
Position 672: 1.2015014568524061e-06
Position 1173: 1.1950932225950688e-06
Position 812: 1.1915802212691878e-06
Position 2701: 1.1509135083057219e-06
Position 1338: 1.0491394266442953e-06
Position 986: 1.0054552604703795e-06
Position 578: 8.75632463549592e-07
Position 711: 7.448151052211623e-07
Position 2385: 6.1999778656475e-07
Position 2011: 6.040850233264595e-07
Position 2604: 5.117588112963049e-07
Position 1344: 5.107694293976308e-07
Position 356: 3.327760130232824e-07
Position 1519: 2.672150861684004e-07
Position 2655: 2.6519856644316754e-07
Position 896: 2.0625156731184627e-07
Position 2585: 2.0233841878712827e-07
Position 1739: 1.8827071431020313e-07
Position 776: 1.690274299931477e-07
Position 654: 1.667861958472768e-07
Position 367: 1.2593854767376097e-07
Position 2140: 7.507559318033097e-08
Position 2192: 4.839657796147663e-08
Position 2069: 1.4939791081465207e-09
Position 2051: 6.00101715624467e-10
Position 1983: 1.0007198571483997e-10
Position 1989: 4.380964104503582e-11
Position 1960: 2.455975738851625e-11
Position 2414: 1.9158192146714716e-11
Position 1951: 1.1951070078433809e-11
Position 2429: 1.0882497399540902e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2175: 0.999511798450382
Position 1925: 0.9853004059300079
Position 935: 0.8000673879930169
Position 961: 0.07545730249207899
Position 1031: 0.07352375648214571
Position 1600: 0.03248958425150378
Position 1504: 0.0288978341765479
Position 2392: 0.028146673415191628
Position 667: 0.018214082458568207
Position 1335: 0.015028547106585537
Position 1977: 0.00802921259827034
Position 2554: 0.007850679863103942
Position 627: 0.007843924139801138
Position 592: 0.00671775551158912
Position 654: 0.006293061244500406
Position 615: 0.005014747839683639
Position 1507: 0.004183872177507653
Position 612: 0.0036687369298022275
Position 1605: 0.003516869614546831
Position 1891: 0.0030499173067533632
Position 651: 0.00241786254518834
Position 1447: 0.0022663474460164128
Position 483: 0.0021777184394539766
Position 2615: 0.001733542853264578
Position 736: 0.001480428351036873
Position 2585: 0.0013006970280315287
Position 2624: 0.001299989257707628
Position 1980: 0.000973340542669608
Position 781: 0.0009143242312188961
Position 1561: 0.0007272477472193547
Position 1646: 0.0007059534649632128
Position 1089: 0.0005794010012160383
Position 1573: 0.0005527194239264509
Position 2564: 0.00048679522817694234
Position 559: 0.00039237369287362935
Position 2651: 0.0003635157128145171
Position 2209: 0.0003523427664150838
Position 480: 0.0003419204307500739
Position 1344: 0.00026272557016931677
Position 399: 0.0002606758214615098
Position 1210: 0.00022442556320259084
Position 1945: 0.00020238490954348315
Position 1151: 0.00018611409586446375
Position 1951: 0.00017621872881372813
Position 1567: 0.0001694797324549434
Position 568: 0.00015187276400085458
Position 1543: 0.0001377677962885508
Position 2462: 0.00012032402140318219
Position 1546: 0.00011291093987737352
Position 1630: 0.00010214894583452879
Position 1243: 9.621640220825988e-05
Position 1648: 9.397320718814368e-05
Position 1454: 8.935387329894094e-05
Position 714: 7.784934728705863e-05
Position 1114: 7.57681067313746e-05
Position 826: 7.474743827045948e-05
Position 747: 6.560185780348299e-05
Position 2029: 4.971954818865023e-05
Position 1627: 4.0330427786938734e-05
Position 634: 3.43537489410195e-05
Position 1823: 3.321444631099876e-05
Position 717: 3.288656925296134e-05
Position 711: 3.191860712398221e-05
Position 262: 2.9166940233056856e-05
Position 425: 2.4919373405309944e-05
Position 510: 2.4839850082695216e-05
Position 1184: 2.341003163787199e-05
Position 1283: 2.1642564394293095e-05
Position 175: 2.0492398675950596e-05
Position 2518: 2.029763399924528e-05
Position 1463: 1.9148140460511214e-05
Position 1947: 1.7663476542257366e-05
Position 259: 1.6350395966139818e-05
Position 1577: 1.6261284081411883e-05
Position 1710: 1.6055544427203462e-05
Position 2747: 1.5984583952583156e-05
Position 1539: 1.5667233739714034e-05
Position 572: 1.2427528073742257e-05
Position 283: 1.0493652759876667e-05
Position 178: 1.0308796257496186e-05
Position 225: 7.568165029269917e-06
Position 1289: 6.446317613670354e-06
Position 2063: 6.094386530196786e-06
Position 2074: 5.722540768042731e-06
Position 1989: 4.855556364226499e-06
Position 843: 4.5445124197497585e-06
Position 2026: 3.9426984195350706e-06
Position 2735: 3.8195509816603306e-06
Position 1199: 3.3004250780687968e-06
Position 1190: 2.9612962675445562e-06
Position 863: 2.6071793899123365e-06
Position 2706: 2.361139198021391e-06
Position 1960: 2.3332106840367678e-06
Position 2713: 2.311863424328903e-06
Position 2330: 2.3095446240470452e-06
Position 2011: 2.083886401332771e-06
Position 2005: 1.932833352689826e-06
Position 1983: 1.7968993045020279e-06
Position 2665: 1.7450289477411143e-06
Position 2334: 1.539671639649908e-06
Position 236: 9.753940827415997e-07
Position 2754: 6.93676574422031e-07
Position 858: 6.541518256633416e-07
Position 2246: 6.37069103596014e-07
Position 160: 6.288723594602662e-07
Position 2220: 6.027683222458169e-07
Position 2216: 4.825046164526405e-07
Position 2056: 3.922475303103339e-07
Position 1752: 3.867839593184144e-07
Position 2249: 3.107743320622966e-07
Position 2490: 2.6636435811754243e-07
Position 386: 2.5869241875978514e-07
Position 1304: 2.419506224896427e-07
Position 320: 1.9344529206290042e-07
Position 140: 1.559081381894515e-07
Position 70: 1.4936009400869445e-07
Position 2679: 1.2874503855859683e-07
Position 2466: 1.204181765195589e-07
Position 89: 1.0180307141743897e-07
Position 672: 9.22860879628228e-08
Position 115: 9.096815887887918e-08
Position 2732: 9.095511043795572e-08
Position 264: 4.89514143744046e-08
Position 2108: 4.7520803832804375e-08
Position 2225: 4.3008382191723684e-08
Position 103: 3.8533868310879135e-08
Position 287: 3.703256805424341e-08
Position 440: 2.940541046102335e-08
Position 95: 2.3237423024940095e-08
Position 428: 2.1503513309648358e-08
Position 682: 1.766814584972012e-08
Position 1307: 1.3426733489580823e-08
Position 275: 8.99851037421275e-09
Position 91: 6.086903156954424e-09
Position 119: 4.858143732251745e-09
Position 122: 2.822387251749168e-09
Position 1120: 4.0007299590001717e-10
Position 2312: 2.829557357389889e-10
Position 443: 2.42119008190798e-10
Position 301: 2.2290624095241018e-10
Position 437: 1.4133030384601365e-10
Position 2239: 1.134946561091864e-10
Position 73: 4.4260899384430575e-13
Position 75: 4.329641074698591e-16
Position 66: 2.1974678772376913e-16
