Gene = RhoGDI
Position 3721: 0.0026582646601808445
Position 2948: 0.002473032789266875
Position 2535: 0.0021301836973346895
Position 2849: 0.001955137310142153
Position 3926: 0.0018800822957817651
Position 470: 0.0018287077171288673
Position 928: 0.001749939088763552
Position 2975: 0.001676516196382671
Position 3282: 0.0016755399047125733
Position 3888: 0.0016176887210376171
Position 2398: 0.0014807900117702318
Position 2102: 0.0014616801804752495
Position 1798: 0.0014506528843353035
Position 3575: 0.0013572438643106644
Position 3279: 0.0011652265491725194
Position 3451: 0.0010845202227239166
Position 767: 0.0010472036890371776
Position 357: 0.0009601074178381451
Position 1132: 0.0009148538517256685
Position 3660: 0.0008705200057885054
Position 3953: 0.000740395935917723
Position 3174: 0.0006908564387166723
Position 2686: 0.0006881319801233789
Position 1980: 0.0006793901746936522
Position 3246: 0.000675881227385769
Position 4133: 0.0005772151075465333
Position 3704: 0.0005521515280518871
Position 131: 0.0004921924466327605
Position 4153: 0.0004219186323943253
Position 2681: 0.0004120046643922872
Position 1286: 0.0003846996010971461
Position 866: 0.00033204251294871313
Position 2810: 0.00030952056146383184
Position 3947: 0.00030792418475339585
Position 2935: 0.00026904234638147335
Position 3005: 0.0002546577551531103
Position 723: 0.0002259683875396797
Position 844: 0.00022230769983386708
Position 645: 0.00016687217257078108
Position 475: 0.00015564064323302128
Position 3765: 0.0001330449367048198
Position 1864: 0.00012699526224951835
Position 2552: 0.0001254869610857409
Position 3183: 0.00012438523892794914
Position 4043: 0.00012175450326743745
Position 3312: 0.00011459208897378864
Position 4018: 0.00011287079951976406
Position 2325: 9.951227396677486e-05
Position 2438: 8.377814594816749e-05
Position 901: 8.338193631349293e-05
Position 3291: 7.853512065495217e-05
Position 325: 7.563738752734108e-05
Position 1867: 3.9593837626535616e-05
Position 2546: 3.6765899578677924e-05
Position 3356: 3.594705032621105e-05
Position 3423: 3.558758531974624e-05
Position 3539: 3.5013490644450014e-05
Position 891: 3.391219632793977e-05
Position 472: 3.052330619017165e-05
Position 381: 2.4493817015322398e-05
Position 170: 2.355479475051323e-05
Position 82: 2.3480304051036717e-05
Position 210: 2.2119624151513242e-05
Position 2612: 5.996026170319914e-06
Position 2600: 2.6521765571919938e-06
Position 2442: 2.4184314195715615e-06
Position 2736: 9.663721273441298e-07
Position 68: 9.259216682104078e-07
Position 966: 3.6922035938051923e-07
Position 2586: 3.055786319747458e-07
Position 72: 2.176802965079779e-07
Position 2819: 1.855468481703538e-07
Position 905: 1.4113325044171093e-07
Position 484: 1.8863631496343173e-08
Position 387: 6.264361703654009e-10
