Gene = Lon
Position 2715: 0.0001355863464223304
Position 2760: 0.00013411078612726257
Position 1467: 0.00012001655009101558
Position 795: 0.00011882274209375551
Position 1059: 0.00011136688996711855
Position 1168: 0.00010606537071817423
Position 1204: 0.00010548831915916843
Position 1796: 0.00010488910807011593
Position 245: 0.00010062802238002893
Position 4319: 9.869365734058897e-05
Position 2544: 9.646360014176854e-05
Position 517: 9.301524223903127e-05
Position 174: 7.931635726380363e-05
Position 2739: 7.693747798589381e-05
Position 4095: 7.325396614275155e-05
Position 1082: 6.976084849514057e-05
Position 712: 5.911186941124132e-05
Position 1191: 5.784739586002975e-05
Position 774: 5.607591969197141e-05
Position 1347: 5.359030587374672e-05
Position 2614: 5.26494060863536e-05
Position 2303: 4.8637441811709e-05
Position 910: 4.542826897881744e-05
Position 2584: 3.778198441981034e-05
Position 3705: 3.5959193233039486e-05
Position 1456: 3.302172796281852e-05
Position 2841: 3.1102144852822894e-05
Position 2533: 3.1091931416566756e-05
Position 3328: 2.957231573491697e-05
Position 2368: 2.948049280076036e-05
Position 2086: 2.7843592179840125e-05
Position 4132: 2.6151261012500165e-05
Position 3840: 2.5515508303389446e-05
Position 4190: 2.0695458206893456e-05
Position 1977: 1.949173415622337e-05
Position 2272: 1.8609281156007385e-05
Position 2176: 1.7565409706405286e-05
Position 1901: 1.5507438324601552e-05
Position 3318: 1.3789220312324903e-05
Position 2890: 1.3410664606063255e-05
Position 1852: 1.3069439844632462e-05
Position 903: 1.2742039407495897e-05
Position 2854: 1.15600144676285e-05
Position 2503: 1.1384508017989654e-05
Position 1293: 1.1338448216856904e-05
Position 3710: 1.065673337536131e-05
Position 1237: 9.859172979461521e-06
Position 1814: 9.534146144945811e-06
Position 446: 8.898068955437104e-06
Position 2893: 8.690080430018561e-06
Position 2380: 8.290299743152621e-06
Position 2850: 8.260199140410664e-06
Position 1120: 8.241030902514955e-06
Position 2230: 7.273681751021472e-06
Position 1701: 6.89173819159482e-06
Position 1912: 5.300053738032176e-06
Position 3127: 5.29357862597787e-06
Position 1327: 5.292049148141011e-06
Position 88: 4.9628979845354754e-06
Position 275: 4.77785942620995e-06
Position 714: 4.704214989967362e-06
Position 1359: 4.5526793821990566e-06
Position 2194: 4.110628875816487e-06
Position 3377: 3.3138181278677282e-06
Position 138: 3.2882359718346606e-06
Position 4041: 3.2608968058884763e-06
Position 2515: 2.880101704551444e-06
Position 2140: 2.694824912962499e-06
Position 1458: 2.5229776368605245e-06
Position 2510: 2.4394369098645795e-06
Position 1935: 2.2915578254821066e-06
Position 1687: 2.2082762683767065e-06
Position 3138: 2.1457341173848927e-06
Position 1302: 2.0573639483410333e-06
Position 4017: 1.8216043736991312e-06
Position 3973: 1.7001499057986493e-06
Position 2240: 1.6423513998208763e-06
Position 717: 1.6155465890731554e-06
Position 2320: 1.3761611842616661e-06
Position 879: 1.0251522297999694e-06
Position 2650: 9.069360665558034e-07
Position 1146: 8.57791085380784e-07
Position 2596: 8.460819945007504e-07
Position 1840: 7.814377035669598e-07
Position 2377: 7.768991070835193e-07
Position 3217: 7.745073421786277e-07
Position 286: 7.142672065224946e-07
Position 2128: 7.023282787309033e-07
Position 2314: 6.832966175121295e-07
Position 2778: 6.784206164788537e-07
Position 2137: 6.249348079121661e-07
Position 1927: 4.7472094352269713e-07
Position 2235: 4.3258303305700126e-07
Position 99: 4.2383482049108225e-07
Position 202: 4.1496559106259474e-07
Position 3659: 3.5914331878974164e-07
Position 3663: 3.383355988877032e-07
Position 1730: 2.6074226314171596e-07
Position 3411: 2.541569175473044e-07
Position 2425: 2.500825553636269e-07
Position 1877: 2.440655343052016e-07
Position 1784: 2.3143193429999784e-07
Position 450: 2.2161179128499752e-07
Position 870: 2.009081378239718e-07
Position 1822: 1.9578499474869314e-07
Position 3452: 1.4389355500769742e-07
Position 3713: 1.3167459309519785e-07
Position 3623: 1.0296319795953386e-07
Position 2416: 1.0079111409308822e-07
Position 1864: 9.563272949903055e-08
Position 1727: 8.831674976988967e-08
Position 3458: 8.265332870774227e-08
Position 528: 7.730308123382469e-08
Position 1948: 6.691322804232672e-08
Position 1546: 6.462805088625204e-08
Position 3390: 4.949439177601202e-08
Position 850: 3.4072052819838656e-08
Position 419: 2.1793473917347052e-08
Position 3429: 9.94392101493376e-09
Position 3422: 8.905611281109847e-09
Position 2541: 5.147528149970985e-09
Position 460: 2.2453596446005253e-09
Position 3773: 2.1661142696463376e-09
Position 3590: 1.9834682181922595e-09
Position 293: 1.1340437856708653e-09
Position 258: 4.1887140527519764e-10
Position 2456: 8.525650185573348e-11
Position 455: 1.7925676321728632e-18
