Gene = Las
Position 354: 1.4452801398970746e-05
Position 1399: 1.2393504053403176e-05
Position 1138: 1.056491532765776e-05
Position 327: 9.601952273363313e-06
Position 171: 8.580103736372544e-06
Position 1379: 6.924235140652451e-06
Position 1408: 6.886359284381752e-06
Position 1663: 5.496028289663759e-06
Position 1612: 5.223981522317839e-06
Position 1582: 4.423100561111391e-06
Position 1570: 4.183933590135396e-06
Position 363: 3.7046476618600722e-06
Position 1275: 3.0369958496004455e-06
Position 366: 2.042247435150983e-06
Position 234: 2.0151257891688834e-06
Position 130: 1.7818688492187562e-06
Position 1256: 1.7258954620798965e-06
Position 471: 1.6956025636500931e-06
Position 453: 1.6831341591958609e-06
Position 1560: 1.2903424295529611e-06
Position 1302: 1.1444685650932094e-06
Position 474: 1.1086937316899256e-06
Position 1658: 9.719792309448335e-07
Position 1420: 8.060053703973534e-07
Position 360: 7.295211275076865e-07
Position 339: 6.969378905753005e-07
Position 1652: 6.740222410422785e-07
Position 1472: 6.165165033355893e-07
Position 1628: 5.087073127815966e-07
Position 1579: 4.5400991511774434e-07
Position 243: 1.7650246057988884e-07
Position 993: 1.550536857611844e-07
Position 781: 1.1643192245390934e-07
Position 532: 4.339852951208838e-08
Position 246: 1.9330941209405213e-08
Position 498: 1.2322550773861838e-08
Position 918: 6.513513175850461e-09
Position 528: 3.623474276985362e-09
Position 1192: 3.19469411340145e-09
Position 110: 1.6816458919057437e-09
Position 318: 1.3786212551726798e-09
Position 447: 5.38952556520337e-10
