Gene = SRm160
Position 689: 0.00010853117115157988
Position 1618: 9.42547031536378e-05
Position 3409: 9.185782486663117e-05
Position 1628: 7.94532213782974e-05
Position 2377: 7.161021052756507e-05
Position 3149: 6.536152864163086e-05
Position 426: 6.371377076856943e-05
Position 998: 6.362481945125116e-05
Position 634: 5.613564622763895e-05
Position 1070: 5.4527433986861776e-05
Position 2750: 5.277689426747444e-05
Position 3674: 4.764342004421104e-05
Position 2238: 4.5065382513313473e-05
Position 1711: 4.411281858436021e-05
Position 928: 4.380083928427574e-05
Position 1295: 4.283820141493994e-05
Position 3280: 4.020104551041632e-05
Position 3382: 3.839860990990046e-05
Position 644: 3.767110119506133e-05
Position 950: 3.6964218690898887e-05
Position 2208: 3.562422652093624e-05
Position 1570: 3.4625821142933897e-05
Position 2998: 3.167213666385972e-05
Position 3464: 3.110315114684412e-05
Position 833: 3.0035071035836335e-05
Position 2648: 2.9665745719893403e-05
Position 641: 2.942576109784942e-05
Position 1834: 2.7386271366888814e-05
Position 4065: 2.6668072397204672e-05
Position 2157: 2.6391200926082015e-05
Position 1583: 2.5509600706258955e-05
Position 713: 2.5285865503095265e-05
Position 2645: 2.4501434586531886e-05
Position 3074: 2.2899933827600972e-05
Position 4011: 2.1432226529590016e-05
Position 1454: 2.0763420183521756e-05
Position 1704: 1.9758484494215204e-05
Position 1644: 1.9498128118997628e-05
Position 3715: 1.938470421419329e-05
Position 3317: 1.6005704939902936e-05
Position 1325: 1.442876055614463e-05
Position 1161: 1.4396341857722952e-05
Position 268: 1.419695345366335e-05
Position 3581: 1.3891160050653782e-05
Position 117: 1.2452512547285146e-05
Position 3116: 1.2289964477843677e-05
Position 3152: 1.2177425579979771e-05
Position 3485: 1.1903256793287194e-05
Position 2766: 1.1657799573837137e-05
Position 3335: 1.1037092859943369e-05
Position 668: 1.0857365600522426e-05
Position 2111: 1.0692763315260597e-05
Position 3340: 1.049880151109578e-05
Position 708: 1.0448404481583746e-05
Position 198: 1.0240239052078446e-05
Position 1510: 9.473401390013353e-06
Position 650: 9.012281823932825e-06
Position 809: 8.616763822629824e-06
Position 4099: 8.574067845280575e-06
Position 1565: 8.218611971278672e-06
Position 1544: 7.638697275368938e-06
Position 3214: 7.571732518060286e-06
Position 743: 7.324878734291442e-06
Position 2642: 7.2969218134943934e-06
Position 3308: 7.124301390987411e-06
Position 2169: 6.81809116732532e-06
Position 770: 6.543064216286076e-06
Position 647: 6.351169376936579e-06
Position 3424: 6.034188511549479e-06
Position 3163: 5.496897692237433e-06
Position 1388: 5.417008019345275e-06
Position 2438: 5.353584524946268e-06
Position 1382: 5.2524980268633e-06
Position 3020: 4.111716089361445e-06
Position 97: 3.889146438251853e-06
Position 3286: 3.4849382554899754e-06
Position 2276: 3.4467566254626196e-06
Position 2049: 3.3567099634633493e-06
Position 3023: 3.3146253199328455e-06
Position 3578: 3.2374284463528944e-06
Position 3545: 3.233341334176127e-06
Position 1989: 3.1345940597034534e-06
Position 146: 3.123842171134948e-06
Position 2495: 2.9157958646605632e-06
Position 3062: 2.8656066343410013e-06
Position 79: 2.8191782224770676e-06
Position 2288: 2.7361115444164995e-06
Position 3248: 2.702283648525958e-06
Position 3185: 2.4259039270169228e-06
Position 2679: 2.331571552678578e-06
Position 166: 2.2119767127327775e-06
Position 3069: 2.1009826933791545e-06
Position 3034: 2.0610384833347696e-06
Position 3533: 1.827536415481319e-06
Position 2282: 1.764466586142917e-06
Position 2651: 1.6731397225021305e-06
Position 385: 1.6568238821933725e-06
Position 3365: 1.587439494618646e-06
Position 3548: 1.5782678675098092e-06
Position 2968: 1.3696693581272885e-06
Position 2851: 1.283569623812682e-06
Position 746: 1.0756512973594628e-06
Position 3371: 1.0602396186637504e-06
Position 3314: 1.011283728229286e-06
Position 3421: 9.95892890663565e-07
Position 691: 9.323689014919003e-07
Position 3406: 8.88350888626758e-07
Position 2772: 8.511803957322688e-07
Position 2190: 7.754807720458061e-07
Position 2897: 7.297666077508227e-07
Position 3029: 7.159985909011662e-07
Position 101: 7.064402437189483e-07
Position 3416: 6.829202379226331e-07
Position 2172: 6.287183166429682e-07
Position 2921: 6.270745844764775e-07
Position 237: 6.170960679193373e-07
Position 3182: 6.164622240465451e-07
Position 2831: 6.052773723485305e-07
Position 3224: 5.742417147797252e-07
Position 3257: 4.817943267372552e-07
Position 2444: 4.812560717204657e-07
Position 3098: 4.396071970792302e-07
Position 3071: 4.2484011384085265e-07
Position 431: 4.2417420443164965e-07
Position 2474: 4.2369569233670677e-07
Position 3113: 4.1415414868694547e-07
Position 3344: 4.1238166135241503e-07
Position 2483: 4.1134474902585753e-07
Position 2876: 4.0681326636810963e-07
Position 3440: 3.824634940847989e-07
Position 2391: 3.7744478262739133e-07
Position 3083: 3.7286383461325715e-07
Position 3294: 3.57725445640167e-07
Position 3516: 3.2587082927459435e-07
Position 3086: 3.078954243883386e-07
Position 3122: 3.073766873715954e-07
Position 2450: 3.0406336982518985e-07
Position 2432: 2.9989870190851063e-07
Position 3323: 2.953933018605076e-07
Position 3089: 2.500414427545176e-07
Position 2879: 2.434119109309268e-07
Position 3332: 2.3479551642730215e-07
Position 2930: 2.3467545637872539e-07
Position 3008: 2.3193778715231496e-07
Position 2369: 2.3058364583070692e-07
Position 2987: 2.2312271837596305e-07
Position 2255: 2.173484382315495e-07
Position 3242: 1.9805062753499178e-07
Position 3254: 1.9252420963581573e-07
Position 2178: 1.7937423090989914e-07
Position 3044: 1.6386614189756847e-07
Position 2397: 1.5741394712329486e-07
Position 3092: 1.5448579131142112e-07
Position 2130: 1.518554899652751e-07
Position 2873: 1.210750595966039e-07
Position 3077: 1.2085303791703446e-07
Position 3296: 1.2062554618805392e-07
Position 1998: 1.1402352097579728e-07
Position 3362: 1.0612213830568704e-07
Position 3353: 9.944738049739044e-08
Position 2710: 9.812537182116637e-08
Position 1948: 9.434206852593495e-08
Position 2869: 9.19059003359964e-08
Position 3047: 8.816244669962005e-08
Position 2402: 8.572696177351822e-08
Position 2054: 7.84359960886844e-08
Position 2975: 7.335173265259902e-08
Position 2667: 7.01691926040423e-08
Position 2927: 6.656359266775574e-08
Position 2549: 6.653417431845897e-08
Position 2894: 6.083206202566253e-08
Position 84: 5.424764803542269e-08
Position 175: 5.128952422858376e-08
Position 2429: 4.04705889572129e-08
Position 179: 3.747622892708912e-08
Position 163: 3.2992431886790884e-08
Position 249: 2.9803088279591375e-08
Position 2833: 2.956671597383019e-08
Position 2947: 2.8707646919984055e-08
Position 2781: 2.8563823094032287e-08
Position 2600: 2.779368297794031e-08
Position 1954: 1.646738392862955e-08
Position 659: 7.435812636194524e-09
Position 455: 1.3794641071190472e-09
Position 448: 1.298809878318708e-09
Position 2777: 2.0032007306428087e-10
Position 2810: 1.0973121245776975e-10
Position 2848: 6.047425786208055e-11
Position 2663: 5.965004457596566e-11
Position 2707: 3.966909820605789e-11
Position 2719: 2.840610937336522e-11
Position 148: 1.5644086533293297e-11
Position 2836: 1.1272677264023016e-11
Position 2858: 7.249469926162984e-12
Position 2697: 7.843366642766684e-13
Position 2912: 7.721342221989673e-13
