Gene = fbp
Position 1898: 2.1053200125452315e-05
Position 253: 2.019756320004053e-05
Position 871: 1.298887857136909e-05
Position 42: 9.953485616324909e-06
Position 302: 9.900422208062321e-06
Position 388: 8.311842157228672e-06
Position 304: 8.234429939631326e-06
Position 2460: 4.569661292708138e-06
Position 64: 4.506863854648578e-06
Position 238: 3.0561143913974165e-06
Position 219: 1.5690918869490049e-06
Position 842: 1.2383490495076262e-06
Position 660: 1.2122585546094508e-06
Position 720: 8.293127003424552e-07
Position 699: 6.385044475664381e-07
Position 1201: 4.645128349133772e-07
Position 2104: 3.8750670121727375e-07
Position 1888: 3.518354163102724e-07
Position 2033: 3.3888883857665744e-07
Position 2041: 3.378655897509834e-07
Position 21: 3.318516050941872e-07
Position 1576: 2.1782459568428374e-07
Position 56: 2.127875730434717e-07
Position 613: 1.8352836439828175e-07
Position 1541: 1.6254134965879197e-07
Position 973: 1.482793267023446e-07
Position 1601: 1.403922670013113e-07
Position 1384: 1.250698801646864e-07
Position 976: 1.2402738473126654e-07
Position 4: 1.0285043987391995e-07
Position 412: 7.065131583787572e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1830: 0.6477410150215133
Position 1781: 0.3291906608283602
Position 1321: 0.14910712223324174
Position 1304: 0.13002525699884743
Position 1060: 0.10980554231740222
Position 391: 0.10388360634629833
Position 1090: 0.07223039166432807
Position 656: 0.06678550762765982
Position 1372: 0.05016728362716517
Position 253: 0.037415968510626604
Position 767: 0.020271992966418885
Position 969: 0.02011495640655754
Position 211: 0.019092101807283695
Position 2301: 0.01716286699669795
Position 638: 0.00776657539802455
Position 1375: 0.006943356945654201
Position 434: 0.0064030663934532845
Position 2312: 0.006082713741935061
Position 1378: 0.004522653313528655
Position 1945: 0.00416179083139974
Position 1104: 0.004040773806028042
Position 2367: 0.0037784041694859417
Position 1414: 0.0036099162700580652
Position 898: 0.0032167150511061785
Position 1170: 0.00244369012380353
Position 1432: 0.001991251656764813
Position 871: 0.0019101596321187916
Position 1923: 0.001546681026522098
Position 1879: 0.0011797103296862807
Position 855: 0.0011626261131960798
Position 400: 0.0009729657324988311
Position 564: 0.0008892576296121388
Position 471: 0.0008008187174902251
Position 2149: 0.0007446744045912072
Position 995: 0.0005278951618307455
Position 2337: 0.0005174969469985685
Position 528: 0.00044632277855023527
Position 1205: 0.0003150226124503615
Position 1201: 0.00030430149823400016
Position 509: 0.00021477130778394207
Position 1760: 0.0002076616839911959
Position 593: 0.00019897733281897925
Position 1724: 0.00012013096634981033
Position 294: 0.0001130399572300216
Position 490: 0.00010832062725912604
Position 1218: 0.00010200198172653641
Position 702: 0.00010158541454894398
Position 1472: 8.964170916848597e-05
Position 1116: 8.553047081607981e-05
Position 1731: 6.340460618337066e-05
Position 159: 5.8380840444876555e-05
Position 699: 5.576514030756795e-05
Position 2424: 5.260537113358069e-05
Position 1712: 5.232013698935794e-05
Position 119: 5.0094445349720005e-05
Position 2527: 4.676109011916152e-05
Position 1177: 4.087544872267359e-05
Position 2511: 4.034997937565927e-05
Position 2014: 2.8889844796846187e-05
Position 2452: 2.6120489955865404e-05
Position 906: 2.5307958845934993e-05
Position 412: 2.085403329320615e-05
Position 1962: 2.043950381774217e-05
Position 1928: 2.027162391533583e-05
Position 1232: 1.9898292892141697e-05
Position 2139: 1.767711171521263e-05
Position 723: 1.4222658540434924e-05
Position 1184: 1.3347462034408543e-05
Position 102: 1.2905174062662198e-05
Position 534: 1.1054490277389633e-05
Position 408: 1.087097592035505e-05
Position 2421: 9.939931933576302e-06
Position 274: 4.971790448406332e-06
Position 909: 4.200794143724515e-06
Position 316: 3.878127745816852e-06
Position 77: 3.867506397203754e-06
Position 137: 3.4234799840118785e-06
Position 328: 2.682868797291392e-06
Position 2115: 2.190468164435671e-06
Position 187: 1.4751802530569267e-06
Position 179: 8.602882457825795e-07
Position 530: 8.350640418868139e-07
Position 1974: 7.377952328467416e-07
Position 540: 3.423974099590745e-07
Position 1950: 3.4147665098542377e-07
Position 480: 1.9049694022176414e-07
Position 2193: 1.726473327021695e-07
Position 2190: 1.6315841695709017e-07
Position 151: 1.1343712737780667e-07
Position 473: 1.9742709463751693e-08
Position 658: 1.5956120689340876e-09
Position 50: 5.883483516209996e-10
Position 189: 3.1324988147279215e-10
Position 71: 8.85061656869169e-11
Position 52: 3.828941434658337e-12
Position 393: 2.8823460770221964e-14
