Gene = MESR3
Position 1853: 1.1813040126331327e-18
Position 1762: 1.0208125092598859e-18
Position 1799: 9.689727918495115e-19
Position 999: 9.323528460712906e-19
Position 711: 7.038956659540821e-19
Position 2177: 4.072491366687016e-19
Position 1223: 3.5069129743314435e-19
Position 2140: 2.834123584942977e-19
Position 1275: 2.69843302749581e-19
Position 1245: 2.6134669654436263e-19
Position 1330: 2.442711784005994e-19
Position 1285: 2.1352615779963005e-19
Position 1824: 2.023606618009226e-19
Position 1844: 1.8984935142544706e-19
Position 1353: 1.5192256183389678e-19
Position 1239: 1.3750218048558943e-19
Position 1308: 1.3290014811334904e-19
Position 1700: 1.2472467188426805e-19
Position 678: 1.246535829579325e-19
Position 1109: 1.1681652520868808e-19
Position 1805: 1.0603652438865577e-19
Position 1075: 8.74287266672712e-20
Position 1714: 8.379140588349064e-20
Position 1242: 6.740975832285127e-20
Position 1237: 6.341812347818742e-20
Position 1194: 3.6706295010626446e-20
Position 1102: 2.0998373313650536e-20
Position 1280: 7.005107621674983e-21
Position 1077: 1.577676065502562e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 32341: 0.9999860430670033
Position 32927: 0.25084070630112587
Position 11659: 0.0727043474799048
Position 11788: 0.02228968069407299
Position 11635: 0.01914226613738498
Position 11103: 0.002935517723990387
Position 11574: 0.0021787211113901625
Position 11592: 0.0007617695734011374
Position 24642: 9.130104793930368e-06
Position 21293: 2.3579430572613767e-06
Position 22788: 1.4207125666162563e-06
Position 22002: 4.817483913444274e-07
Position 21065: 2.2651283960400597e-07
Position 20641: 1.9094687191229867e-07
Position 518: 1.728427662414164e-07
Position 21088: 8.157748983302128e-08
Position 21072: 7.851498038187877e-08
Position 6926: 5.6295737755228633e-08
Position 19960: 3.896055654966906e-08
Position 20557: 3.2666092413572035e-08
Position 19657: 2.9246304559714382e-08
Position 16713: 1.0622232209511729e-08
Position 533: 1.0529510023021019e-08
Position 7238: 7.400327901056233e-09
Position 6981: 7.354682243973603e-09
Position 16740: 5.9644103022668915e-09
Position 14486: 4.768322955131621e-09
Position 16524: 4.490405350089675e-09
Position 17451: 2.3803603007374922e-09
Position 17134: 1.9937082176830924e-09
Position 7086: 1.8910316029898496e-09
Position 7235: 1.520203921921518e-09
Position 7301: 1.243297056836825e-09
Position 6429: 9.049367489536869e-10
Position 7133: 7.51839810825142e-10
Position 13906: 7.446491349733675e-10
Position 17156: 7.312229852151269e-10
Position 6479: 6.93302714057066e-10
Position 6983: 6.796329477005056e-10
Position 7110: 6.639164722208402e-10
Position 5591: 6.491732737953802e-10
Position 6361: 6.228495575987755e-10
Position 7083: 6.114083207431284e-10
Position 6147: 5.86445907691152e-10
Position 6996: 5.335369158867782e-10
Position 5892: 5.152773454785584e-10
Position 6306: 4.0312112537641453e-10
Position 16222: 2.578717260580002e-10
Position 7784: 2.525635610773104e-10
Position 554: 2.051398265541308e-10
Position 12073: 1.9576647610774758e-10
Position 15356: 1.787572464438149e-10
Position 16181: 1.7129403603347997e-10
Position 15223: 1.2170903707636737e-10
Position 13144: 1.1912005519701127e-10
Position 15403: 9.985543006404061e-11
Position 13371: 8.547930788357689e-11
Position 15278: 7.502211746212587e-11
Position 15518: 6.775121146885037e-11
Position 15167: 4.173464098925614e-11
Position 13890: 4.098186716562183e-11
Position 12697: 3.8624560565540283e-11
Position 7984: 3.10004819753918e-11
Position 8532: 3.037022388479574e-11
Position 8022: 2.7607703933222997e-11
Position 7926: 2.650976626066793e-11
Position 7512: 1.7655979433206238e-11
Position 8339: 1.5355016564397896e-11
Position 7706: 1.51176409722543e-11
Position 657: 1.2589937712809814e-11
Position 8198: 1.1676307831829073e-11
Position 12150: 9.941299947612315e-12
Position 12789: 8.099702898093395e-12
Position 12423: 6.361599321093145e-12
Position 12541: 5.848401070731249e-12
Position 13351: 5.4922331597138656e-12
Position 13158: 5.4778960891034986e-12
Position 11938: 3.819321140523231e-12
Position 12020: 3.8077342794461556e-12
Position 803: 2.7998310208451517e-12
Position 5933: 2.1165005937805627e-12
Position 1032: 2.079404702658164e-12
Position 8081: 2.0679714017161196e-12
Position 8432: 1.0685168091539758e-12
Position 9664: 1.0105190399367092e-12
Position 9911: 9.390650824355283e-13
Position 10378: 8.573746375944315e-13
Position 8246: 8.540862506191843e-13
Position 4166: 6.547042426420996e-13
Position 9731: 5.767694776020017e-13
Position 11130: 3.920339479218483e-13
Position 1074: 3.516812912685846e-13
Position 11135: 3.0882754361360285e-13
Position 1983: 2.7759396386789743e-13
Position 5856: 2.351137864790353e-13
Position 6785: 2.334379253943518e-13
Position 4346: 2.2802501294905874e-13
Position 9453: 2.256979273438698e-13
Position 219: 2.0697131972551976e-13
Position 1572: 2.0095509061113806e-13
Position 3656: 1.8614388456358688e-13
Position 3954: 1.8281066163609311e-13
Position 10332: 1.6901713031247926e-13
Position 10353: 1.6066924299808912e-13
Position 6521: 1.546025791052159e-13
Position 1602: 1.5395442529176733e-13
Position 10390: 1.3460459357289932e-13
Position 2924: 8.746786071429224e-14
Position 3622: 8.328405346295038e-14
Position 9964: 7.336035633639401e-14
Position 4035: 6.687530407959822e-14
Position 9318: 6.142046264429966e-14
Position 8855: 5.729942869893918e-14
Position 3679: 4.5769880937723293e-14
Position 3467: 4.4234108662508e-14
Position 328: 4.3961381415053505e-14
Position 4183: 4.1390630087686794e-14
Position 2012: 3.899799758074283e-14
Position 1700: 3.8895743259861965e-14
Position 1487: 3.715476566729648e-14
Position 449: 3.6072780457739484e-14
Position 2286: 3.509791305361263e-14
Position 4483: 3.5072156715524595e-14
Position 3226: 2.9783392780219775e-14
Position 4373: 2.7783932457045317e-14
Position 110: 2.1596308449024265e-14
Position 3566: 2.1075681430424063e-14
Position 3739: 2.0156241589077512e-14
Position 4221: 2.0108649116716132e-14
Position 1036: 1.727969221523926e-14
Position 4705: 1.4099954854170302e-14
Position 383: 1.0095721785780843e-14
Position 4187: 9.167325565867693e-15
Position 122: 8.881983373272391e-15
Position 119: 6.815984987168373e-15
Position 422: 6.648783526028602e-15
Position 897: 6.5885453052235034e-15
Position 4666: 6.291571431049521e-15
Position 4728: 5.745511505468861e-15
Position 244: 5.680219132328328e-15
Position 4514: 2.7166552644811945e-15
Position 1315: 2.4430450377475002e-15
Position 3887: 1.6676347254460419e-15
Position 4552: 1.5856475954946032e-15
Position 5415: 1.071157618887074e-15
Position 6010: 6.324533337924411e-16
Position 4576: 4.722679335071119e-16
Position 5559: 3.36867547315149e-16
Position 5568: 3.0394660982023867e-16
Position 2493: 2.7746568801207544e-16
Position 4740: 2.1332879114198387e-16
Position 4822: 1.7373248014465104e-16
Position 3184: 1.461487222726025e-16
Position 5026: 1.422340442788869e-16
Position 3260: 1.0411234911252754e-16
Position 736: 9.941310553865549e-17
Position 2487: 8.57569416556436e-17
Position 2771: 8.412290127704045e-17
Position 2447: 7.698759202210821e-17
Position 2363: 6.234717920596143e-17
Position 125: 5.700576522712503e-17
Position 788: 5.638714100922848e-17
Position 557: 4.635671831087048e-17
Position 3858: 3.929474519684507e-17
Position 394: 3.786887956032348e-17
Position 3205: 3.610711554838249e-17
Position 1661: 3.592416658173704e-17
Position 289: 3.405852454426319e-17
Position 2885: 3.286539719783949e-17
Position 1273: 3.039498429518016e-17
Position 151: 3.024417609960567e-17
Position 3728: 2.888864089424435e-17
Position 2962: 2.661074071665135e-17
Position 3044: 2.475423802039705e-17
Position 2082: 2.4215859425915516e-17
Position 3145: 2.0149728969759223e-17
Position 1530: 1.756144399913319e-17
Position 3277: 1.697889568119699e-17
Position 1431: 1.6509179760542753e-17
Position 1579: 1.5039835121396956e-17
Position 746: 1.3966089933888495e-17
Position 333: 1.3271058559646748e-17
Position 1872: 1.2119266035144534e-17
Position 2861: 1.1264795518821963e-17
Position 2040: 1.072511602355685e-17
Position 591: 1.0486649790246649e-17
Position 1139: 1.0057482484251125e-17
Position 2293: 9.341035183611651e-18
Position 1443: 9.330097082691128e-18
Position 1629: 8.392154568348601e-18
Position 2504: 8.05798296581381e-18
Position 1590: 6.465978208642805e-18
Position 884: 6.247217064969201e-18
Position 253: 5.103070745441104e-18
Position 2368: 4.9234829530914716e-18
Position 368: 4.156994874287895e-18
Position 943: 2.525882263740195e-18
Position 738: 2.0721734197868227e-18
Position 607: 1.6074769607753725e-18
Position 934: 1.3272887078926027e-19
Position 1127: 5.0889551384488726e-20
Position 1056: 1.8548977669400068e-20
Position 1152: 1.8529405944843886e-20
Position 573: 1.6966015632418594e-20
Position 599: 5.859139802240277e-21
Position 473: 3.2577268363056035e-21
Position 567: 2.125444580826136e-21
Position 561: 8.96624005181899e-22
Position 463: 4.474058558343003e-22
