Gene = FucTA
Position 5459: 6.405176943728074e-09
Position 5266: 2.073420104027811e-09
Position 5500: 1.9973820128980484e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5482: 0.9993211274644341
Position 5232: 0.9792634909306603
Position 4330: 0.9483457737236092
Position 6114: 0.6473460503013735
Position 3674: 0.5517156660116713
Position 6343: 0.3810601433127208
Position 6454: 0.2154323860553744
Position 1320: 0.12290304693648749
Position 1759: 0.10461368075901359
Position 6314: 0.08028217634244098
Position 3737: 0.07522076874954332
Position 1171: 0.07497431717051004
Position 5744: 0.06927955571864818
Position 6697: 0.06744723845264773
Position 6458: 0.050217858023744164
Position 3389: 0.048128727144046
Position 6858: 0.04415463693127015
Position 5806: 0.03699715816049392
Position 341: 0.03254723407025815
Position 458: 0.029351668818051877
Position 583: 0.029164461600672074
Position 6304: 0.028986774152913057
Position 6877: 0.02826949595500328
Position 1709: 0.023715905883223264
Position 642: 0.02283325546653691
Position 4373: 0.022689927414988563
Position 398: 0.021826430490087836
Position 5190: 0.0188449022118631
Position 3916: 0.017675456576914935
Position 2591: 0.017537157970790307
Position 586: 0.01698062099434314
Position 2550: 0.016227667907302342
Position 3496: 0.014910862186226352
Position 366: 0.012960956398884177
Position 322: 0.012243366785716513
Position 6839: 0.010206641410379037
Position 1119: 0.009728012244756987
Position 3464: 0.00893188096058641
Position 980: 0.008485362165460758
Position 1227: 0.00843099841170411
Position 3410: 0.007954043444797183
Position 4276: 0.007911556220281077
Position 6080: 0.0068019059167120375
Position 3936: 0.006744643034496938
Position 6676: 0.005277443119643043
Position 141: 0.0052481338297284555
Position 372: 0.0046511681984848985
Position 6725: 0.004640545668825546
Position 1440: 0.0044965096870925435
Position 619: 0.0038297664827992234
Position 1156: 0.003195241225091283
Position 2563: 0.002849941551231969
Position 2572: 0.0023462576530576982
Position 7244: 0.002100453289864498
Position 1346: 0.0019862190228558977
Position 4385: 0.001892799779815786
Position 1380: 0.0016484258159810794
Position 770: 0.0016452726885798918
Position 4174: 0.0016394041996006723
Position 646: 0.0015684118966386134
Position 146: 0.0014524931588936155
Position 6984: 0.001436870272037122
Position 6900: 0.0013694421927142656
Position 6563: 0.0013617912092483803
Position 732: 0.0012694578818680058
Position 3967: 0.0012464036852221298
Position 4715: 0.0011737842318329758
Position 554: 0.0011337263979313004
Position 3858: 0.0011065996393337498
Position 5266: 0.0009050596792843806
Position 6360: 0.0008677110716067851
Position 6646: 0.0008407246320781954
Position 1355: 0.0008346813186854966
Position 828: 0.0008293422937392445
Position 6943: 0.0008207415052151105
Position 430: 0.0007746929170322519
Position 2493: 0.0007696830565399328
Position 1409: 0.0007628754532392178
Position 3001: 0.0006990043052073892
Position 2753: 0.0006965127275533548
Position 186: 0.0006890178236573556
Position 5875: 0.0006743405027322763
Position 3921: 0.0006135948747405191
Position 6402: 0.0005916874909768651
Position 1816: 0.0005542295213028914
Position 4836: 0.0005528088547838647
Position 1124: 0.0005502402211969023
Position 2007: 0.0005432424885609834
Position 5147: 0.0005365919275752302
Position 5526: 0.0005119376788198921
Position 6912: 0.0005063911135218831
Position 3940: 0.0004897418479562643
Position 3262: 0.00042338131628960135
Position 4841: 0.0004204627753036681
Position 5746: 0.00040269287636426036
Position 1233: 0.00038769758258515915
Position 1019: 0.0003322296371276408
Position 3417: 0.0003268163966985409
Position 1612: 0.00030989841153706096
Position 7076: 0.0002827222420581991
Position 3075: 0.00028174269691369307
Position 2794: 0.0002674295617532748
Position 3211: 0.00024275624203927646
Position 6055: 0.00023535517170762934
Position 115: 0.0002285397110051792
Position 1129: 0.00021911664739670877
Position 1849: 0.00019128633574350362
Position 475: 0.00017572341967068527
Position 879: 0.00016862933009413443
Position 6508: 0.00016737181050990665
Position 4021: 0.00016647706491122445
Position 4153: 0.00016445429878002543
Position 5812: 0.00012641276893600507
Position 5643: 0.00011850123971363483
Position 4418: 0.0001157554586912653
Position 207: 0.00011159301689058636
Position 462: 0.00010964307100440314
Position 4388: 0.0001080317742588742
Position 1794: 9.987169385918185e-05
Position 5272: 9.71814112076885e-05
Position 374: 9.190773060853346e-05
Position 426: 9.11903272022559e-05
Position 3988: 8.914587625603499e-05
Position 6020: 8.893711101625788e-05
Position 1635: 8.749349530323853e-05
Position 7067: 8.46801299499982e-05
Position 6666: 8.23326094917699e-05
Position 5241: 8.050130439749058e-05
Position 6462: 6.648669916295358e-05
Position 798: 6.23781949276743e-05
Position 5968: 5.9775396815818204e-05
Position 5890: 5.648977844662103e-05
Position 1373: 5.4364580586087477e-05
Position 4117: 4.250568910838087e-05
Position 5108: 3.95020064407851e-05
Position 5206: 3.928438927110175e-05
Position 6031: 3.688472464479026e-05
Position 5997: 3.0838250134710306e-05
Position 297: 3.0551615761792236e-05
Position 436: 3.0347289518259802e-05
Position 1274: 2.6026635607460637e-05
Position 4030: 2.5921061162768336e-05
Position 5157: 2.323058507901552e-05
Position 5296: 2.120460706374265e-05
Position 5287: 2.0195320031047418e-05
Position 1176: 1.934856068880381e-05
Position 5646: 1.8788103752155837e-05
Position 6013: 1.443457771122669e-05
Position 5138: 1.3606529992175877e-05
Position 1501: 1.3181334586283543e-05
Position 5293: 1.2541546644414463e-05
Position 1453: 1.2008991248325359e-05
Position 5824: 1.1758272938531878e-05
Position 203: 9.120341975287561e-06
Position 840: 8.224730345033956e-06
Position 5531: 8.215586935546001e-06
Position 313: 7.8897527466188e-06
Position 5515: 6.3552481444944545e-06
Position 5299: 5.971355674335425e-06
Position 1534: 5.830229585469438e-06
Position 1180: 5.080507577546907e-06
Position 811: 4.9046163948108185e-06
Position 5602: 4.8718195243819515e-06
Position 5785: 3.969302622593535e-06
Position 595: 3.3320959178400743e-06
Position 517: 3.0894133774411133e-06
Position 5444: 2.773549227529076e-06
Position 5977: 2.759192921478961e-06
Position 668: 2.6704557749948317e-06
Position 5329: 2.3971250173823938e-06
Position 5988: 2.2651383405025365e-06
Position 5124: 1.509978189520286e-06
Position 5404: 1.2703105341559826e-06
Position 5678: 7.512446717248353e-07
Position 1522: 6.83059944994938e-07
Position 521: 5.746524098735926e-07
Position 5302: 5.544305149430303e-07
Position 5441: 5.291411216236411e-07
Position 213: 4.424447830592754e-07
Position 5498: 4.336840129307761e-07
Position 486: 2.7849488635471034e-07
Position 5706: 2.589582852877637e-07
Position 5569: 1.8366118217242999e-07
Position 5119: 1.5240068900219466e-07
Position 5335: 1.4411522237256162e-07
Position 171: 1.032891289964179e-07
Position 5680: 8.744967812903165e-08
Position 157: 6.530299673272924e-08
Position 706: 4.8486249066043945e-08
Position 6199: 3.024999190869435e-08
Position 715: 2.503683531371965e-08
Position 780: 1.7976255755701845e-08
Position 5620: 1.5785919353551718e-08
Position 498: 1.519974816702151e-08
Position 530: 3.266107267913547e-09
Position 221: 1.8121019741229592e-09
Position 216: 1.6642434931939086e-09
Position 5755: 3.881888234009305e-10
Position 5539: 3.4207218906514583e-10
Position 5689: 1.3167947747373636e-11
Position 62: 7.22503803629454e-12
Position 270: 4.067954436715012e-12
Position 408: 1.503151706196496e-12
