Gene = chic
Position 7657: 0.03168519273475752
Position 5229: 0.030845506005883153
Position 8469: 0.026250671117378416
Position 621: 0.024528837782923085
Position 8672: 0.018253599639759633
Position 1540: 0.018169302887030236
Position 5421: 0.0174121584290756
Position 8000: 0.016963675342885075
Position 7836: 0.016669072206552206
Position 1491: 0.012208129663059218
Position 5954: 0.01217589974157677
Position 5691: 0.01207567912216243
Position 963: 0.011690896700424995
Position 8594: 0.011474058614304184
Position 5069: 0.010999033489421923
Position 4732: 0.01056250587050531
Position 568: 0.010336259310785587
Position 3562: 0.00977863738896935
Position 6589: 0.009334564969829276
Position 117: 0.008979609120058652
Position 8722: 0.008346307731199692
Position 4959: 0.008104837283155907
Position 2774: 0.005942077215213013
Position 1141: 0.005134316290669494
Position 1444: 0.005060943468624604
Position 5406: 0.004951204400396806
Position 8176: 0.004942667872208962
Position 5885: 0.0048817189827968675
Position 6044: 0.004539295543415782
Position 8871: 0.004478519998086247
Position 4883: 0.00439632450828457
Position 8544: 0.0041370541434639085
Position 6852: 0.004052351804692306
Position 527: 0.003652297975603424
Position 7801: 0.0029907459444750593
Position 5147: 0.0026397283237993203
Position 802: 0.002484739795604353
Position 5399: 0.0024476646575453697
Position 1459: 0.0024136490884862465
Position 3123: 0.002369751928378311
Position 4629: 0.0023363428310719686
Position 1813: 0.001708195029761691
Position 1663: 0.0016616334486341607
Position 7610: 0.0016078704200954404
Position 5045: 0.0014347097052775115
Position 4651: 0.0014106631243104876
Position 4797: 0.0013307112907677472
Position 6147: 0.0013279382595553937
Position 8449: 0.0013163503636295427
Position 2194: 0.0011402194731276005
Position 3547: 0.0011295239450336313
Position 4776: 0.0010767220786372185
Position 679: 0.0010049741399048267
Position 3850: 0.0009508083235809281
Position 745: 0.0009498100643937622
Position 8743: 0.0008702582964913597
Position 2644: 0.0008524468755707895
Position 1828: 0.0008211413076160863
Position 4198: 0.0007506206931675087
Position 8088: 0.0006759259450999436
Position 3574: 0.0006598120109412202
Position 3521: 0.0006504091224445468
Position 6055: 0.0006449841844316521
Position 1212: 0.000630304809888658
Position 4632: 0.0005742093172918418
Position 1402: 0.000551159878653793
Position 407: 0.0005330970528058327
Position 410: 0.0004886879756847795
Position 2290: 0.00048424100947878245
Position 5388: 0.0004805617533382476
Position 498: 0.00046859403526443007
Position 8611: 0.0004677012439374904
Position 6197: 0.0004117147171100225
Position 742: 0.0003766741130477422
Position 1778: 0.00036173593185592794
Position 3046: 0.00034216099180736317
Position 188: 0.0003327790896954681
Position 2993: 0.00031478876955456545
Position 5271: 0.00030106819745833835
Position 483: 0.00030038793168192084
Position 1334: 0.0002944106806894759
Position 4563: 0.0002870856540507609
Position 1424: 0.00028528236776989655
Position 4476: 0.0002830238020827091
Position 2883: 0.00027615681370689283
Position 4524: 0.00026466352432841337
Position 7955: 0.0002624260393455069
Position 7272: 0.0002605484417835865
Position 2293: 0.0002550855132163102
Position 7919: 0.0002372667757243898
Position 6822: 0.00017749651665139522
Position 5027: 0.0001741923707931515
Position 8065: 0.00015490809332801777
Position 6915: 0.00015084980493519707
Position 7441: 0.00014135928697151307
Position 330: 0.00013059698206459872
Position 4606: 0.00012898472832154707
Position 2255: 0.00012074513627743484
Position 7378: 0.00011641514007934326
Position 1844: 0.00011302766003664218
Position 4283: 9.688449521160198e-05
Position 2568: 9.668363828961484e-05
Position 4867: 9.621737332009006e-05
Position 2129: 9.306445471516181e-05
Position 4929: 7.71494606756903e-05
Position 1780: 7.091747791134976e-05
Position 7387: 6.62686123072426e-05
Position 1552: 6.312433157735153e-05
Position 4161: 6.175203382593703e-05
Position 2074: 6.11768403996663e-05
Position 2265: 6.0112241515297e-05
Position 4743: 5.745374826668466e-05
Position 4050: 5.4419994502649315e-05
Position 1910: 5.14166862708231e-05
Position 4347: 5.097147845798961e-05
Position 542: 5.090481031500488e-05
Position 4144: 4.696972912567775e-05
Position 4267: 4.438120737472993e-05
Position 1718: 4.148325755274774e-05
Position 350: 4.1339154487741296e-05
Position 4480: 3.8207013187663074e-05
Position 4087: 3.587614617274074e-05
Position 6525: 2.767733024640355e-05
Position 314: 2.650750369205269e-05
Position 872: 2.568781855401312e-05
Position 827: 2.403845956462559e-05
Position 2136: 2.389587248004601e-05
Position 347: 1.925095387918901e-05
Position 4988: 1.902487378316776e-05
Position 339: 1.772212168393744e-05
Position 817: 1.529295961934102e-05
Position 1508: 1.5157565269681875e-05
Position 344: 1.4601893968710298e-05
Position 4528: 1.3357804878434226e-05
Position 4099: 1.1727458776150175e-05
Position 101: 1.0731024648909215e-05
Position 5327: 9.077064950271677e-06
Position 5364: 8.783938333123065e-06
Position 441: 8.640577989744076e-06
Position 5177: 5.128160568096694e-06
Position 5669: 4.89048408737458e-06
Position 5428: 1.9016341445128222e-06
Position 4025: 1.63382275128587e-06
Position 4280: 1.609952223580113e-06
Position 4037: 6.361827403554244e-07
Position 1968: 5.7411093824596e-07
Position 2332: 4.688604671653222e-07
Position 1712: 3.1791461953769714e-07
Position 2270: 3.0337037075063685e-07
Position 1591: 2.8765402943469717e-07
Position 1907: 2.741831913058513e-07
Position 2079: 2.2413954886699748e-07
Position 1324: 7.882952078559143e-08
Position 751: 7.691731755190503e-08
Position 2592: 5.613215848877669e-08
Position 446: 2.728681733903454e-08
Position 55: 2.5079432192512283e-08
Position 3102: 2.3202536649473858e-08
Position 66: 1.3864278016601555e-08
Position 581: 1.3645835338562173e-08
Position 2859: 1.1357641012223022e-08
Position 4484: 7.79639568656972e-09
Position 464: 6.776066742229583e-09
Position 1596: 5.82919610974354e-09
Position 2337: 5.058012478228677e-09
Position 3348: 4.486734893702956e-09
Position 2812: 3.6855609697983344e-09
Position 105: 1.4032023642272212e-09
Position 72: 1.3840601949172755e-09
Position 2475: 1.2090073867796249e-09
Position 107: 1.1459060361928722e-09
