Gene = Kr-h2
Position 675: 0.01269803544186377
Position 940: 0.006478675091055845
Position 655: 0.004606222321170013
Position 796: 0.004514915793738538
Position 84: 0.004418530651147544
Position 691: 0.004395212929624912
Position 1753: 0.0038588005108383043
Position 1175: 0.003065701414384773
Position 1300: 0.0019239585484532838
Position 1616: 0.0018475606468509051
Position 2103: 0.0016729993068169554
Position 2229: 0.0016285978678985886
Position 634: 0.0015912339317218206
Position 2306: 0.0015868102130945669
Position 1011: 0.0012164805421785569
Position 1279: 0.0012028497584245042
Position 2594: 0.0011021223017772632
Position 310: 0.0008472612133560106
Position 2061: 0.0006927714969977955
Position 1570: 0.0006421697222008275
Position 2551: 0.000598286471510934
Position 1054: 0.0005051199612614275
Position 1136: 0.0004796691963175158
Position 2563: 0.0004716423579169443
Position 1813: 0.00045140036875441635
Position 1197: 0.0003958782854125766
Position 2109: 0.0003755083482319999
Position 1148: 0.0003147574372041027
Position 1836: 0.00030193527333301494
Position 2538: 0.00025567952182173624
Position 759: 0.00022742542775084572
Position 1594: 0.00017994560583570163
Position 1352: 0.00016993863408618694
Position 1443: 0.00013824962064845
Position 1603: 0.00011606646008157364
Position 2643: 0.0001058496470168287
Position 948: 0.00010424287588937063
Position 1537: 9.136598704918672e-05
Position 326: 8.312569887724603e-05
Position 168: 8.072608028601762e-05
Position 1510: 7.477033463350387e-05
Position 2699: 6.562154722435145e-05
Position 1205: 6.547772228952402e-05
Position 1119: 6.0016926001207675e-05
Position 1768: 5.661211157560694e-05
Position 1665: 5.048827973674229e-05
Position 410: 4.962764173932039e-05
Position 2445: 4.799604702673026e-05
Position 59: 4.660638588974256e-05
Position 395: 4.2047481646799e-05
Position 1518: 4.1893052120372004e-05
Position 994: 3.56016539301744e-05
Position 1378: 3.3321999718863765e-05
Position 152: 3.2764857678104726e-05
Position 801: 2.7017586656491797e-05
Position 2400: 2.433131936287379e-05
Position 1764: 2.323675381109877e-05
Position 2522: 2.316456176134653e-05
Position 722: 2.137306474916685e-05
Position 750: 2.1297207896117482e-05
Position 489: 2.0796656034919387e-05
Position 1304: 1.8864038309683535e-05
Position 2937: 1.7163000236807205e-05
Position 1222: 1.7050925830474274e-05
Position 1540: 1.5106530949243277e-05
Position 1501: 1.2163658153536497e-05
Position 2661: 1.2042886070595276e-05
Position 1955: 9.096616192205398e-06
Position 2127: 8.67444947384057e-06
Position 2485: 6.407396899436582e-06
Position 1455: 6.358940943717779e-06
Position 1251: 5.537578482423513e-06
Position 1312: 4.951299577138619e-06
Position 2917: 4.886814811323866e-06
Position 2868: 4.874961923048004e-06
Position 1815: 4.6593002764757184e-06
Position 1227: 4.455672051528281e-06
Position 2629: 4.227103566934591e-06
Position 1356: 3.5193742986410217e-06
Position 2620: 3.443107828487547e-06
Position 2566: 2.3791858478583074e-06
Position 2942: 2.358882125505289e-06
Position 2947: 2.2938627342576436e-06
Position 2908: 1.7792179140824987e-06
Position 2925: 1.2734520995094375e-06
Position 2760: 1.2659650939242787e-06
Position 971: 1.258876135314425e-06
Position 2966: 1.0592284515669045e-06
Position 1755: 6.42738258895107e-07
Position 502: 6.237840299295679e-07
Position 1984: 5.706508891807837e-07
Position 446: 4.0057763974008537e-07
Position 1971: 3.1969809097483655e-07
Position 2364: 2.487263483610291e-07
Position 2881: 1.6903763226461793e-07
Position 2035: 1.3919737619137594e-07
Position 2346: 1.2197282913076142e-07
Position 2482: 1.136529478314045e-07
Position 233: 3.925181230870176e-08
Position 484: 1.3311095926710372e-08
Position 223: 1.1172221041764981e-08
Position 1998: 1.0653765979869367e-08
Position 516: 6.331683180895549e-09
Position 129: 3.543677434086899e-09
Position 191: 2.9944692452190715e-09
Position 195: 2.2218718863446887e-09
Position 96: 7.461443090061231e-12
Position 197: 1.663870918794551e-12
Position 202: 1.4370002707756954e-12
Position 391: 1.1033494345652158e-13
