Gene = Cralbp
Position 1036: 1.7979818015136003e-08
Position 900: 2.2233613516707544e-09
Position 322: 1.924438933291362e-09
Position 386: 1.0585474554272057e-09
Position 279: 9.591296929390778e-10
Position 880: 7.889636152326062e-10
Position 178: 7.21761676054995e-10
Position 874: 5.423124052106775e-11
Position 285: 1.3571207997435363e-11
Position 173: 7.792090869674042e-12
Position 725: 1.261377595206804e-12
Position 324: 1.0192652903561668e-13
