Gene = cad
Position 1008: 1.9527607639001813e-05
Position 812: 1.505406962700601e-05
Position 36: 1.395291223476664e-05
Position 508: 1.2769221084306387e-05
Position 929: 1.155646245982583e-05
Position 10: 1.0913216364643043e-05
Position 837: 9.570404910417504e-06
Position 765: 8.784982293274543e-06
Position 123: 7.4281330938621895e-06
Position 1815: 6.823248300614939e-06
Position 976: 5.720896246539881e-06
Position 828: 5.059743282105589e-06
Position 1785: 4.9833766943535515e-06
Position 762: 4.7829949564314884e-06
Position 30: 4.656176850102116e-06
Position 1461: 4.4042147126527195e-06
Position 521: 3.955928753206809e-06
Position 676: 3.751796548579503e-06
Position 668: 3.2762033308231857e-06
Position 1328: 3.2576562059987683e-06
Position 1795: 3.2301451659392745e-06
Position 2507: 3.2175530162028573e-06
Position 108: 3.1100113760775133e-06
Position 1977: 2.821983214563698e-06
Position 2010: 2.655220336392596e-06
Position 1265: 2.0874603792353683e-06
Position 4212: 1.379042729845627e-06
Position 1476: 1.3265472414832917e-06
Position 1301: 1.2479479430314189e-06
Position 2370: 1.164478212578231e-06
Position 913: 1.053806123803005e-06
Position 741: 9.99552628180025e-07
Position 589: 6.218633846442853e-07
Position 1013: 6.135712864475123e-07
Position 1355: 5.657426699710198e-07
Position 1295: 5.244723333175358e-07
Position 1572: 4.965998858459469e-07
Position 2015: 4.63284474928314e-07
Position 1783: 4.453314772449673e-07
Position 1715: 1.840957695150618e-07
Position 1567: 1.7215760073875954e-07
Position 2691: 1.564476496154405e-07
Position 2569: 6.403884363496072e-08
Position 1245: 4.538052020858943e-08
Position 1809: 2.752060788755603e-08
Position 1764: 2.2854980366610605e-08
Position 1550: 1.8632835051219215e-08
Position 1183: 1.705511725693705e-08
Position 1435: 8.769895598933867e-09
Position 1420: 4.214990298736538e-09
Position 1773: 2.6267613479002477e-10
Position 622: 2.1852554191240836e-10
Position 659: 2.1246983205197168e-10
Position 423: 1.2515762548198305e-10
Position 732: 7.806317181591872e-11
Position 756: 1.0555431472162692e-11
Position 1223: 7.291615954251028e-13
Position 1221: 5.483163720814514e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11067: 0.9959164409521352
Position 5835: 0.5163141840848321
Position 250: 0.17369600244707822
Position 449: 0.09480274462083174
Position 1053: 0.035482777380094366
Position 1427: 0.03303752051336499
Position 6273: 0.028765635634625825
Position 10110: 0.028047036770573543
Position 5799: 0.015596574775063193
Position 418: 0.014740967632212032
Position 1910: 0.01357930703214333
Position 1715: 0.0126019836355017
Position 5282: 0.011249921786538643
Position 6154: 0.010004718584487085
Position 7686: 0.00807687367715959
Position 9004: 0.007764943772906084
Position 284: 0.007695991313473583
Position 10352: 0.006875598772326116
Position 9516: 0.0058028974255702175
Position 11736: 0.0055529198340197655
Position 2104: 0.005163754510386478
Position 5223: 0.004875573693562077
Position 1107: 0.004607990693459353
Position 423: 0.004235893625382118
Position 9390: 0.003562255836084229
Position 6322: 0.0035067100016617546
Position 297: 0.0034243741647942707
Position 5575: 0.0033979979389257495
Position 1515: 0.0033927451863558756
Position 8035: 0.002778630917756948
Position 9126: 0.002557590874165099
Position 70: 0.002474961656131623
Position 1914: 0.0024248346814241513
Position 1380: 0.002128368825439876
Position 185: 0.002026958327023148
Position 9366: 0.0016480132975515583
Position 664: 0.0014537951808461119
Position 5946: 0.0013544063625536094
Position 2452: 0.0013471881388501504
Position 11117: 0.0011227955012498717
Position 7102: 0.0011116156583154866
Position 2586: 0.0010941144603595198
Position 951: 0.001011681754747804
Position 1324: 0.0009610655872232021
Position 732: 0.0008254844673716548
Position 1388: 0.0006819616396157583
Position 729: 0.0006633352946002861
Position 6087: 0.0006188081545236471
Position 7059: 0.0005781590374988673
Position 1694: 0.0005560174239529528
Position 12392: 0.0005550975978875398
Position 7065: 0.0005360987857984147
Position 11005: 0.0004897650179736212
Position 6665: 0.0004827632840371426
Position 7002: 0.0004550168230674944
Position 2340: 0.00044388190255476706
Position 12187: 0.0003867887726969442
Position 508: 0.00036690592868743717
Position 11449: 0.000356974685852398
Position 67: 0.00035242686098741535
Position 565: 0.0003421618715974047
Position 1563: 0.00033566002807969346
Position 8723: 0.0003250429295204824
Position 460: 0.0002829802661195877
Position 1668: 0.00028154380769703944
Position 7617: 0.00027958326639843534
Position 4284: 0.00027638645932679887
Position 1435: 0.00026903384001583083
Position 1531: 0.0002601623931500031
Position 688: 0.00025347901514184966
Position 1364: 0.00024709011658477427
Position 892: 0.00024394796291193983
Position 1300: 0.0002120874700431709
Position 3953: 0.00017417768189253318
Position 5647: 0.00015683492305868126
Position 213: 0.00012927101955441197
Position 753: 0.00012199749689179617
Position 3901: 0.0001089653406523729
Position 203: 0.0001045434859354265
Position 1147: 9.856887509025995e-05
Position 7515: 8.749947137495185e-05
Position 889: 7.701275198350681e-05
Position 784: 7.505913310770562e-05
Position 291: 7.451705423431809e-05
Position 5845: 6.542011017825544e-05
Position 1873: 5.984827854403153e-05
Position 1936: 5.5644632365349935e-05
Position 2368: 5.359463566815842e-05
Position 9481: 5.099032230403533e-05
Position 4704: 5.075074735274696e-05
Position 1150: 4.6150111529894244e-05
Position 10683: 4.044144675087545e-05
Position 2573: 3.9389480224043865e-05
Position 700: 3.875758516244358e-05
Position 1295: 2.9911573339701662e-05
Position 1269: 2.7827746713697815e-05
Position 2051: 2.610694443781152e-05
Position 2756: 2.120659391054752e-05
Position 4222: 2.061898478916461e-05
Position 804: 1.9270262181164393e-05
Position 1123: 1.884689256061975e-05
Position 2631: 1.8051025457063758e-05
Position 8254: 1.763168069489076e-05
Position 1996: 1.6147628705904828e-05
Position 2711: 1.4494965648146901e-05
Position 3467: 1.4064901907003235e-05
Position 1221: 1.3725567392118335e-05
Position 8232: 1.1030584327756917e-05
Position 5377: 7.040142608171405e-06
Position 104: 6.576450774465219e-06
Position 189: 6.03833244627223e-06
Position 2389: 5.746369050588389e-06
Position 1624: 5.533252771900645e-06
Position 121: 5.277529662038481e-06
Position 905: 5.16614961020506e-06
Position 866: 4.963102021209523e-06
Position 741: 4.913503944852627e-06
Position 8762: 4.824948332544461e-06
Position 9019: 4.741785387031851e-06
Position 355: 4.65134265633939e-06
Position 7726: 3.139107924541322e-06
Position 5166: 2.442185106781135e-06
Position 1396: 9.82128093147642e-07
Position 1651: 9.657411097612608e-07
Position 801: 4.622835000843231e-07
Position 2196: 4.262816208909131e-07
Position 1163: 4.011640609728949e-07
Position 2182: 4.006162905907379e-07
Position 299: 3.0669913973263174e-07
Position 331: 3.002308879231671e-07
Position 1008: 2.3784249861530702e-07
Position 75: 2.331399240723952e-07
Position 6927: 2.0833552794648216e-07
Position 6912: 1.771959390141346e-07
Position 622: 1.3462862372200068e-07
Position 1265: 1.268913581876606e-07
Position 697: 1.0793437601883185e-07
Position 824: 9.07765818719778e-08
Position 2280: 8.765211572053139e-08
Position 756: 8.56685838845895e-08
Position 108: 7.25149899900795e-08
Position 642: 6.601755905465958e-08
Position 1232: 6.051038357899709e-08
Position 793: 5.4848072345753885e-08
Position 3554: 4.546486777644134e-08
Position 5097: 4.371731710921581e-08
Position 3633: 3.681772686586413e-08
Position 1334: 3.569544459834736e-08
Position 2569: 3.1791915846953605e-08
Position 759: 2.916919064862098e-08
Position 4514: 8.73479646369612e-09
Position 4579: 8.724132111630585e-09
Position 3365: 8.600287595365654e-09
Position 4258: 6.661553421653265e-09
Position 2606: 4.918489264447427e-09
Position 2767: 4.026606364151286e-09
Position 1215: 2.654013688702768e-09
Position 3388: 2.6156512552102255e-09
Position 3335: 1.9954639562953868e-09
Position 3184: 1.787194501891673e-09
Position 1178: 1.6064331205809178e-09
Position 2714: 8.284544908322781e-10
Position 1928: 4.0964711809856827e-10
Position 351: 2.2830760576217362e-11
