Gene = Mdr65
Position 1638: 0.00018556004261090087
Position 4839: 0.0001673497147900138
Position 3517: 0.0001610416313443299
Position 2094: 0.0001580050438380024
Position 4446: 0.0001530204162934246
Position 2187: 0.00014712388232518894
Position 4057: 0.00014337025363350418
Position 3710: 0.0001395874308061985
Position 1827: 0.00013117889271276617
Position 750: 0.00013068747282478997
Position 3110: 0.00012926357302038595
Position 2652: 0.00012611233089217502
Position 196: 0.0001256420300001556
Position 3595: 0.00011816907794223795
Position 668: 0.00011495565613866507
Position 5001: 0.00010854828727295922
Position 1377: 0.0001062484501588236
Position 2867: 9.882335163346952e-05
Position 1199: 9.752362547269979e-05
Position 3673: 9.423348333841533e-05
Position 3388: 8.979552668867281e-05
Position 5085: 8.501478957537997e-05
Position 1461: 8.015458943995371e-05
Position 4467: 7.809208965999072e-05
Position 3941: 7.68448521463161e-05
Position 3667: 7.6499396038411e-05
Position 4002: 7.02186926847831e-05
Position 708: 6.403749821995189e-05
Position 103: 6.186106793133613e-05
Position 3763: 5.927104026446232e-05
Position 1106: 5.87126008434381e-05
Position 1711: 5.71407202358531e-05
Position 2208: 5.6415082107081646e-05
Position 391: 5.494617795159557e-05
Position 1800: 5.353801702502151e-05
Position 2007: 5.0653457967489714e-05
Position 5052: 4.96883638509572e-05
Position 3292: 4.918698385130822e-05
Position 4773: 4.7459402668690215e-05
Position 4047: 4.371627231310298e-05
Position 1798: 4.236151667590313e-05
Position 297: 4.145684194698607e-05
Position 2102: 4.093362464129625e-05
Position 5054: 3.999096014214476e-05
Position 2880: 3.9035952811091475e-05
Position 4387: 3.8105491135858574e-05
Position 2360: 3.716906269303877e-05
Position 1651: 3.661694489011361e-05
Position 799: 3.338614582501277e-05
Position 1151: 3.323171855482221e-05
Position 862: 3.30225905980293e-05
Position 976: 3.2929992538592625e-05
Position 1075: 2.9176152409360817e-05
Position 5045: 2.8551583761152737e-05
Position 234: 2.7772550997605074e-05
Position 1766: 2.772149416461498e-05
Position 639: 2.6671996449225178e-05
Position 5067: 2.639957778978797e-05
Position 386: 2.6027735613255005e-05
Position 1749: 2.464768712785473e-05
Position 4068: 2.3688749553764083e-05
Position 3645: 2.224614223488697e-05
Position 4303: 2.08403195987568e-05
Position 1763: 2.0114204507880774e-05
Position 1368: 1.9868696923544272e-05
Position 2454: 1.9157097989968814e-05
Position 1482: 1.8663637781240344e-05
Position 3910: 1.776514397904182e-05
Position 2269: 1.6265215111789547e-05
Position 2107: 1.6050707703129982e-05
Position 3696: 1.5055084379055056e-05
Position 1103: 1.4959814523303345e-05
Position 208: 1.4497440340002905e-05
Position 11: 1.339526069209525e-05
Position 4454: 1.1933988456744744e-05
Position 2505: 1.0990030739318046e-05
Position 3303: 1.0427113980645867e-05
Position 2227: 1.0047136250270676e-05
Position 4361: 9.700442747840923e-06
Position 2195: 9.499326794073085e-06
Position 605: 9.058204868503481e-06
Position 1984: 8.848538301081399e-06
Position 1323: 8.599709584940706e-06
Position 5072: 7.990865022567632e-06
Position 222: 6.744098242256986e-06
Position 421: 6.510462678543349e-06
Position 672: 6.461114784690279e-06
Position 206: 6.194119121602707e-06
Position 700: 6.0791997878870725e-06
Position 689: 5.550699455101981e-06
Position 2846: 4.596385760504625e-06
Position 2616: 4.566240470207422e-06
Position 1641: 4.468867564412733e-06
Position 3007: 4.298007751418788e-06
Position 1111: 3.947830095329284e-06
Position 4260: 3.888353250599202e-06
Position 3665: 3.866885341851463e-06
Position 459: 3.4925319296028225e-06
Position 1757: 3.4763438223157553e-06
Position 1360: 3.403812989721079e-06
Position 1943: 2.972636723621378e-06
Position 1935: 2.903623289676885e-06
Position 587: 2.842807561765191e-06
Position 636: 2.6606163323061032e-06
Position 1161: 2.5186677671569914e-06
Position 2267: 2.5069571125507063e-06
Position 2139: 2.4579853819275183e-06
Position 4581: 2.177578104181792e-06
Position 323: 1.7399363024219273e-06
Position 1380: 1.393217068248817e-06
Position 4479: 1.3192751046113038e-06
Position 1189: 1.2098230381226611e-06
Position 1206: 1.0666278017911976e-06
Position 1624: 9.899186520079887e-07
Position 656: 8.855983855922968e-07
Position 1133: 7.584533767665273e-07
Position 5098: 6.635464119792409e-07
Position 343: 5.363849283159606e-07
Position 2237: 5.23698757051935e-07
Position 2342: 4.897226951639752e-07
Position 413: 3.441938964107372e-07
Position 2117: 2.3523971565447314e-07
Position 262: 2.284785803067896e-07
Position 3129: 2.06717313994489e-07
Position 2220: 2.0455401980553578e-07
Position 1947: 1.8941110704576804e-07
Position 1646: 1.0829920227262396e-07
Position 662: 1.0485151753373468e-07
Position 1398: 9.484992978737427e-08
Position 2279: 8.937076066800858e-08
Position 3629: 8.062090725212618e-08
Position 4496: 4.00061665242865e-08
Position 3529: 2.7149994915410178e-08
Position 1139: 2.3488360022276252e-08
Position 3834: 2.0916047024359637e-08
Position 461: 1.6260372810860346e-08
Position 1908: 1.0137832891946488e-08
Position 1692: 9.608277552052016e-09
Position 1772: 4.819362172875498e-09
Position 3456: 3.2413049238933302e-09
Position 3281: 3.219325838066297e-09
Position 3831: 2.5882300196883257e-09
Position 3930: 2.455822238963569e-09
Position 4570: 1.9738866329054444e-09
Position 425: 1.0982157237818753e-09
Position 2607: 9.839442801121997e-10
Position 4961: 2.303570172330898e-10
Position 2931: 1.3351338289045384e-10
Position 3648: 1.1559155050367121e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1550: 0.9890622277103013
Position 1020: 0.9886027365745119
Position 2605: 0.9839166650401666
Position 4600: 0.9808234095252729
Position 3814: 0.9806640688411452
Position 3049: 0.9515945084070179
Position 1318: 0.9445217888768409
Position 4173: 0.891877134257353
Position 2435: 0.8865369143130833
Position 1924: 0.8498279280344984
Position 840: 0.13435951569449417
Position 2448: 0.11136897420866791
Position 4223: 0.07284952300555504
Position 425: 0.05224656778065405
Position 1908: 0.037735758268700265
Position 2866: 0.03134257158157413
Position 2251: 0.027551237726351395
Position 2822: 0.025093475333547992
Position 1380: 0.01875286878011767
Position 3488: 0.01793847232462039
Position 4703: 0.016698464293220396
Position 2066: 0.014961386879649883
Position 3834: 0.011017968363857836
Position 3447: 0.011002498287236508
Position 617: 0.008613262919767328
Position 1557: 0.008455253100389594
Position 3310: 0.008418916889638152
Position 2909: 0.006010840130710092
Position 4022: 0.004815114364414882
Position 961: 0.004626500388624565
Position 4181: 0.004326375545066674
Position 3227: 0.004143442880853282
Position 2279: 0.0037132487930236695
Position 2692: 0.003296329763927469
Position 3056: 0.0030481300651898253
Position 449: 0.0025913251048018705
Position 791: 0.0025350001604489683
Position 652: 0.0023704267147385836
Position 295: 0.0021823268136156983
Position 2616: 0.002120830869929011
Position 201: 0.0021096644468913623
Position 1961: 0.0020276811757206237
Position 4607: 0.0019890224159292732
Position 1414: 0.0018586368765519145
Position 2160: 0.0016673500026359305
Position 3014: 0.0016249486237673904
Position 2026: 0.001588369748109487
Position 3665: 0.0015339296232143517
Position 788: 0.0015251108610406002
Position 2253: 0.0014944809610633882
Position 401: 0.0014930224153204762
Position 2755: 0.0013917854635550925
Position 3616: 0.0011925388000712676
Position 4715: 0.0011066340520696377
Position 4411: 0.0010102363980333505
Position 4957: 0.00087969097830319
Position 5035: 0.0008592630441824794
Position 5012: 0.0007802632731586741
Position 1121: 0.0007389622176302539
Position 4435: 0.0007297559198890704
Position 3525: 0.0007058251823878574
Position 2047: 0.0006708742971659543
Position 5110: 0.0006634998000428477
Position 1437: 0.0006526742671461845
Position 4861: 0.0006476615612071365
Position 4838: 0.000613522874404217
Position 2181: 0.0005367627937947589
Position 70: 0.0004505573198399586
Position 2837: 0.000389210947892745
Position 3292: 0.00038592514568075193
Position 2195: 0.0003848684613147287
Position 3072: 0.00037286413396330365
Position 3733: 0.0003672555383829031
Position 2607: 0.00036365858644224995
Position 2113: 0.0003606047893209047
Position 2641: 0.00035204846616911854
Position 475: 0.00033936430786586896
Position 2175: 0.00029820786342209206
Position 2304: 0.0002968081772998974
Position 157: 0.0002861191474990038
Position 3023: 0.00027363988242718644
Position 4510: 0.00026296406868722173
Position 4144: 0.00025805103248001485
Position 5071: 0.00025079570752259905
Position 3162: 0.00024653767471588203
Position 1331: 0.00023220295274322943
Position 4884: 0.00023010725785273066
Position 1485: 0.00022831465635791542
Position 3237: 0.0002251147333090617
Position 1698: 0.00021663124877899754
Position 5191: 0.000212087083772641
Position 4357: 0.00020450816771182286
Position 3109: 0.00020267704871585512
Position 2227: 0.00020055136779812858
Position 3249: 0.00018252412376729873
Position 2308: 0.0001822450324656775
Position 1562: 0.00018213986066581138
Position 4867: 0.00017656747263992186
Position 4969: 0.0001682861295486759
Position 4501: 0.00016669920776231226
Position 4950: 0.00016229684366843894
Position 1350: 0.000159312516491749
Position 4444: 0.00015575075345926353
Position 271: 0.0001518537404603907
Position 4339: 0.0001477218752392747
Position 1039: 0.00014188624410765713
Position 491: 0.0001324460279658154
Position 1165: 0.00013196008597753282
Position 2656: 0.00012534253790899105
Position 4129: 0.00012504985436234187
Position 1970: 0.00012411418984872375
Position 689: 0.00011984275051330458
Position 3848: 0.0001167399437494721
Position 2146: 0.00011634093868390064
Position 732: 0.00011618037975685646
Position 144: 0.00011242301516226596
Position 2701: 0.00011150343895808117
Position 3919: 9.40106240803139e-05
Position 3150: 9.05373137791484e-05
Position 2669: 8.448424739062326e-05
Position 170: 7.858025388437257e-05
Position 778: 7.424225117816133e-05
Position 4693: 7.096806700899452e-05
Position 3084: 6.991116689877453e-05
Position 1211: 6.280778750887461e-05
Position 2627: 6.161406938292806e-05
Position 3177: 5.9373320176634705e-05
Position 908: 5.576430916724524e-05
Position 3948: 5.4773188485572086e-05
Position 2458: 5.3312372836472735e-05
Position 4934: 5.0705942398743565e-05
Position 2353: 4.8912814044834425e-05
Position 4788: 4.543477216823966e-05
Position 4667: 4.380690167546746e-05
Position 700: 3.962287398946559e-05
Position 164: 3.731678482012964e-05
Position 4531: 3.639852653637653e-05
Position 181: 3.3995809138207346e-05
Position 4650: 3.376352212123207e-05
Position 3607: 3.261590612106673e-05
Position 2411: 3.129361366673445e-05
Position 1965: 2.9890228870892328e-05
Position 3281: 2.6411896025582536e-05
Position 4676: 2.348365302824787e-05
Position 2842: 2.2527059332997933e-05
Position 3671: 2.2434999115463772e-05
Position 1052: 2.2145148332212062e-05
Position 494: 2.207962743587414e-05
Position 3643: 2.1318828218905823e-05
Position 3357: 2.0609945702961215e-05
Position 1257: 2.037852331463347e-05
Position 2764: 1.926961204752567e-05
Position 2875: 1.8601606167406424e-05
Position 2651: 1.728340316110535e-05
Position 167: 1.6734178921427237e-05
Position 116: 1.665822123883899e-05
Position 361: 1.638859207273467e-05
Position 3135: 1.5264194569853052e-05
Position 1870: 1.4530673634391164e-05
Position 1722: 1.2190438854968765e-05
Position 4047: 1.1836834555980461e-05
Position 528: 1.1730887123797486e-05
Position 1528: 1.1145812867741075e-05
Position 1338: 1.110158587759485e-05
Position 2462: 1.0854376041236652e-05
Position 356: 1.0409152840627498e-05
Position 472: 9.592952399703841e-06
Position 4906: 8.354468793695555e-06
Position 74: 7.1810526779123145e-06
Position 3845: 6.1157020231365485e-06
Position 3838: 5.982225815890755e-06
Position 2879: 5.981723438466057e-06
Position 1757: 5.958925208196396e-06
Position 89: 5.116306415369621e-06
Position 1984: 4.976687677668537e-06
Position 5098: 4.817491691849771e-06
Position 1879: 4.672919374056603e-06
Position 762: 4.655639762208238e-06
Position 2381: 4.62731414208923e-06
Position 2831: 4.497219642953072e-06
Position 2786: 4.39863404393872e-06
Position 1741: 4.204904609678752e-06
Position 1838: 3.0453438165188594e-06
Position 497: 2.93843089251315e-06
Position 458: 2.8815754546761442e-06
Position 1575: 2.7477174396939637e-06
Position 1282: 2.6967754136211964e-06
Position 933: 2.6004333082978496e-06
Position 103: 1.956618023621416e-06
Position 4763: 1.8476711886411436e-06
Position 1711: 1.8056991457288722e-06
Position 1581: 1.6200533767411475e-06
Position 1706: 1.3671792793536523e-06
Position 2963: 1.229780668335626e-06
Position 479: 1.1860516683693173e-06
Position 1611: 1.1313493057585586e-06
Position 2489: 1.1110433618691415e-06
Position 453: 6.895247691680378e-07
Position 1356: 6.765921210300583e-07
Position 1490: 5.36983078252596e-07
Position 575: 5.005359469909462e-07
Position 2500: 4.015989773822272e-07
Position 2534: 3.2553037859797696e-07
Position 1530: 2.6519566309104843e-07
Position 1236: 2.3362232353968943e-07
Position 1279: 2.2296868526587272e-07
Position 1352: 1.909868347134937e-07
Position 858: 1.6965345540502725e-07
Position 1665: 1.5344015293983681e-07
Position 1596: 1.493206924895068e-07
Position 2781: 1.3891978128080148e-07
Position 862: 1.2670793929447788e-07
Position 750: 1.1665210150412812e-07
Position 1841: 1.0544786775824717e-07
Position 297: 9.715998191583705e-08
Position 1173: 5.593303531827164e-08
Position 4112: 3.488246085919681e-10
