Gene = RtcB
Position 109: 1.6051980956219435e-08
Position 277: 1.071204888304516e-09
Position 712: 2.8190962940497095e-10
Position 703: 2.3108441125113559e-10
Position 173: 6.257290794963411e-12
Position 154: 2.009455101354182e-12
Position 120: 6.238747744260551e-13
Position 169: 5.592888738976639e-13
Position 177: 2.220272041638629e-14
Position 122: 1.5281158290496957e-14
