Gene = Rexo5
Position 3777: 5.341283217894411e-06
Position 3507: 4.327705610585756e-06
Position 541: 4.1155043095404215e-06
Position 656: 3.1982715136665025e-06
Position 631: 3.1612475377743244e-06
Position 3749: 2.686301301313853e-06
Position 675: 2.4899734941325434e-06
Position 1305: 2.4069237637292836e-06
Position 180: 2.1763977186579333e-06
Position 2774: 2.168818763475556e-06
Position 2619: 1.936112361168631e-06
Position 3779: 1.8498720417120438e-06
Position 3251: 1.1315980714623724e-06
Position 3245: 1.0360391930122702e-06
Position 3414: 8.781531081516299e-07
Position 249: 8.488273450897796e-07
Position 340: 8.399822581507086e-07
Position 1336: 7.751227981187392e-07
Position 2930: 7.733348485295325e-07
Position 409: 7.558900246408317e-07
Position 3964: 6.494180300985261e-07
Position 3059: 5.877943086795875e-07
Position 3028: 5.570749405740648e-07
Position 905: 5.553908148681847e-07
Position 3: 4.4496877127645306e-07
Position 2823: 3.989182863240209e-07
Position 2831: 3.9523546998534084e-07
Position 907: 3.345231418959833e-07
Position 2780: 3.0944849779590155e-07
Position 3208: 2.606803947990281e-07
Position 3243: 2.016224120180696e-07
Position 2749: 1.4847242210068842e-07
Position 713: 1.1536589257839205e-07
Position 247: 7.21851010846552e-08
Position 916: 5.6884431863993224e-08
Position 2961: 5.177520153088909e-08
Position 581: 2.172027169429909e-08
Position 1170: 2.1015556454256383e-08
Position 259: 1.7705548109653657e-08
Position 453: 8.839885158463273e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3450: 0.9934664791326241
Position 2610: 0.9161569731666767
Position 278: 0.8088140512894252
Position 957: 0.378878679201019
Position 586: 0.1672090897123522
Position 4137: 0.08150832363983061
Position 703: 0.07880440754522605
Position 202: 0.075423459083428
Position 3916: 0.058893915972087964
Position 1621: 0.04970453976609341
Position 3151: 0.04049288187885972
Position 1281: 0.03817854396499713
Position 1618: 0.03052498847618691
Position 731: 0.02538894874860605
Position 1903: 0.021953419759187322
Position 2659: 0.020951409770721977
Position 916: 0.017384179744397425
Position 3678: 0.015820380414654927
Position 2401: 0.0154420543314673
Position 929: 0.015008796105252516
Position 4817: 0.012450844367038406
Position 822: 0.00984658804267759
Position 2313: 0.008464646249653178
Position 2404: 0.007801479286721236
Position 669: 0.007488992418518785
Position 1432: 0.006086527274286542
Position 997: 0.005912100379951786
Position 740: 0.00562564375971054
Position 2010: 0.0055079869217954614
Position 4064: 0.00503607041069702
Position 3471: 0.005004038716198675
Position 713: 0.003987951042883968
Position 597: 0.003555398236705944
Position 3181: 0.0030103601093021144
Position 631: 0.002710213700193509
Position 775: 0.0024576824951131463
Position 1047: 0.0023159218327484543
Position 1780: 0.002218845612743471
Position 3859: 0.0013748139740863907
Position 1305: 0.0012553412370325887
Position 1314: 0.0011439046563631056
Position 4562: 0.0011020389060058746
Position 4540: 0.0010746047453112102
Position 206: 0.0010524940217411392
Position 1549: 0.00104532188194244
Position 3184: 0.0008817786020608208
Position 3711: 0.0007278334661370041
Position 1576: 0.0006271372767150742
Position 1560: 0.0005924892808492673
Position 2631: 0.0005748735953561702
Position 1285: 0.0005631914248714985
Position 1030: 0.00047752634086604316
Position 799: 0.0004719756741596388
Position 839: 0.00045936368870652325
Position 4149: 0.0004466490218443439
Position 4793: 0.0003998380276543063
Position 4569: 0.0003794532711550441
Position 3749: 0.0003741009570228365
Position 330: 0.00031057531232287037
Position 4860: 0.000290018252743364
Position 3358: 0.00027484629520957914
Position 756: 0.0002257712575851688
Position 2656: 0.0002137108744299282
Position 5004: 0.0002080415529743247
Position 1933: 0.0001988706781973545
Position 1979: 0.0001928945834507588
Position 383: 0.00015250827446236954
Position 1071: 0.00015034082508514084
Position 4847: 0.00014511692379547548
Position 407: 0.00013604205750279962
Position 4545: 0.00013262508153876935
Position 2150: 0.00013116636256282904
Position 1755: 0.0001298616424006316
Position 2590: 0.00012792468047034792
Position 4542: 0.00011812925898419664
Position 259: 0.00011397354330245625
Position 3624: 9.910492725614504e-05
Position 438: 9.003784617597428e-05
Position 617: 8.17956709057479e-05
Position 2019: 7.493363327604423e-05
Position 1056: 7.049510050081814e-05
Position 307: 5.583403881513047e-05
Position 336: 4.875979628329551e-05
Position 3569: 3.7973304152769475e-05
Position 312: 3.711393605929762e-05
Position 4107: 3.3961714802478996e-05
Position 347: 2.9923812065311054e-05
Position 1104: 2.6985477533989263e-05
Position 239: 2.6454289790000862e-05
Position 163: 2.5820745926098738e-05
Position 4814: 2.3644541488768337e-05
Position 3985: 1.6745409809438303e-05
Position 340: 1.5312734855039993e-05
Position 1323: 1.4241800972815358e-05
Position 3609: 1.1601597850772355e-05
Position 638: 1.1397404443403092e-05
Position 990: 8.914941152575352e-06
Position 1446: 7.238878069081902e-06
Position 1627: 4.481894711598515e-06
Position 482: 3.3765554407604612e-06
Position 223: 2.9309705758687306e-06
Position 255: 2.0950383308070727e-06
Position 461: 1.660135221830136e-06
Position 534: 9.271477307547868e-07
Position 220: 8.550518804869074e-07
Position 217: 8.398030546691761e-07
Position 124: 5.747800469820709e-07
Position 316: 3.5972621187716246e-07
Position 363: 2.894084745874992e-07
Position 1185: 2.109914839394457e-07
Position 1150: 1.517783036452619e-07
Position 491: 1.3854327990057647e-07
Position 74: 1.0164318929502797e-07
Position 133: 9.170183636460084e-08
Position 141: 1.1012920435419492e-08
Position 356: 9.496908405591393e-09
Position 214: 7.74918601872908e-09
Position 500: 1.81769986490673e-09
Position 541: 1.073271440230733e-09
Position 247: 6.08929209225988e-10
Position 409: 5.4628131071090366e-12
Position 505: 1.971538807424646e-12
