Gene = Bre1
Position 577: 0.0002428751282681604
Position 1196: 0.00024073743060302696
Position 1363: 0.00022109693227088194
Position 685: 0.0002112277558348457
Position 3059: 0.0001956830183335367
Position 4266: 0.00018679744563486264
Position 1912: 0.0001697554037768629
Position 865: 0.00015797195887519647
Position 1888: 0.0001543951552491059
Position 3293: 0.00014802161757438667
Position 2092: 0.0001382364595247732
Position 1993: 0.00013255263327149755
Position 1372: 0.00013020178367385808
Position 116: 0.00012109960340651406
Position 3497: 0.00011502601330778594
Position 2305: 0.00011269156514325394
Position 2078: 0.00010620731792463647
Position 1123: 0.00010147595349511285
Position 1084: 0.00010025828603327359
Position 1171: 9.793497659110737e-05
Position 2927: 9.395979184357278e-05
Position 1060: 8.761812818630382e-05
Position 1549: 8.068306440626915e-05
Position 703: 7.871461739858302e-05
Position 3302: 7.841224209408728e-05
Position 1054: 7.816636703613506e-05
Position 2379: 7.771442415521386e-05
Position 920: 7.508960559042313e-05
Position 3864: 7.467587821167165e-05
Position 1426: 7.19863551950575e-05
Position 1933: 6.820982885564576e-05
Position 2314: 6.708839223688953e-05
Position 1350: 6.386189550977788e-05
Position 3731: 5.998836884698478e-05
Position 1648: 5.338199919436487e-05
Position 2601: 5.2179135500294934e-05
Position 3644: 5.11570601507803e-05
Position 2853: 5.029080590297624e-05
Position 3663: 4.920716729336584e-05
Position 2618: 4.679591220994187e-05
Position 2230: 4.5776639027705165e-05
Position 598: 4.359980958592518e-05
Position 2437: 4.1859657968801486e-05
Position 360: 4.1444694538865403e-05
Position 3023: 3.8249039816162316e-05
Position 3197: 3.6627808273486424e-05
Position 3647: 3.6439216562963066e-05
Position 2141: 3.623279478973272e-05
Position 1545: 3.575739192441314e-05
Position 3002: 3.5488804846506285e-05
Position 511: 3.255244023964582e-05
Position 2612: 3.20733646740953e-05
Position 2261: 3.1656372112363814e-05
Position 130: 2.9623277623726184e-05
Position 3296: 2.794222412707463e-05
Position 2014: 2.5255535923387653e-05
Position 1255: 2.43773524261533e-05
Position 2086: 2.337831006294343e-05
Position 1114: 2.273292972084425e-05
Position 3792: 2.263007145615369e-05
Position 843: 2.1531570658061137e-05
Position 1222: 2.1250761376849264e-05
Position 926: 2.0790014268162223e-05
Position 2284: 2.0440616438851364e-05
Position 1663: 1.8398585028702937e-05
Position 3365: 1.7754770859150546e-05
Position 3077: 1.7289285064800825e-05
Position 2945: 1.6549654595224922e-05
Position 943: 1.5583611365799463e-05
Position 1150: 1.5306424061927147e-05
Position 3631: 1.5152453914832645e-05
Position 141: 1.5044317199911465e-05
Position 3527: 1.3622705530267343e-05
Position 167: 1.2959580214255492e-05
Position 1384: 1.2928082781652746e-05
Position 1141: 1.2245139874985769e-05
Position 1804: 1.2133622386573911e-05
Position 1654: 1.115668344907823e-05
Position 766: 1.0675746022065331e-05
Position 1705: 1.0289516076312751e-05
Position 1901: 1.022399726182134e-05
Position 2571: 9.886009249995133e-06
Position 3032: 9.24811594450163e-06
Position 3392: 8.373581465379348e-06
Position 3275: 7.692271343516045e-06
Position 1429: 7.3706035182481794e-06
Position 404: 7.203622314206202e-06
Position 1165: 7.188759871015631e-06
Position 514: 6.993143782658318e-06
Position 1807: 6.185350519811976e-06
Position 3320: 5.71157261798084e-06
Position 2915: 5.5503930558903775e-06
Position 381: 5.537754034686879e-06
Position 721: 5.462960990082357e-06
Position 490: 5.116994913147576e-06
Position 4089: 5.045566515706793e-06
Position 1261: 5.006042250914838e-06
Position 1201: 4.9587771345784525e-06
Position 3581: 4.945364072249589e-06
Position 946: 4.609777698510231e-06
Position 3201: 4.487258791579102e-06
Position 2891: 4.407487328292317e-06
Position 2233: 4.041211361012844e-06
Position 384: 4.034347618991917e-06
Position 2152: 3.915781998614466e-06
Position 1175: 3.80410798935102e-06
Position 1844: 3.641408300545222e-06
Position 2066: 3.626175998912354e-06
Position 1801: 3.587074821186811e-06
Position 556: 3.551488515761549e-06
Position 3224: 3.5500119469353423e-06
Position 1828: 3.425994416056058e-06
Position 2128: 3.278114788717969e-06
Position 940: 2.9573923320353738e-06
Position 2951: 2.8583139535552393e-06
Position 2117: 2.8149958539720824e-06
Position 3471: 2.7568430589644988e-06
Position 1690: 2.384598395940213e-06
Position 88: 2.1994222354600028e-06
Position 763: 2.0650490635037334e-06
Position 2651: 1.8118216733062735e-06
Position 2687: 1.5263181460793258e-06
Position 1772: 1.3222232560942092e-06
Position 1018: 8.7666947616876e-07
Position 3260: 8.693235575582096e-07
Position 77: 7.849378538864734e-07
Position 2627: 7.796476433995585e-07
Position 1732: 7.54101771554571e-07
Position 1669: 6.155551675719899e-07
Position 810: 4.674439699596496e-07
Position 523: 2.044142548174708e-07
Position 2633: 1.9121544125660368e-07
Position 649: 1.6159220384485428e-07
Position 586: 1.180376137795533e-07
Position 518: 1.1223750259234913e-07
Position 475: 9.178376870853643e-08
Position 82: 8.044846867914625e-08
Position 415: 5.454269507980419e-08
Position 427: 4.5894439660606844e-08
Position 3368: 3.669940051728403e-08
Position 259: 3.455753735617151e-08
Position 800: 3.34916096894287e-08
Position 3155: 2.8640398419492804e-08
Position 66: 2.085463429404283e-08
Position 430: 1.9815692380098784e-08
Position 62: 6.606575123010023e-09
Position 1753: 4.985244391869679e-09
Position 1786: 2.855943682934883e-09
Position 1747: 1.1007200441327073e-09
Position 2666: 2.281503441245877e-10
Position 2684: 1.2191542005272583e-10
Position 204: 7.52116817086761e-11
Position 2672: 2.1651943431003312e-11
Position 254: 1.6292355635905518e-11
Position 550: 9.46713781697116e-12
Position 442: 1.4509897110555965e-14
Position 478: 1.3906953286406234e-14
