Gene = bbg
Position 2407: 0.0005155846673638771
Position 7720: 0.0004351478486260612
Position 1688: 0.00042721094776802457
Position 859: 0.00042647367238935233
Position 1317: 0.0004056967826896839
Position 2220: 0.00035106595060192
Position 2391: 0.0003507888573792756
Position 722: 0.0003232541123238419
Position 799: 0.000318452796909932
Position 1974: 0.000296432774402118
Position 1473: 0.0002829790622434549
Position 5474: 0.0002759849527096617
Position 332: 0.0002570373341601684
Position 893: 0.0002526578819899973
Position 231: 0.00021506176572510133
Position 2105: 0.00020552776013621772
Position 98: 0.0002041621915809492
Position 283: 0.00018503480495775132
Position 1116: 0.00018361593124356136
Position 137: 0.00017306915508255339
Position 289: 0.00017136368799461522
Position 429: 0.00012724709349913447
Position 58: 0.00012487808410760768
Position 1104: 0.00011789935448574038
Position 403: 0.00011027027402364725
Position 260: 9.598783449349323e-05
Position 376: 8.848421292408319e-05
Position 16427: 8.55648508486758e-05
Position 2036: 8.116259964823533e-05
Position 452: 7.917051031258076e-05
Position 1717: 7.765104097353977e-05
Position 927: 7.461279582585038e-05
Position 351: 7.423851410888321e-05
Position 1344: 6.717416593925475e-05
Position 1153: 6.604696059484035e-05
Position 792: 5.8005757291357476e-05
Position 1878: 5.676406184486064e-05
Position 690: 5.401506555836695e-05
Position 1711: 4.640759835612954e-05
Position 359: 4.5955342471509745e-05
Position 1365: 4.2763285183661195e-05
Position 5400: 3.947807559753472e-05
Position 101: 3.635514524639864e-05
Position 457: 3.601118505734159e-05
Position 16: 2.678944150601674e-05
Position 4484: 1.7803654216723098e-05
Position 23: 1.2717972170325426e-05
Position 262: 1.2280901493348747e-05
Position 43: 1.1927799834350587e-05
Position 1070: 1.1321804139671838e-05
Position 737: 1.1261793134318245e-05
Position 1060: 1.0412416851677011e-05
Position 644: 9.86891693721673e-06
Position 7: 6.938316796515778e-06
Position 334: 5.786918588424575e-06
Position 46: 5.487481394598218e-06
Position 408: 4.225685141162358e-06
Position 4391: 3.437558125719742e-06
Position 267: 3.364510143601602e-06
Position 617: 3.2520470731902312e-06
Position 104: 1.7732465947992508e-06
Position 3082: 1.7508807882540119e-06
Position 4515: 1.4109496830454046e-06
Position 971: 1.260739448121518e-06
Position 968: 1.2294139942440287e-06
Position 1699: 6.658094482496864e-07
Position 1748: 3.566581653778737e-07
Position 281: 2.5005193192393873e-07
Position 273: 2.1314781980677864e-08
Position 9130: 4.859273686375013e-09
Position 8967: 1.6001825034598276e-09
Position 8825: 6.049711637019566e-10
Position 2615: 2.7240227218651933e-10
Position 5857: 4.453413834576859e-11
Position 6067: 2.7443122908051208e-11
Position 4284: 2.2126823745322115e-11
Position 4824: 4.570799101098273e-12
Position 4690: 3.672445004150295e-12
Position 3429: 2.334467995026412e-12
Position 3618: 1.0237590330550043e-12
Position 4096: 2.989495922113038e-13
Position 3390: 2.1905644949660786e-13
Position 3101: 1.9540206877640598e-13
Position 3420: 1.6848085059240717e-13
Position 4124: 1.5789002541880526e-13
Position 4112: 5.2195050734969824e-14
Position 5505: 3.9142957508417536e-14
Position 3245: 3.710874991758921e-14
Position 3402: 3.6068804982079187e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 23005: 0.9883103706725545
Position 15609: 0.8509898406199975
Position 16249: 0.6759358287224999
Position 1596: 0.6513316657992257
Position 10827: 0.1756042723085377
Position 1791: 0.16176596622617895
Position 2553: 0.10498475825743937
Position 2493: 0.046543006282298925
Position 2354: 0.03228579801842693
Position 1999: 0.027992514534396534
Position 2614: 0.024078914942517335
Position 2035: 0.022923220312987807
Position 2577: 0.02118331393607997
Position 11793: 0.015966325693314166
Position 603: 0.013795617459685716
Position 16547: 0.009330040420827086
Position 2450: 0.009143140696807765
Position 1240: 0.007680257799023255
Position 725: 0.007022100354261402
Position 11003: 0.006809561577074726
Position 2590: 0.006328852862679363
Position 1104: 0.006039290280557995
Position 2536: 0.0057343952450593285
Position 650: 0.005236140624904582
Position 8058: 0.0045627656681321
Position 2457: 0.0038779721042654066
Position 926: 0.003762192971626856
Position 10963: 0.0033632544474867902
Position 968: 0.0033104461716642053
Position 7928: 0.002964270699596213
Position 16550: 0.0029063501813561578
Position 883: 0.002871031953691486
Position 655: 0.002789195402332465
Position 901: 0.0027608047404014007
Position 16944: 0.0026631207626569065
Position 2057: 0.002580098822757593
Position 7307: 0.0020708950676989395
Position 617: 0.0020181113559581735
Position 2243: 0.0019761229473115554
Position 7372: 0.0019565519828145723
Position 2369: 0.001886771144328586
Position 7795: 0.0018804351791484669
Position 16496: 0.0017716707835851997
Position 2041: 0.0015467685449637994
Position 1247: 0.0014433773516895516
Position 1153: 0.0013304944719226576
Position 18991: 0.0012181128817382902
Position 2195: 0.0008671993047150892
Position 1817: 0.0008059252707379015
Position 1627: 0.0007561616060047334
Position 1795: 0.0006528055648637928
Position 11049: 0.000616378890456738
Position 10986: 0.0006072410203588682
Position 5695: 0.0005704757937456912
Position 10486: 0.0005564529623813004
Position 1019: 0.00043451933031650035
Position 2600: 0.0003754378179147104
Position 303: 0.00034462628984618953
Position 18099: 0.00034342055356039646
Position 1060: 0.0002981950979591231
Position 408: 0.00028152844288433605
Position 5537: 0.0002621577037487171
Position 231: 0.00023009235154827838
Position 1974: 0.00022836832248530908
Position 1968: 0.00021540845819148423
Position 2707: 0.00018271613848668038
Position 5203: 0.00012934633215593556
Position 5179: 0.00010731297548394151
Position 18102: 9.360467737712442e-05
Position 2100: 8.111273937130067e-05
Position 242: 8.085139023192822e-05
Position 273: 7.89106928579332e-05
Position 1952: 7.734845123583253e-05
Position 1652: 5.874097115708456e-05
Position 776: 5.4518449691598556e-05
Position 16890: 4.12347251166208e-05
Position 17195: 3.774602169975024e-05
Position 16716: 3.352207848119949e-05
Position 4341: 3.2254846818971255e-05
Position 1070: 2.8428085442227295e-05
Position 830: 2.583174360206774e-05
Position 137: 2.5414443319093123e-05
Position 5297: 2.3152931867937352e-05
Position 340: 2.30256011256893e-05
Position 5088: 2.254874853555322e-05
Position 16507: 2.2043383493180217e-05
Position 5294: 1.713747177517801e-05
Position 58: 1.557222155885503e-05
Position 1031: 1.4713280639193473e-05
Position 2245: 1.4359886334150933e-05
Position 1373: 1.0659675988527848e-05
Position 359: 9.105296962188779e-06
Position 489: 8.124010645252279e-06
Position 905: 7.808537937437332e-06
Position 781: 6.554646733507897e-06
Position 529: 6.177382995718494e-06
Position 811: 5.8736302678854185e-06
Position 368: 5.788784601232211e-06
Position 417: 4.9872222629095405e-06
Position 1187: 4.671196410860465e-06
Position 332: 4.349987867699357e-06
Position 545: 3.302842701719881e-06
Position 4283: 3.133935599980915e-06
Position 467: 2.7502396352290147e-06
Position 4268: 1.8156164603328825e-06
Position 153: 1.75765088236602e-06
Position 79: 1.7556740009903095e-06
Position 190: 1.6072124235765928e-06
Position 222: 1.4782441562828679e-06
Position 662: 1.3108683504243487e-06
Position 4350: 1.279351356896813e-06
Position 318: 9.100475038629688e-07
Position 320: 8.686944310308541e-07
Position 2924: 7.334156408167025e-07
Position 3008: 5.189006460343147e-07
Position 2896: 4.3078238317158993e-07
Position 1041: 3.862745246883055e-07
Position 14328: 2.845750325015765e-07
Position 4359: 1.3357952844103776e-07
Position 2755: 3.72984882235255e-08
Position 423: 2.4779980943603072e-08
Position 374: 2.0260111916062532e-08
Position 187: 1.8631904348197636e-08
Position 245: 1.0352974347199321e-08
Position 9016: 6.703741975601476e-09
Position 8245: 6.091152612976889e-09
Position 9183: 6.080052802956653e-09
Position 8724: 3.987549237611684e-09
Position 492: 2.617653286221583e-09
Position 414: 2.2122751280287957e-09
Position 445: 1.8546276210340754e-09
Position 475: 1.8487695344231668e-09
Position 260: 1.841320517357163e-09
Position 9063: 1.69274847993929e-09
Position 429: 1.5244765798705634e-09
Position 9955: 1.4770089214792928e-09
Position 479: 9.281864386378194e-10
Position 447: 8.713892438750184e-10
Position 437: 3.9504011892491825e-10
Position 502: 2.8216741727894657e-10
Position 5947: 6.574833147954429e-11
Position 6131: 4.1178220035416824e-11
Position 5929: 3.9156712384775436e-11
Position 6590: 2.909297092556375e-11
Position 5856: 2.2473972761470593e-11
Position 3906: 1.2465147432539558e-11
Position 4057: 1.1922774127501847e-11
Position 3082: 6.2822528048447676e-12
Position 3683: 4.201907177733846e-12
Position 6095: 4.14371346310992e-12
Position 5012: 3.879017416676778e-12
Position 3341: 1.7339265771587163e-12
Position 3056: 9.61311948916488e-13
Position 3602: 7.728012054024499e-13
Position 2830: 7.141642676634849e-13
Position 3821: 6.524760446158624e-13
Position 3553: 4.549157245042316e-13
Position 3577: 3.936097394625351e-13
Position 3919: 3.1708692829191227e-13
Position 3151: 2.748959886301892e-13
Position 2853: 1.6228621580176696e-13
Position 3345: 1.26873427808339e-13
