Gene = NUCB1
Position 316: 9.575001505697967e-05
Position 1491: 8.513826188644413e-05
Position 3537: 8.2299535575051e-05
Position 1113: 8.132321912988213e-05
Position 2284: 7.728010470223902e-05
Position 2246: 7.062505547857628e-05
Position 2522: 6.67705472930851e-05
Position 6: 6.637615393841622e-05
Position 2520: 6.4316027634177e-05
Position 4269: 6.280021957076265e-05
Position 1746: 6.26372300128286e-05
Position 2185: 5.313205445141288e-05
Position 3028: 4.971119895765692e-05
Position 1034: 4.9178522146602406e-05
Position 294: 4.548881646971441e-05
Position 116: 4.3397911979368716e-05
Position 1431: 4.279370394190055e-05
Position 2478: 3.867028459638578e-05
Position 879: 3.738312877252719e-05
Position 1284: 3.6167071165881505e-05
Position 4083: 3.136246540456405e-05
Position 3161: 2.9777247346403663e-05
Position 1142: 2.967532182439507e-05
Position 1477: 2.9185976627423727e-05
Position 3261: 2.7850918836905666e-05
Position 2007: 2.6991274238892266e-05
Position 1252: 2.564676757606539e-05
Position 973: 2.441606833371816e-05
Position 494: 2.3944192829372024e-05
Position 1772: 2.3771487452542164e-05
Position 4296: 2.084192442063808e-05
Position 2805: 1.994928219382755e-05
Position 85: 1.640918987178088e-05
Position 661: 1.622468418574795e-05
Position 3512: 1.588191379898608e-05
Position 701: 1.49830503309634e-05
Position 68: 1.4779163570636921e-05
Position 1538: 1.4507190336972857e-05
Position 3834: 1.26491888755013e-05
Position 2030: 1.2645771191978544e-05
Position 3159: 1.1524010318720366e-05
Position 157: 1.092117503469757e-05
Position 1599: 1.0683289978700277e-05
Position 1528: 1.0572272765370108e-05
Position 1665: 1.029021590456795e-05
Position 1673: 6.804835817501841e-06
Position 722: 5.5853351224447955e-06
Position 663: 4.427949876277031e-06
Position 1377: 4.347194339428363e-06
Position 570: 4.106007856879396e-06
Position 899: 1.6504529473352717e-06
Position 60: 1.3665894369563662e-06
Position 418: 3.3914987591256655e-07
Position 1848: 3.167791493892198e-07
Position 88: 2.0615062855221781e-07
Position 936: 1.7117989676626954e-07
Position 345: 1.6868767405038437e-07
Position 941: 1.3111258031026317e-07
Position 690: 1.6116307569544962e-08
Position 277: 1.0810239307804466e-08
Position 443: 2.4438947855646856e-09
Position 572: 2.171904240980274e-09
Position 214: 1.6241395703106343e-09
Position 252: 1.6108705646209546e-09
Position 319: 1.411964702565001e-09
Position 453: 6.924308868620588e-10
Position 446: 4.147113548968847e-10
Position 202: 2.9637244318166474e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2726: 0.9519253064438783
Position 479: 0.11371718742936308
Position 2462: 0.0955907118865366
Position 2389: 0.07777399039833004
Position 2357: 0.023305452272944737
Position 954: 0.019520439025694582
Position 1161: 0.008744914983257706
Position 566: 0.006585394721686871
Position 1908: 0.006351631676798216
Position 1215: 0.004656986119587122
Position 440: 0.004275725558061559
Position 1142: 0.00424678632362495
Position 1336: 0.0037874089616125963
Position 4420: 0.00319222934229701
Position 2495: 0.0027244261312964727
Position 1193: 0.0025900492886312522
Position 73: 0.0019326834772798777
Position 2538: 0.0015230774271875567
Position 4423: 0.0014263237459120036
Position 3860: 0.001342018898933617
Position 4136: 0.0013008654767379516
Position 85: 0.001176016948932024
Position 4313: 0.0011643688485210568
Position 604: 0.0011357987331528084
Position 3615: 0.0007871850385745309
Position 661: 0.0007510504622861677
Position 222: 0.0007281921027567179
Position 2431: 0.0005392308799025819
Position 1417: 0.0005354085099374152
Position 1458: 0.0005190142035925261
Position 2948: 0.0005072357617210642
Position 879: 0.000496262425534428
Position 1167: 0.0004420469257274046
Position 2088: 0.00042082646105522434
Position 2203: 0.00041649298306273107
Position 3812: 0.00040776718472001594
Position 2337: 0.00033418960236842015
Position 2945: 0.0003289464012545001
Position 4286: 0.00032051759215663924
Position 3485: 0.0003176504907367379
Position 2007: 0.0002976778135990759
Position 2158: 0.0002766338047900883
Position 1991: 0.0002731188457474811
Position 3281: 0.0002495879683955083
Position 3866: 0.0002375977465284788
Position 3406: 0.00023452688060668153
Position 3235: 0.00021358663433453475
Position 3692: 0.00018907733899885644
Position 671: 0.0001853867763731859
Position 3665: 0.0001522439352290538
Position 2680: 0.0001445364385406168
Position 2683: 0.0001358566187294381
Position 4521: 0.00012113501367971785
Position 3590: 0.00011461011030961999
Position 2936: 0.0001068777967147749
Position 3374: 8.171735412513116e-05
Position 2744: 8.068148013100937e-05
Position 3791: 7.75286260895812e-05
Position 3635: 7.656871680345038e-05
Position 2780: 7.193894321841628e-05
Position 3206: 6.907343055575497e-05
Position 4321: 6.272537630244666e-05
Position 1825: 5.997877582918124e-05
Position 3557: 5.983505483846419e-05
Position 2639: 5.952106413791961e-05
Position 142: 4.9664891023222216e-05
Position 3869: 4.535615925953197e-05
Position 531: 4.372466953185641e-05
Position 3428: 4.242072052842771e-05
Position 2925: 4.077661327203751e-05
Position 627: 3.545436105510484e-05
Position 4097: 2.912662882508735e-05
Position 3488: 2.7494443257496074e-05
Position 3746: 2.612821363680709e-05
Position 109: 2.5559383897326262e-05
Position 4296: 2.3574414934088873e-05
Position 1816: 2.3424766471785632e-05
Position 3923: 2.1919761978662948e-05
Position 742: 1.9177115603803815e-05
Position 3530: 1.8234445380596097e-05
Position 2735: 1.5391464958120178e-05
Position 3743: 1.4878575100324287e-05
Position 857: 1.3841740738137268e-05
Position 1064: 1.202648119668926e-05
Position 1612: 1.1909311727052326e-05
Position 3618: 1.1848647860338279e-05
Position 3014: 1.0531794019076115e-05
Position 500: 1.0062571945502098e-05
Position 1113: 1.0041790977897783e-05
Position 1308: 9.6359779721317e-06
Position 1349: 9.393742741300382e-06
Position 1953: 8.62528212391935e-06
Position 1888: 8.220604294180865e-06
Position 3059: 7.833143513996835e-06
Position 243: 7.108033823172411e-06
Position 153: 6.250007896902961e-06
Position 126: 6.092160883862802e-06
Position 686: 5.557573512743084e-06
Position 1741: 5.055799172863632e-06
Position 2867: 5.039562995825826e-06
Position 1357: 4.916470409426594e-06
Position 2520: 3.8045586097604967e-06
Position 541: 3.713508608750393e-06
Position 2552: 3.6363661956028722e-06
Position 228: 3.4318961056982735e-06
Position 2400: 3.2116415518916978e-06
Position 1765: 3.084199753163392e-06
Position 1287: 2.725964347972606e-06
Position 2074: 2.6106923971891896e-06
Position 1475: 2.3626508705046132e-06
Position 1794: 2.342462984488382e-06
Position 2190: 2.0738568826266124e-06
Position 1429: 1.8307525113363148e-06
Position 497: 1.7150938014436216e-06
Position 1956: 1.629890761502898e-06
Position 754: 1.5784502683820367e-06
Position 494: 1.2121241765212688e-06
Position 1401: 1.0766281961541958e-06
Position 1227: 6.682046270850051e-07
Position 231: 6.142959859817404e-07
Position 357: 2.887019108611898e-07
Position 240: 3.991239752176448e-08
Position 354: 1.2657000647584761e-08
Position 294: 4.341766037280102e-09
Position 315: 2.9900098832839657e-09
Position 300: 1.6319102005009737e-09
Position 116: 1.1644072669096912e-09
Position 345: 1.1352878718073182e-09
Position 904: 3.1006979340984594e-10
Position 366: 2.1788961571325308e-10
Position 695: 2.0696237035925383e-10
Position 650: 1.4349659803026774e-10
Position 722: 9.733017986057465e-11
Position 1247: 9.270860485947976e-11
Position 252: 8.283797789123063e-11
Position 1280: 6.847691818125722e-11
Position 333: 1.0508149863208998e-11
Position 375: 6.563950400843999e-12
Position 52: 2.07417715356488e-12
Position 395: 4.7104806982129e-13
Position 324: 5.197357843704632e-14
Position 392: 1.4268592162539562e-17
