Gene = Est-Q
Position 2024: 9.085064610666198e-06
Position 1272: 8.319549649030476e-06
Position 48: 8.29941142403436e-06
Position 482: 7.569381673740208e-06
Position 2296: 6.9658249576277125e-06
Position 1925: 5.259415763540904e-06
Position 1716: 5.107604232836242e-06
Position 401: 4.225453833240357e-06
Position 2054: 3.3570353316433297e-06
Position 1778: 3.2422484216436153e-06
Position 1905: 2.5953385670434153e-06
Position 1976: 2.283168296470137e-06
Position 2132: 2.2152008501885634e-06
Position 2092: 2.1370084399783576e-06
Position 18: 1.7646786738536625e-06
Position 2166: 1.526674082918145e-06
Position 1284: 9.266102385664048e-07
Position 2069: 8.034299698540315e-07
Position 2234: 6.186061489850977e-07
Position 1800: 4.099172533228191e-07
Position 2085: 2.743938665370203e-07
Position 710: 2.4686637472883184e-07
Position 12: 2.3483366677382974e-07
Position 2079: 1.4758066567236827e-07
Position 2363: 9.733466401197055e-08
Position 1018: 9.14209827526638e-08
Position 2255: 8.439583204940381e-08
Position 1154: 3.192806590374379e-08
Position 1151: 1.1887221444483682e-08
Position 1510: 6.291390657732305e-09
Position 1512: 2.931797117018596e-09
Position 739: 1.1768833563416929e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2000: 0.9883538851914941
Position 1751: 0.9778802456235908
Position 744: 0.9665761913422886
Position 1042: 0.7844451291794198
Position 2528: 0.3600374916314427
Position 397: 0.1282303445275306
Position 358: 0.07461259376664121
Position 969: 0.07439437796626976
Position 1546: 0.026104938532815057
Position 374: 0.01914128983055046
Position 932: 0.017664114934913967
Position 1888: 0.013980321269530294
Position 2092: 0.01243414690501502
Position 1053: 0.011808019435597759
Position 1162: 0.011540060468482154
Position 1609: 0.009384537013334842
Position 571: 0.007909724176010498
Position 694: 0.006870266023201298
Position 2533: 0.006816145966528815
Position 1819: 0.006473183620556494
Position 1468: 0.004478955457274414
Position 510: 0.0036204703314352276
Position 1138: 0.0030523417246805227
Position 1559: 0.002958198894713974
Position 516: 0.002756953031598699
Position 505: 0.0026997631141773984
Position 1416: 0.0026062967923773206
Position 1777: 0.0025937715371378
Position 1315: 0.0025444673750058887
Position 2063: 0.001819796293508459
Position 455: 0.001705638082341251
Position 1810: 0.00164294527185783
Position 1535: 0.0016027393334786316
Position 2514: 0.0014840188299617054
Position 224: 0.0013932707823279165
Position 1658: 0.0011601351726460752
Position 1057: 0.0009113338174017464
Position 2343: 0.0008518241048511557
Position 1151: 0.0007948438562729223
Position 1529: 0.0007280696923988261
Position 2024: 0.0007082793891642729
Position 539: 0.0006416217785837658
Position 1523: 0.0006132436471766906
Position 1396: 0.0005510957632077898
Position 1297: 0.00045224094360287256
Position 161: 0.00044890103086899977
Position 942: 0.0003383583233109425
Position 1894: 0.00027830350045679903
Position 2351: 0.0002609244483982847
Position 1642: 0.0002124087481465915
Position 2277: 0.00017670482742362747
Position 346: 0.00016395146600837416
Position 1400: 0.00016046914491076822
Position 1294: 0.00013535686102070634
Position 710: 0.0001302434839018108
Position 1016: 0.00012743835592997685
Position 1229: 0.0001196184184224295
Position 772: 0.00010930140319073896
Position 1275: 0.00010199227451084978
Position 1583: 9.676641794858319e-05
Position 1800: 9.505126640533842e-05
Position 1614: 8.906138002860812e-05
Position 1441: 8.852051207240583e-05
Position 2308: 7.576681210170273e-05
Position 250: 7.314347102716686e-05
Position 2163: 7.224187436389897e-05
Position 2079: 6.771950415561346e-05
Position 139: 6.568612520127824e-05
Position 584: 5.897605496830459e-05
Position 1452: 5.74051453620141e-05
Position 1691: 4.882082443382421e-05
Position 482: 4.09531986684415e-05
Position 477: 4.0451771052755074e-05
Position 1510: 3.8270561057428704e-05
Position 1381: 3.1513920214707814e-05
Position 1501: 2.9556132338920516e-05
Position 645: 2.870412043111542e-05
Position 284: 2.448775339556685e-05
Position 2099: 2.3308421034783313e-05
Position 2296: 1.9694609556485983e-05
Position 1715: 1.8619930907533644e-05
Position 471: 1.597159866455404e-05
Position 1108: 1.5191971801759728e-05
Position 1917: 1.3498714668173473e-05
Position 193: 1.3312837669677349e-05
Position 1638: 1.1471505914627027e-05
Position 1205: 1.132983587095097e-05
Position 609: 1.0815123931186305e-05
Position 173: 7.915913650558826e-06
Position 1905: 7.6441919281463e-06
Position 1272: 6.787934424096888e-06
Position 1334: 6.259169362273391e-06
Position 2222: 5.909030240658889e-06
Position 590: 5.668623241584964e-06
Position 826: 5.499155676718623e-06
Position 2240: 4.804615723752009e-06
Position 971: 4.009370604158582e-06
Position 594: 3.8017957178503107e-06
Position 2132: 2.568011511384909e-06
Position 1925: 1.553454833886884e-06
Position 830: 1.2166871475629987e-06
Position 2287: 8.300785113316632e-07
Position 2407: 6.813177058559865e-07
Position 2305: 6.748505540468621e-07
Position 431: 6.439116203542679e-07
Position 479: 5.932903228869197e-07
Position 2414: 4.6486111910773447e-07
Position 2438: 3.586014380263004e-07
Position 834: 1.398523156579125e-07
Position 856: 1.3815819835208488e-07
Position 627: 9.931338143483918e-08
Position 286: 9.635275466553705e-08
Position 903: 4.9667271199968115e-08
Position 239: 3.97811665657732e-12
