Gene = nudE
Position 832: 1.4744008907447145e-05
Position 1131: 1.4365199728411473e-05
Position 3136: 1.4166008646732259e-05
Position 933: 1.3267967247375508e-05
Position 234: 1.322635051117184e-05
Position 1651: 1.2958254338606122e-05
Position 247: 1.2563306480620206e-05
Position 135: 1.1279301990503722e-05
Position 2697: 1.0924018898701857e-05
Position 2198: 9.85272556807182e-06
Position 250: 9.375559075868008e-06
Position 2481: 8.8213318979414e-06
Position 217: 7.849034401604042e-06
Position 253: 7.708322791862463e-06
Position 942: 7.5251596645315655e-06
Position 256: 6.5005472294622165e-06
Position 2704: 6.046731039077437e-06
Position 1561: 3.7315887420139917e-06
Position 138: 3.723330229460854e-06
Position 3693: 3.661843333686758e-06
Position 128: 3.3932654038773687e-06
Position 2084: 2.6023964343406913e-06
Position 1477: 2.45424687483337e-06
Position 802: 7.434746725944727e-07
Position 1187: 7.249819672767588e-07
Position 290: 6.779619058833847e-07
Position 789: 4.196894138771004e-07
Position 2167: 3.8127445629971524e-07
Position 2086: 3.0394313008965805e-07
Position 1157: 2.888543630658154e-07
Position 259: 2.7607910400273465e-07
Position 1211: 1.6328164693307977e-07
Position 781: 1.2579957846399454e-07
Position 922: 1.2372295974845982e-07
Position 946: 1.0922706599999049e-07
Position 954: 8.522249775215448e-08
Position 791: 7.73989320596557e-08
Position 2386: 5.0092407508887565e-08
Position 2298: 4.909400907841672e-08
Position 866: 4.246118290331344e-08
Position 3299: 8.207708005777914e-09
Position 3245: 3.750266002213719e-09
Position 2947: 3.2701029372787503e-09
Position 302: 9.74883348524927e-10
Position 912: 3.564949016157307e-11
Position 3131: 3.121347320034884e-11
Position 892: 1.1462211773353287e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 911: 0.9993576076789511
Position 1181: 0.9770053399089207
Position 1519: 0.9720161330386005
Position 2101: 0.9365669976357566
Position 2909: 0.7544306373759125
Position 2319: 0.5165019656455141
Position 210: 0.15320879860647083
Position 390: 0.12050643323797315
Position 156: 0.08142456070435374
Position 96: 0.05740836343097878
Position 2729: 0.012617743062460718
Position 761: 0.010857628718610084
Position 2039: 0.010392926967768891
Position 714: 0.007897039841031073
Position 1113: 0.007309869631868309
Position 570: 0.007282363729282547
Position 484: 0.006193586680309196
Position 2005: 0.0047432618861578246
Position 3245: 0.003536412411632332
Position 789: 0.0034330983697717786
Position 1333: 0.0027697141768148717
Position 3593: 0.0024412165865703474
Position 1338: 0.0023245947805851145
Position 3097: 0.0023124626095099485
Position 728: 0.0022833466049068
Position 624: 0.002230123594921466
Position 2141: 0.002227851729092135
Position 1187: 0.0019660107176547605
Position 734: 0.0019318430401292668
Position 618: 0.0018314655512651852
Position 3567: 0.0016615384551127623
Position 1229: 0.0016595102167093012
Position 652: 0.0016161891758032715
Position 2861: 0.0014235344452801686
Position 3389: 0.0013182416143064427
Position 3288: 0.0012593016980418032
Position 433: 0.0011626791835005828
Position 240: 0.001146061314798748
Position 135: 0.0009643621966508079
Position 1561: 0.0009214448583902101
Position 635: 0.0007497123328898794
Position 1912: 0.0006876324178939629
Position 311: 0.00046566541614738265
Position 1119: 0.00045496776783236965
Position 1764: 0.00039740915212559716
Position 3669: 0.00035900742316863615
Position 522: 0.00031785203934999617
Position 1157: 0.000277735811782202
Position 106: 0.00025315249910697854
Position 919: 0.00023451873989501683
Position 588: 0.00021601384592518242
Position 1965: 0.00019687809584305162
Position 2845: 0.00018996548520454167
Position 113: 0.00017168958318029574
Position 1733: 0.00016773256905134316
Position 1152: 0.0001669833625559115
Position 314: 0.00016497162312354308
Position 2355: 0.00013663236454864976
Position 1745: 0.00010751681950999588
Position 2328: 9.862233899714593e-05
Position 3546: 9.46203673701235e-05
Position 417: 8.650359897228461e-05
Position 662: 8.649178511920391e-05
Position 1352: 8.313216244448377e-05
Position 642: 7.12420944907263e-05
Position 585: 6.755013139009034e-05
Position 1613: 6.599403441794878e-05
Position 3311: 6.320583493272093e-05
Position 3168: 6.104216880276105e-05
Position 1761: 5.187203921145325e-05
Position 411: 4.909935281044939e-05
Position 744: 4.903410048008771e-05
Position 1697: 4.8716343095723875e-05
Position 2543: 4.686132475302663e-05
Position 3416: 4.323780447364753e-05
Position 1421: 3.428117374556446e-05
Position 1223: 3.324549516047045e-05
Position 122: 2.8114890133517268e-05
Position 1531: 2.4767686955069687e-05
Position 2963: 2.2356365680465252e-05
Position 3779: 2.1941231098630316e-05
Position 892: 2.1300007932777044e-05
Position 1738: 1.9812972972497153e-05
Position 1800: 1.831686624913075e-05
Position 2384: 1.62407446296429e-05
Position 2043: 1.4151604741928176e-05
Position 1280: 1.2820737965229079e-05
Position 807: 1.2127305059811728e-05
Position 2046: 1.195833375183836e-05
Position 1851: 1.1539685659400826e-05
Position 2930: 1.1340584916219663e-05
Position 954: 1.1271356545773704e-05
Position 403: 1.0799035926254775e-05
Position 1364: 1.0117529777767318e-05
Position 1863: 1.0068520096050173e-05
Position 2981: 9.600680038287898e-06
Position 2504: 9.32980632069934e-06
Position 3740: 8.849100295761464e-06
Position 1340: 8.42398341819336e-06
Position 3646: 7.744392555638502e-06
Position 2346: 6.876357614800232e-06
Position 2738: 6.072919570551728e-06
Position 1830: 4.087903767426348e-06
Position 3404: 3.960850009026759e-06
Position 887: 3.7969150349537237e-06
Position 1265: 3.748118178536877e-06
Position 797: 3.2941259456926886e-06
Position 741: 3.238071364541417e-06
Position 1349: 3.1167494175114514e-06
Position 1247: 2.9568699820956107e-06
Position 930: 2.9419117188957273e-06
Position 1376: 2.7293329251380784e-06
Position 1782: 2.45846290172234e-06
Position 2918: 2.377183806493917e-06
Position 1922: 2.353654036045791e-06
Position 1069: 1.823383015747919e-06
Position 749: 1.689266463607356e-06
Position 1244: 1.5669116757653494e-06
Position 1391: 1.5542587243704982e-06
Position 119: 1.4425667522334233e-06
Position 1986: 1.3414392261945554e-06
Position 1545: 1.028323045557292e-06
Position 866: 8.493974649172744e-07
Position 1286: 7.623090870061769e-07
Position 2183: 6.824031190523615e-07
Position 1141: 6.547191289129543e-07
Position 1808: 6.143451709422849e-07
Position 933: 6.022731381101128e-07
Position 817: 5.344386128860376e-07
Position 973: 4.5990851936550797e-07
Position 999: 4.13972267381749e-07
Position 1433: 4.000191711381423e-07
Position 829: 3.7647481554829494e-07
Position 1065: 3.6165394487931795e-07
Position 1409: 2.838740369113402e-07
Position 832: 2.2478545902128145e-07
Position 842: 1.7848225968477781e-07
Position 1289: 1.468090535133541e-07
Position 1024: 8.613003803168279e-08
Position 879: 6.875830581443666e-08
Position 942: 5.212643764948875e-08
Position 1712: 4.764771449820551e-08
Position 996: 3.164113430837233e-08
Position 1002: 1.994818301238877e-08
Position 1533: 2.634901513359096e-09
Position 1487: 9.300962385171495e-10
Position 1474: 7.170786079584779e-10
Position 1776: 1.208301451957207e-10
Position 1015: 1.9084059583081414e-11
Position 1482: 1.0016849423557038e-11
Position 332: 2.3100382404900345e-12
