Gene = Gale
Position 124: 2.7347174935973997e-06
Position 2364: 2.5527065655737663e-06
Position 2165: 2.451207792591643e-06
Position 2259: 2.339244303188296e-06
Position 188: 2.2477935562378636e-06
Position 1248: 2.0215227726868493e-06
Position 86: 2.0029540971510856e-06
Position 2517: 1.9709009782890496e-06
Position 655: 1.8646265411533622e-06
Position 182: 1.6132537832697855e-06
Position 786: 1.5320212448924787e-06
Position 1590: 1.5021762021715602e-06
Position 776: 1.4459968700827844e-06
Position 101: 1.2990196807931117e-06
Position 216: 1.0521363956832812e-06
Position 1959: 9.163813781419734e-07
Position 1947: 7.700150414628355e-07
Position 175: 4.808673662449616e-07
Position 658: 4.260204315176866e-07
Position 2379: 4.167553524850944e-07
Position 2454: 3.086900563458997e-07
Position 277: 3.0086380294068873e-07
Position 2469: 1.9289572407472473e-07
Position 221: 1.0200564678927891e-07
Position 2547: 9.764966856511126e-08
Position 2271: 9.409019018609231e-08
Position 403: 8.488407280238404e-08
Position 285: 8.107056770572717e-08
Position 229: 5.996124385169147e-08
Position 501: 2.5212926253718725e-08
Position 273: 2.4016855203321325e-08
Position 804: 2.2397621962017397e-08
Position 836: 1.5600604369474446e-08
Position 801: 3.721171456715624e-09
Position 768: 2.861250635496409e-09
Position 843: 1.635465512442895e-09
Position 463: 1.6133129107719905e-09
Position 840: 1.0710459273301327e-09
Position 133: 7.69158215819208e-10
Position 207: 3.770074542089475e-10
Position 279: 1.0469046383450835e-10
Position 126: 3.9337299422998792e-22
Position 209: 2.989375072103789e-25
