Gene = Nuf2
Position 1067: 1.3879295755684816e-07
Position 829: 1.335894478067147e-07
Position 916: 1.1327059952078922e-07
Position 294: 1.0626895779587982e-07
Position 1253: 1.0553105747500707e-07
Position 602: 1.0430076110549445e-07
Position 1032: 1.0114944057491828e-07
Position 908: 9.980291158849597e-08
Position 1121: 7.496727577250029e-08
Position 1052: 7.047579936681416e-08
Position 722: 6.619777184566082e-08
Position 1307: 6.53406980773352e-08
Position 902: 6.197760378130518e-08
Position 272: 4.8898747327221886e-08
Position 795: 4.419650579523637e-08
Position 784: 4.405946968591453e-08
Position 599: 2.582066206996586e-08
Position 1064: 2.4651740269918283e-08
Position 400: 1.1701466993819823e-08
Position 797: 7.741954488076323e-09
Position 524: 5.6246861774129135e-09
Position 527: 2.4635120254722785e-09
Position 311: 5.860956415275077e-10
Position 384: 3.274283345005801e-10
Position 824: 1.36911563745167e-12
Position 377: 6.889251873113298e-18
