Gene = Samuel
Position 40033: 1.4611727265842378e-06
Position 883: 1.3597534814594536e-06
Position 39648: 8.383759904737753e-08
Position 364: 5.265889615012672e-08
Position 510: 4.0032223052650574e-08
Position 38581: 3.541751590389735e-08
Position 362: 3.1735937549219436e-08
Position 38851: 2.5958514146951857e-08
Position 38866: 2.4876226154493747e-08
Position 592: 9.342713498085195e-09
Position 38927: 9.228445130062153e-09
Position 38385: 1.2786259818355128e-09
Position 38630: 6.053952693558288e-11
Position 38227: 5.5214626986462736e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 35862: 0.9930735345875954
Position 52345: 0.9856943460637418
Position 11518: 0.9771942219545917
Position 36574: 0.9693848839783114
Position 30728: 0.9580170943334391
Position 37310: 0.9469232437998287
Position 2138: 0.7562165852873206
Position 2647: 0.467923940315177
Position 1843: 0.4283845527224772
Position 1562: 0.3684877767988
Position 154: 0.3603225360541568
Position 1927: 0.23074023349271847
Position 1170: 0.21499595413218264
Position 38047: 0.21186891951240125
Position 49564: 0.1972645059954282
Position 38058: 0.1426605289818679
Position 940: 0.09070601087686454
Position 3003: 0.08154196427365347
Position 396: 0.07773238833976857
Position 16808: 0.06503285645970995
Position 3808: 0.04476691611634432
Position 37161: 0.03915117970368419
Position 2651: 0.03677081352796687
Position 520: 0.032907418754185035
Position 37147: 0.029715284824245666
Position 990: 0.029012336678120212
Position 2392: 0.02428146600369594
Position 1523: 0.023530625499030032
Position 504: 0.022279358227721716
Position 11521: 0.021742995595966427
Position 540: 0.01826618073126046
Position 36376: 0.015668063889409386
Position 1991: 0.014400064244309212
Position 1023: 0.01354903013476663
Position 2375: 0.013172254192838047
Position 2354: 0.010433241582322318
Position 4170: 0.009175809906918743
Position 2435: 0.007908422850299803
Position 37182: 0.007113538603073191
Position 36138: 0.006959806168938461
Position 36613: 0.006907725246983062
Position 1456: 0.006873314430360087
Position 38067: 0.005661849714208032
Position 3321: 0.004981739168092816
Position 1012: 0.004927300712623187
Position 2022: 0.003998559538175514
Position 36630: 0.003917036540443154
Position 2166: 0.003780755365935121
Position 4564: 0.0036608270738967305
Position 15917: 0.0034544234241883605
Position 36923: 0.0033009215678592193
Position 37340: 0.0032100522431356467
Position 362: 0.0031732432671850628
Position 181: 0.0029318434448953466
Position 1002: 0.0029296329829856913
Position 3576: 0.002923413968616578
Position 1753: 0.0027410297460042548
Position 372: 0.002664232732842168
Position 49914: 0.002650828550971943
Position 844: 0.0026011559940975633
Position 350: 0.0024529018681497114
Position 2975: 0.002422108968771107
Position 592: 0.0022961980290007286
Position 37023: 0.0021257970378932628
Position 36440: 0.0020835261700504343
Position 36548: 0.001994180936716126
Position 973: 0.0018726538576021921
Position 11945: 0.0016831958253081046
Position 905: 0.0014334457121196415
Position 16159: 0.001009239533797187
Position 1570: 0.0009516519504753868
Position 574: 0.0008111505776483821
Position 4658: 0.0007585677564342015
Position 1046: 0.0007161144105209167
Position 287: 0.0007103267859251714
Position 1063: 0.0006791107197023568
Position 35356: 0.0006303318084368709
Position 643: 0.0006118289087974284
Position 48648: 0.0005845163338788831
Position 860: 0.0005095232993440767
Position 11843: 0.0005077363361178412
Position 1374: 0.00035319343025380125
Position 37493: 0.00033958882947184715
Position 3194: 0.0002911438104393491
Position 36509: 0.00026985399967824553
Position 297: 0.0002678453331180508
Position 800: 0.00019913602580112316
Position 44161: 0.00019556485491890876
Position 11756: 0.00017253164444389725
Position 1100: 0.00017005808877017709
Position 377: 0.00012241877919104958
Position 37502: 0.00011230455465039162
Position 46523: 0.00010943056181285634
Position 811: 7.686596583943317e-05
Position 45815: 7.16111241944292e-05
Position 752: 6.655236179147447e-05
Position 1034: 5.08006947594189e-05
Position 270: 4.337993982724432e-05
Position 37236: 3.3484720394630505e-05
Position 46539: 3.1035840783949906e-05
Position 1051: 2.834498905914459e-05
Position 37354: 2.822157107680008e-05
Position 45076: 1.9650841259988547e-05
Position 37326: 1.820868339200299e-05
Position 2867: 1.6668698270124543e-05
Position 43436: 1.482839401172519e-05
Position 37361: 1.4717700323126511e-05
Position 2893: 1.3579186700873759e-05
Position 44183: 9.973998928818794e-06
Position 4064: 9.528160565420315e-06
Position 44132: 8.99704957585679e-06
Position 2836: 8.256293338356659e-06
Position 4143: 5.118917248324403e-06
Position 39982: 4.429293463270575e-06
Position 400: 3.475675937719408e-06
Position 39413: 2.4418377975886005e-06
Position 37187: 2.3552312782871167e-06
Position 45060: 2.1017816132603704e-06
Position 38318: 1.3117135410883652e-06
Position 38341: 9.094958768566902e-07
Position 41399: 8.766872742783696e-07
Position 403: 7.231402594073824e-07
Position 302: 6.671048024983897e-07
Position 220: 6.173800601283371e-07
Position 157: 4.350108835096509e-07
Position 42321: 4.170278949620294e-07
Position 38272: 3.121343272661154e-07
Position 39823: 3.119323161210454e-07
Position 38508: 2.6427408896801453e-07
Position 406: 1.7835388812170747e-07
Position 41075: 1.327618520438024e-07
Position 41832: 9.919636748018989e-08
Position 40304: 9.374773655427153e-08
Position 72: 8.525947515729611e-08
Position 38240: 6.363530671286331e-08
Position 89: 5.2593508558464336e-08
Position 83: 5.160598354663379e-08
Position 308: 4.942085229869636e-08
Position 40250: 3.658277782859558e-08
Position 39485: 3.2629123673731915e-08
Position 41357: 3.2012037103587475e-08
Position 38193: 2.9345321285391746e-08
Position 42178: 2.8921954905438636e-08
Position 42048: 2.372859987050268e-08
Position 40348: 2.2350767802061653e-08
Position 409: 2.0760622207367243e-08
Position 233: 1.400727662016763e-08
Position 206: 1.276547562003374e-08
Position 213: 1.1500218581559887e-08
Position 415: 9.844856186900212e-09
Position 38580: 9.36515075725491e-09
Position 40223: 9.06027771806843e-09
Position 41110: 8.768130408349152e-09
Position 430: 7.390471744057421e-09
Position 40775: 4.663470796933607e-09
Position 38516: 4.320966239712651e-09
Position 38565: 3.913271405100478e-09
Position 418: 2.4552252220681838e-09
Position 40187: 2.2646376442690845e-09
Position 38293: 1.89798928255519e-09
Position 427: 1.7591195219529002e-09
Position 617: 1.2807675308364484e-09
Position 38205: 9.497308924536758e-10
Position 38071: 8.213799583038751e-10
Position 38128: 2.3086787330239258e-10
Position 320: 1.1084561791286305e-10
Position 38003: 3.756064074841204e-11
Position 159: 1.1432795127091946e-11
Position 433: 1.0167085539018252e-11
