Gene = Cpr76Bc
Position 2029: 0.00011932508864424667
Position 2590: 0.00011465568709460436
Position 424: 0.00010242798007157853
Position 1108: 0.00010079973488315297
Position 6142: 0.00010076743065690507
Position 1949: 9.584648459136502e-05
Position 1961: 9.072196069271862e-05
Position 2112: 8.134757406560773e-05
Position 248: 7.816369011749603e-05
Position 2830: 7.047637112533753e-05
Position 832: 6.354695706639993e-05
Position 1453: 5.680755556278955e-05
Position 1981: 5.434493250794989e-05
Position 9: 4.881079997537896e-05
Position 620: 4.6501926281102114e-05
Position 2006: 4.333702417257465e-05
Position 1985: 4.1401841815733677e-05
Position 1470: 3.9681984179641424e-05
Position 1687: 3.536594306831281e-05
Position 991: 3.165515475524559e-05
Position 396: 2.795487751677773e-05
Position 1144: 2.6499290837639496e-05
Position 837: 2.461199663870366e-05
Position 1147: 2.2711482329850606e-05
Position 1884: 2.0159420372380932e-05
Position 1429: 1.0566242539920829e-05
Position 1191: 3.815148881433732e-06
Position 4015: 2.225467836100358e-06
Position 5143: 1.5833393186234879e-06
Position 1163: 1.4881196540399451e-06
Position 260: 1.0529539134090078e-06
Position 381: 8.335700495837605e-07
Position 1058: 6.445043058072784e-07
Position 451: 6.304145925841468e-07
Position 803: 3.781238639549297e-07
Position 1154: 2.579085523456775e-07
Position 772: 2.4814534538794433e-07
Position 793: 1.344564067776134e-07
Position 112: 9.471710606504668e-08
Position 499: 6.905901521119857e-08
Position 315: 7.893227203068763e-10
Position 197: 1.303087526870963e-10
Position 1597: 5.098732641834859e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5077: 0.8267940754428618
Position 2291: 0.710836056846442
Position 4049: 0.6194697894404948
Position 1298: 0.13980923976217444
Position 4722: 0.1231428519214257
Position 2618: 0.11844925061467697
Position 5294: 0.0360839828249547
Position 3050: 0.029665407619619125
Position 1499: 0.02710309860443422
Position 2733: 0.02090316429748642
Position 2775: 0.020092317127038628
Position 5338: 0.01691907033946481
Position 2486: 0.012961189447073394
Position 1449: 0.012345833247865942
Position 6034: 0.010413154986772226
Position 4766: 0.009201210116257262
Position 3700: 0.008709905235955707
Position 4748: 0.007873031429390621
Position 6290: 0.007088664050823497
Position 2834: 0.0057468508797929325
Position 772: 0.005053083409592865
Position 4065: 0.0037299524046752824
Position 3917: 0.0035977058920245264
Position 2901: 0.003282410767555554
Position 935: 0.0026475947173127995
Position 2811: 0.002166398146415001
Position 729: 0.002130073759980177
Position 2181: 0.002105323905727646
Position 5358: 0.0020129296376331387
Position 3291: 0.001993741404043937
Position 998: 0.0017814638279819088
Position 3681: 0.0017014602917999823
Position 1051: 0.001700234003540318
Position 2529: 0.0016347028663810088
Position 1410: 0.0016288021102225708
Position 5848: 0.0015500360534522867
Position 1884: 0.001489267970130259
Position 3137: 0.0014301308144950909
Position 5443: 0.001321832736167048
Position 6275: 0.0010913180312282077
Position 5561: 0.0010564501572171286
Position 1898: 0.0009661518385456191
Position 2240: 0.0009084043567461963
Position 5615: 0.0008416638811645405
Position 2120: 0.0008351704985093406
Position 2634: 0.0007377348892619116
Position 1665: 0.0007264050345964718
Position 3081: 0.0007058432746909007
Position 2940: 0.0006787244380931198
Position 4792: 0.0006742073493609687
Position 697: 0.0006413585265607343
Position 4014: 0.0005216665583601501
Position 5344: 0.0004184820678010661
Position 3839: 0.0003695162727305245
Position 1144: 0.0003484125344128097
Position 3120: 0.00030532317549685195
Position 718: 0.0001830051704512924
Position 4584: 0.00016002461586486137
Position 1573: 0.0001390305283716937
Position 1531: 0.00011808405607390719
Position 1302: 0.00011071525220553482
Position 1348: 8.762692992376262e-05
Position 832: 8.343896177804826e-05
Position 499: 5.223615186046191e-05
Position 1154: 4.957024885972772e-05
Position 103: 4.748449578798005e-05
Position 1274: 4.502712097462144e-05
Position 966: 4.436626230363364e-05
Position 491: 3.468794505328514e-05
Position 3027: 2.877686780653867e-05
Position 971: 1.8988213474102133e-05
Position 870: 1.8496354094199468e-05
Position 406: 1.654937002879676e-05
Position 740: 1.6034181099994084e-05
Position 429: 1.244699441869641e-05
Position 661: 7.734864923264475e-06
Position 1265: 7.078358516259395e-06
Position 329: 7.024131155832378e-06
Position 1198: 5.61934701656195e-06
Position 1634: 5.310739999667447e-06
Position 939: 5.208439128300128e-06
Position 788: 5.192421147525496e-06
Position 1609: 5.043426767495213e-06
Position 860: 4.47351502251043e-06
Position 583: 2.7754572679004363e-06
Position 577: 2.333809004233419e-06
Position 1619: 1.7754449217053688e-06
Position 1773: 1.6105080384261592e-06
Position 1108: 1.5134727661815923e-06
Position 1256: 4.6498396661604056e-07
Position 1727: 1.8143712703795054e-07
Position 230: 6.159287018127231e-08
Position 381: 2.6302539010476434e-08
Position 339: 1.73518945878848e-08
Position 53: 6.596149196394235e-09
Position 214: 4.692863839288187e-09
Position 349: 4.435484634640561e-09
