Gene = lama
Position 10866: 1.825585203563228e-07
Position 1387: 1.6799716531885103e-07
Position 4626: 8.616803175658019e-08
Position 10762: 2.5811374305251625e-08
Position 10472: 2.2986859241520692e-08
Position 34: 1.5539804270263325e-08
Position 10719: 7.872196001159544e-09
Position 1633: 6.933806071336774e-09
Position 671: 2.8923216442834895e-09
Position 641: 2.8525495870724445e-09
Position 812: 2.5289374320789506e-09
Position 10733: 1.759508890022466e-09
Position 10197: 1.1678354175079172e-09
Position 11068: 9.934389369581166e-10
Position 29: 6.721515512549849e-10
Position 503: 2.747370192464079e-10
Position 10696: 1.89139312003858e-10
Position 493: 9.136355131051511e-11
Position 820: 8.830456856316901e-11
Position 485: 2.6350114075148738e-11
Position 1385: 1.3543108745958637e-12
Position 488: 8.208606878127312e-13
Position 647: 2.856675747248536e-13
Position 649: 2.2815236203535415e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 10327: 0.9986044581715952
Position 10150: 0.9948589767135149
Position 9422: 0.866815762405644
Position 2135: 0.3826593319805856
Position 7870: 0.35764308980854254
Position 8239: 0.19922787762705066
Position 9128: 0.09989742754537861
Position 7890: 0.09097709114341204
Position 4275: 0.08199154022650323
Position 9556: 0.07579170387410705
Position 8430: 0.07452460839961626
Position 2159: 0.05774165686969232
Position 11962: 0.0557931681429619
Position 10956: 0.05251546080412612
Position 2010: 0.03974246345080854
Position 8404: 0.03939098661633596
Position 8901: 0.03813127106992706
Position 8514: 0.03497724097765963
Position 498: 0.028022877854410596
Position 1180: 0.027836117577656277
Position 8101: 0.02627037456159482
Position 3834: 0.02573870275593477
Position 9804: 0.02425813841491861
Position 12107: 0.022900774479437943
Position 8067: 0.019892765376708088
Position 9282: 0.019536615131719923
Position 8859: 0.01934088647531517
Position 9653: 0.01691649066387119
Position 7449: 0.015699268428857903
Position 9807: 0.015006171718426387
Position 2327: 0.013797843101904763
Position 8802: 0.013793955626286308
Position 8747: 0.012756101172151944
Position 8556: 0.012308655715257244
Position 4568: 0.011611358842250242
Position 7336: 0.01122254364187786
Position 7925: 0.01094081749741879
Position 438: 0.009950590656077197
Position 1108: 0.009673542640970185
Position 12083: 0.009115804671754912
Position 12167: 0.008881141442512239
Position 7832: 0.008329208226540263
Position 7618: 0.0075992912369879685
Position 493: 0.0072811824918032975
Position 10931: 0.007078936622637774
Position 12256: 0.006488875885717108
Position 188: 0.0061758115191958484
Position 11639: 0.006118895800476089
Position 531: 0.006049571500975468
Position 8629: 0.00600689123877496
Position 2345: 0.005469973683166012
Position 9296: 0.005052370680355858
Position 254: 0.004949047117313332
Position 11288: 0.00484270670411499
Position 8668: 0.0044242219763549915
Position 9527: 0.004035247282498654
Position 2383: 0.003686391436644721
Position 7506: 0.003638542948953383
Position 1152: 0.0032232902970578806
Position 11181: 0.003105471942624677
Position 426: 0.0030542734836927483
Position 1972: 0.0028635497530846493
Position 4243: 0.0025581568309250152
Position 11211: 0.002533807946936512
Position 1977: 0.00251848269268744
Position 10808: 0.00244526213441711
Position 12192: 0.002306279700910917
Position 1193: 0.0020942567962109974
Position 858: 0.0018992009277811828
Position 11613: 0.0017599313885932296
Position 289: 0.0016771239166912752
Position 7176: 0.0015176511949459843
Position 12235: 0.0015014397870256049
Position 928: 0.001440952955704585
Position 11063: 0.0014261204742058722
Position 991: 0.0014111607621818698
Position 1360: 0.0013555744943833474
Position 1454: 0.0013055428831055093
Position 4578: 0.001140971497099515
Position 1895: 0.00110965553177618
Position 10805: 0.0011028198630385938
Position 1228: 0.0010746826757776235
Position 164: 0.0008580017997237206
Position 7119: 0.0008151668445027117
Position 2380: 0.000776626810531219
Position 351: 0.0007733385184295416
Position 3118: 0.0007675107535862374
Position 1755: 0.000764691603265694
Position 10484: 0.0007350024213123685
Position 10202: 0.0006752463443370482
Position 2080: 0.0006682114144583605
Position 12033: 0.0006459023386759929
Position 567: 0.0005898203491355477
Position 11095: 0.0005754788738007714
Position 1490: 0.0005752670184980352
Position 893: 0.0005697479668094948
Position 3113: 0.0004765153036977285
Position 11413: 0.0004609933615713697
Position 1545: 0.0004392633310536933
Position 2918: 0.0004279529569208643
Position 10798: 0.00041817730121061894
Position 667: 0.0003989621513163504
Position 2031: 0.0003865943572345091
Position 11144: 0.00034810262469321896
Position 11644: 0.00032223436346228156
Position 1196: 0.0002999069767970863
Position 2179: 0.0002558959799406611
Position 11246: 0.00025007059072185237
Position 3278: 0.0002451790897909027
Position 10167: 0.00021440260376205512
Position 11324: 0.0001958637124917665
Position 784: 0.00019453363351038707
Position 2448: 0.00018992700828326248
Position 10387: 0.0001854779055249994
Position 12278: 0.00016999020431635457
Position 974: 0.00016017231292296373
Position 855: 0.00015148396188353162
Position 1909: 0.00015050762284340953
Position 2288: 0.00013177810343082403
Position 10988: 0.00012259481560429893
Position 11072: 0.00012116468774331557
Position 11117: 0.00010231312528903157
Position 11587: 9.137469751207864e-05
Position 10696: 8.963306810218818e-05
Position 3066: 8.207324968391537e-05
Position 5213: 7.936274620579772e-05
Position 12115: 7.859116723078668e-05
Position 296: 7.459320260206191e-05
Position 366: 7.401929202900773e-05
Position 1398: 7.397142122333468e-05
Position 3097: 6.336073895189352e-05
Position 10959: 6.037004815185741e-05
Position 389: 5.7786093739410005e-05
Position 11398: 5.778039189045893e-05
Position 2470: 5.465582769525604e-05
Position 416: 5.407173030790781e-05
Position 11312: 5.3556952269271846e-05
Position 4881: 5.2540831057807934e-05
Position 12046: 4.8200089968917135e-05
Position 1211: 4.453926848387099e-05
Position 900: 4.2839944694402974e-05
Position 172: 4.2661613111270396e-05
Position 340: 4.208379733418879e-05
Position 5185: 4.1068570188185445e-05
Position 741: 2.9313725405848927e-05
Position 10172: 2.863299544735278e-05
Position 201: 2.797883865477396e-05
Position 1549: 2.5775827820636594e-05
Position 11230: 2.57538455506309e-05
Position 1363: 2.184386950937706e-05
Position 2821: 1.8966653864177122e-05
Position 11208: 1.8333366824433512e-05
Position 1313: 1.646247423906719e-05
Position 11810: 1.1921477276633918e-05
Position 324: 1.1319736166290861e-05
Position 660: 9.600849597381872e-06
Position 1775: 9.456398989624408e-06
Position 174: 9.341547022992652e-06
Position 9553: 7.77117602140766e-06
Position 3388: 7.470734172230863e-06
Position 1378: 6.971385168813211e-06
Position 303: 6.707248843643507e-06
Position 370: 6.232134024071639e-06
Position 10598: 6.112442647631423e-06
Position 2853: 5.232791788852752e-06
Position 229: 5.025341013316125e-06
Position 581: 4.843958635542006e-06
Position 3010: 4.3041003597249324e-06
Position 599: 4.280329113459974e-06
Position 1073: 4.028995915340385e-06
Position 2793: 3.428067099614541e-06
Position 1701: 2.4417008830950568e-06
Position 1648: 2.271538565260297e-06
Position 10463: 2.2589207478435644e-06
Position 11547: 1.674736892362363e-06
Position 1651: 1.2043396493152678e-06
Position 10421: 1.202728689260663e-06
Position 1385: 8.316125783089932e-07
Position 10427: 7.735159608109499e-07
Position 10360: 7.013314180140202e-07
Position 2723: 6.994393589189124e-07
Position 2577: 6.458129013535391e-07
Position 3154: 4.998752053983208e-07
Position 8482: 4.973709673430927e-07
Position 1710: 4.768905812520722e-07
Position 10634: 2.5160445685226403e-07
Position 11015: 2.2629351662119813e-07
Position 10349: 2.2391232136997605e-07
Position 10367: 1.9772608141941846e-07
Position 10715: 1.513308734557143e-07
Position 10607: 9.198939513444523e-08
Position 10724: 8.521408442476907e-08
Position 10619: 8.38033820987168e-08
Position 10768: 8.151208093019206e-08
Position 10727: 6.672996963954977e-08
Position 10639: 6.062589649524151e-08
Position 10490: 5.96166857215887e-08
Position 11426: 4.3464282659003004e-08
Position 10544: 3.056020008492355e-08
Position 223: 2.9757467103049346e-08
Position 235: 2.7547592504598092e-08
Position 373: 2.731770942754755e-08
Position 2248: 1.9101179761775687e-08
Position 195: 1.7931359448392014e-08
Position 10655: 1.2217053403212023e-08
Position 4209: 9.163049166424036e-09
Position 10511: 7.470277700964272e-09
Position 10679: 1.58669217575848e-09
Position 53: 1.15165372443066e-09
Position 2597: 4.704098150857084e-10
Position 208: 3.862124328559928e-10
Position 10673: 3.711122993667823e-10
Position 10515: 2.913570263881948e-10
Position 77: 1.4736906105898154e-10
Position 10436: 1.3549325727177208e-10
Position 109: 9.066325563162029e-11
Position 57: 5.147952393713487e-11
Position 105: 4.499423648839092e-11
Position 87: 2.8816716960921402e-11
Position 94: 1.946507968218726e-12
Position 225: 1.7913062970744975e-13
Position 263: 1.684022631727006e-13
