Gene = SCOT
Position 2221: 9.408489609623166e-06
Position 3326: 8.706581184268615e-06
Position 2494: 7.568067719550503e-06
Position 1466: 7.199569497904254e-06
Position 2740: 6.858638920432348e-06
Position 1611: 5.768431260211857e-06
Position 1652: 5.698331656760743e-06
Position 560: 4.396828613075841e-06
Position 696: 4.168809795840101e-06
Position 3475: 3.3984797900953974e-06
Position 3512: 2.020858425762388e-06
Position 2230: 1.8698445405476537e-06
Position 3495: 1.7981432656499425e-06
Position 526: 1.3856764268110658e-06
Position 207: 1.2545325124904378e-06
Position 2642: 1.1820576285275252e-06
Position 3552: 9.113081287884643e-07
Position 406: 7.680732013152248e-07
Position 899: 7.283329828449311e-07
Position 283: 6.167003860602574e-07
Position 3389: 5.822748049556032e-07
Position 2227: 4.138733963965593e-07
Position 523: 3.7505287237408856e-07
Position 3191: 2.801455190953881e-07
Position 173: 1.8527904714623014e-07
Position 210: 1.552733696731947e-07
Position 85: 1.2076292586425236e-07
Position 3299: 1.2064968178432384e-07
Position 247: 1.1271121083390451e-07
Position 872: 9.177351949828925e-08
Position 3488: 8.366494195995177e-08
Position 876: 8.070481184805527e-08
Position 170: 7.202390781106293e-08
Position 1435: 5.965994863987562e-08
Position 1050: 5.503558109864626e-08
Position 3559: 5.133074274570763e-08
Position 3437: 1.6463645771487538e-08
Position 369: 1.1582155095428622e-08
Position 3584: 7.3399046054585525e-09
Position 99: 7.078954856068792e-09
Position 361: 4.433165074069502e-09
Position 163: 3.961706976450537e-09
Position 861: 3.1674682005225042e-09
Position 152: 2.644923202679722e-09
Position 821: 2.1608315243646735e-09
Position 242: 1.9140154007485308e-09
Position 373: 1.363640545442975e-10
Position 140: 1.2851191018853055e-10
Position 467: 7.033626967525714e-12
Position 379: 5.49000431232551e-12
Position 495: 8.903305938687006e-13
Position 154: 3.505318646545302e-13
Position 175: 1.907285580488499e-14
