Gene = Idh
Position 2808: 0.0006057862472028449
Position 1431: 0.0005335477758961704
Position 2081: 0.0005274182158313073
Position 4266: 0.0005261347579518989
Position 1560: 0.00041966580459265455
Position 741: 0.0003937277352880452
Position 1732: 0.0003888268717881985
Position 1539: 0.0003879989609471853
Position 779: 0.00037014867602785305
Position 577: 0.00034382033320146116
Position 903: 0.0003414808483537933
Position 811: 0.0003219695599899987
Position 1042: 0.0003098259730698326
Position 298: 0.0003097166813428554
Position 3243: 0.0002979118157421077
Position 2785: 0.0002958191165791412
Position 3375: 0.00027627387050900283
Position 263: 0.0002666413226461065
Position 2602: 0.00025281105063170003
Position 1365: 0.00023173183938876267
Position 3345: 0.00022584813625071802
Position 3843: 0.00022142582703206046
Position 1495: 0.00021560803835631105
Position 1292: 0.000203899344370179
Position 679: 0.00019994429321064123
Position 3186: 0.0001810119928139554
Position 2529: 0.0001689589102270754
Position 1907: 0.00016185388433068404
Position 3645: 0.00014761025978833514
Position 3165: 0.00012948804164253277
Position 3804: 0.0001252429680478877
Position 3012: 0.00012053026501437355
Position 3666: 0.00010503978058330394
Position 1073: 0.00010419420314729239
Position 134: 9.667761880446006e-05
Position 986: 9.086486315311078e-05
Position 3009: 8.916528168634892e-05
Position 2978: 8.824805326629655e-05
Position 4372: 8.560138336358153e-05
Position 1525: 6.687198653427943e-05
Position 814: 6.005685604412357e-05
Position 2871: 5.973359753588059e-05
Position 2949: 5.774716622006131e-05
Position 1053: 5.7266972139292816e-05
Position 1079: 5.4775749278133506e-05
Position 1462: 4.774186511091739e-05
Position 1339: 4.683548464398328e-05
Position 1312: 4.6692906979113815e-05
Position 1410: 4.6204818844455444e-05
Position 459: 4.081128753310495e-05
Position 2007: 3.7581649270967365e-05
Position 2024: 3.5751235605623495e-05
Position 1746: 3.4444003408649594e-05
Position 683: 3.358832891310858e-05
Position 1205: 2.9307457258908904e-05
Position 1697: 2.61403674877485e-05
Position 1335: 2.5146110120653257e-05
Position 1170: 2.3234507314058094e-05
Position 1575: 2.2502007855443335e-05
Position 878: 2.2397635073234953e-05
Position 873: 2.180169551194411e-05
Position 1923: 1.8768555024850566e-05
Position 1318: 1.808150296673177e-05
Position 1508: 1.2596845379575597e-05
Position 995: 1.2472450514870472e-05
Position 1687: 1.118277086009963e-05
Position 1247: 8.580636358550907e-06
Position 317: 8.481300096866748e-06
Position 1454: 8.361012279743335e-06
Position 1068: 5.7155069870496215e-06
Position 1597: 2.935185618395285e-06
Position 759: 6.393922942996089e-07
Position 1444: 3.2283366668908883e-07
Position 479: 2.546974872886544e-07
Position 118: 1.9345719397164925e-07
Position 238: 1.3674848970884389e-08
Position 488: 1.0169407200580577e-08
Position 590: 9.691240196941827e-09
Position 668: 5.829042989033101e-09
Position 463: 1.7393227584232776e-09
Position 495: 1.5759118261988276e-09
Position 486: 4.63831614022681e-10
Position 503: 9.842789227545432e-11
Position 461: 7.537950804543345e-11
Position 67: 3.269743858662987e-11
Position 123: 4.490017254298808e-12
Position 529: 1.0100845057939212e-12
Position 527: 2.4735913988291855e-13
