Gene = Aef1
Position 522: 0.07927622572922786
Position 1770: 0.07418089169936654
Position 1555: 0.06557009041425889
Position 1078: 0.030183847448284014
Position 996: 0.026091833289441646
Position 3739: 0.025386442528182132
Position 105: 0.02428031090599635
Position 365: 0.023836633326648256
Position 455: 0.020649718891335135
Position 3457: 0.01836620934865653
Position 4567: 0.018276769472778783
Position 3480: 0.01540945202893011
Position 3612: 0.013921318800981845
Position 3848: 0.013894793068781022
Position 4796: 0.013659473616503787
Position 1785: 0.013389646453331199
Position 1375: 0.013165767453711721
Position 1031: 0.013080607743747004
Position 3761: 0.009210084583583281
Position 4471: 0.008627042915968178
Position 4207: 0.008521991241425485
Position 1210: 0.008187575064408212
Position 3415: 0.0073138531368014455
Position 327: 0.006290912478143191
Position 1152: 0.006285908482297567
Position 1128: 0.006155181485109551
Position 1814: 0.006151092734497476
Position 4799: 0.00571871986725451
Position 111: 0.005370002231503026
Position 3893: 0.005233622649430827
Position 3902: 0.004327131686291034
Position 1013: 0.003772988762863711
Position 3629: 0.0037644168178610476
Position 4069: 0.0037507571699796367
Position 1274: 0.003668676335102767
Position 2409: 0.003154518939297128
Position 477: 0.003039313155029076
Position 374: 0.0030372302774450276
Position 442: 0.003004138493957527
Position 625: 0.0027147892045808744
Position 3784: 0.0026980716434648025
Position 611: 0.0023995074213430958
Position 1900: 0.002315242804975242
Position 2382: 0.0022748497063155193
Position 1266: 0.0019967379405630738
Position 3498: 0.001980248050348747
Position 4931: 0.0018874629711288589
Position 3880: 0.0018591869684257876
Position 3568: 0.0018453641032550561
Position 590: 0.0017393368594576617
Position 2493: 0.0017058730617026808
Position 1560: 0.0015715944147727263
Position 146: 0.0014795036996965054
Position 683: 0.0013769109770538541
Position 2252: 0.0013533587797086807
Position 3495: 0.0013231961265379331
Position 764: 0.0012479733436458116
Position 2538: 0.0012462023675159672
Position 4012: 0.00119064397163861
Position 4740: 0.000980331160140371
Position 694: 0.0009760676460035912
Position 4844: 0.0009679691101470516
Position 2131: 0.0008894802741087975
Position 4991: 0.0008866526938691667
Position 2454: 0.0008303645580695976
Position 1932: 0.0008077406057807268
Position 1751: 0.0006697451381083438
Position 3833: 0.0006618712821434269
Position 3468: 0.0006512272428469346
Position 4042: 0.00059123849736869
Position 702: 0.000582115427608974
Position 1101: 0.0005654527017703949
Position 2658: 0.0005359079632462996
Position 1873: 0.0005297030823463652
Position 3648: 0.00047122599802955947
Position 1225: 0.0004708139794235814
Position 2234: 0.00044916356838927926
Position 1501: 0.00042859742635937144
Position 117: 0.0004225397065669065
Position 4609: 0.00041350090825382027
Position 3184: 0.0003860186206126531
Position 5094: 0.00031015204839666933
Position 1675: 0.00030467318894539475
Position 1394: 0.0002900084604568914
Position 1505: 0.0002757010192575413
Position 506: 0.0002690532552656751
Position 919: 0.0002567379045906885
Position 3931: 0.00023362029713178232
Position 4186: 0.00022350605641888573
Position 1386: 0.0002165559593976278
Position 2093: 0.00020444427527289963
Position 1335: 0.00018619963584471345
Position 811: 0.00018159447108475485
Position 1789: 0.00015838828440608115
Position 403: 0.00015671784216837457
Position 3591: 0.00015482892972962735
Position 2760: 0.00014626326030289831
Position 1683: 0.00013925767863031497
Position 1717: 0.00012334630347180962
Position 3680: 0.00012135960080556491
Position 901: 0.0001082016278463919
Position 1312: 0.00010650815526825244
Position 1663: 0.00010528761443942504
Position 1612: 9.29049327784965e-05
Position 1700: 9.148388297944277e-05
Position 1229: 8.289135125746287e-05
Position 2853: 8.09509148897066e-05
Position 3792: 8.010590059744484e-05
Position 1971: 7.781274371513557e-05
Position 5087: 7.269142282292618e-05
Position 177: 6.879467776658054e-05
Position 425: 5.752231823753317e-05
Position 1794: 5.284879638235892e-05
Position 2685: 5.066723211231299e-05
Position 2682: 3.6053477518794846e-05
Position 1624: 2.850778901251097e-05
Position 1315: 2.5701984826803058e-05
Position 531: 2.3227696097269547e-05
Position 1321: 1.9120073790357234e-05
Position 709: 1.646994633682884e-05
Position 248: 1.187224659746005e-05
Position 662: 1.1537731763325109e-05
Position 283: 7.956552645997454e-06
Position 528: 6.453661362955352e-06
Position 279: 5.965199304342968e-06
Position 838: 4.585277420686038e-06
Position 3156: 3.992539951465814e-06
Position 879: 2.9698791872760062e-06
Position 916: 2.895126810213697e-06
Position 2826: 2.789224234846398e-06
Position 3028: 2.710456342553988e-06
Position 259: 2.570812119950468e-06
Position 1339: 2.0202884917200757e-06
Position 736: 1.7355505104724142e-06
Position 2770: 1.7004150845017806e-06
Position 566: 1.5235427549525836e-06
Position 630: 1.3110069444036417e-06
Position 2688: 6.965561214602728e-07
Position 264: 4.978329857879581e-07
Position 3117: 3.3077794968810063e-07
Position 307: 1.788241794227287e-07
Position 130: 1.6161517337495094e-07
Position 408: 1.1364889703276858e-07
Position 444: 1.1147567654436612e-07
Position 768: 6.008389818315367e-08
Position 2859: 5.7701658558608064e-08
Position 552: 4.827913052934356e-09
Position 315: 4.058734645304465e-09
Position 56: 3.6934745979342904e-09
Position 541: 1.5314842431094948e-09
Position 206: 8.194120670962577e-10
Position 151: 5.844958318107218e-10
Position 554: 4.749539430631841e-10
Position 153: 4.013155959794852e-13
Position 309: 4.2640778115885693e-14
