Gene = snRNP-U1-70K
Position 1215: 3.133018561518371e-05
Position 1023: 2.7364056282087803e-05
Position 1667: 2.4959454635187884e-05
Position 637: 2.1578286574405196e-05
Position 1623: 1.78108575775514e-05
Position 1518: 1.4712162339080933e-05
Position 72: 1.2634191040859372e-05
Position 1992: 1.1865909530727242e-05
Position 2201: 1.0986142890438224e-05
Position 2252: 9.495144223009677e-06
Position 855: 8.567552365276105e-06
Position 1900: 5.478498540569354e-06
Position 2554: 4.8032197825629e-06
Position 178: 3.2113478377369105e-06
Position 1675: 2.989943970365325e-06
Position 619: 2.0197304570251477e-06
Position 1071: 1.2782070826695482e-06
Position 2611: 1.0334742318343683e-06
Position 1258: 9.644594054174554e-07
Position 2525: 7.637405847656818e-07
Position 142: 5.045886591022617e-07
Position 459: 4.5777931405974294e-07
Position 643: 4.0249302496702174e-07
Position 16: 3.219878373586807e-07
Position 347: 2.827615164058144e-07
Position 216: 2.175535703044571e-07
Position 1287: 1.8718631094686627e-07
Position 1038: 1.6746882478687346e-07
Position 1177: 9.843412855808958e-08
Position 821: 4.379937328319149e-08
Position 861: 3.845284405805078e-08
Position 1346: 3.7902074949385604e-08
Position 1382: 3.6773083587701685e-08
Position 1044: 3.469920893193986e-08
Position 392: 2.884512752153684e-08
Position 574: 2.399720107734923e-08
Position 586: 2.3528222802382597e-08
Position 310: 8.040125775740113e-09
Position 334: 4.32804924630249e-09
Position 668: 6.756979651754478e-10
Position 803: 1.4398945381864039e-10
Position 797: 1.004805004929479e-10
Position 972: 9.72255435581494e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 227: 0.9162210923518903
Position 2129: 0.5132153735538553
Position 2326: 0.1978602983428187
Position 1751: 0.05645274621384718
Position 2864: 0.038313573969441225
Position 685: 0.03688965899168523
Position 2464: 0.031828357432573964
Position 2675: 0.029455366644041265
Position 1438: 0.02888129301421546
Position 757: 0.025110929102314678
Position 1957: 0.01564999538720008
Position 1947: 0.015594039361609812
Position 2222: 0.015054563892228826
Position 2383: 0.012601810179493106
Position 2478: 0.010171121104766534
Position 2275: 0.0099854928546283
Position 266: 0.007330031448694932
Position 1281: 0.005682192809843556
Position 2201: 0.0034275151933535115
Position 1762: 0.0033241842860479275
Position 2331: 0.0024947664020217794
Position 1140: 0.0021337157286282983
Position 2868: 0.0021118025460302465
Position 2929: 0.0020941468057261436
Position 2240: 0.0015939730882185618
Position 1896: 0.0014879248559423496
Position 2702: 0.0013820329205267536
Position 2711: 0.0013011623956734669
Position 2725: 0.0012029717063164465
Position 247: 0.0011646276989005628
Position 1734: 0.0010187184005070328
Position 1660: 0.0009104164268615309
Position 2337: 0.0007931361400716748
Position 2252: 0.0006382912608668136
Position 2231: 0.00043257401438527484
Position 1518: 0.00041699636731426314
Position 1914: 0.0003881341333024391
Position 1657: 0.00037084007657277605
Position 1056: 0.00034688542056045225
Position 898: 0.00031037483722063
Position 1823: 0.0003007808694431535
Position 2162: 0.00027844799667122436
Position 427: 0.00023751748923123896
Position 2926: 0.00018353320068450668
Position 2958: 0.00018029993978525166
Position 772: 0.00014529101805440785
Position 1588: 0.00014478043121132832
Position 703: 0.0001319541472260429
Position 2989: 0.00012781073128458834
Position 3005: 0.00011040883141775806
Position 826: 0.00010910839328688575
Position 1122: 0.0001002954644726895
Position 241: 8.623079790419303e-05
Position 1390: 7.479942371157672e-05
Position 1704: 6.65191096431526e-05
Position 548: 6.330007501749445e-05
Position 1453: 6.157545791612215e-05
Position 1585: 5.478334371271675e-05
Position 775: 4.340935710978153e-05
Position 783: 4.2695506673304885e-05
Position 692: 4.117908793566406e-05
Position 1910: 3.9354339402457293e-05
Position 1844: 3.370125576221386e-05
Position 3010: 2.583980613705558e-05
Position 568: 1.8318175225771355e-05
Position 1643: 1.7677046416753965e-05
Position 664: 9.21959777652737e-06
Position 2265: 7.888220591961579e-06
Position 463: 7.791776014022339e-06
Position 355: 7.036389766651272e-06
Position 727: 6.245360854091573e-06
Position 148: 5.273466411667102e-06
Position 1775: 5.2501454677524336e-06
Position 418: 2.756913589617306e-06
Position 619: 2.5758542203774715e-06
Position 625: 2.360271872560073e-06
Position 661: 2.1830087055713676e-06
Position 370: 1.7216789479544106e-06
Position 116: 1.572444687061618e-06
Position 2348: 1.4546119390319378e-06
Position 787: 1.4347232249354422e-06
Position 392: 1.2247065519308344e-06
Position 400: 1.1512555499466276e-06
Position 1311: 8.37516288840702e-07
Position 1557: 7.660603610112206e-07
Position 132: 5.906722788615102e-07
Position 1471: 5.435238276801178e-07
Position 1104: 5.380983497297293e-07
Position 733: 3.7825747427874366e-07
Position 367: 9.921818466938285e-08
Position 162: 7.506946120466733e-08
Position 514: 4.086396937773388e-08
Position 373: 3.469747384027678e-08
Position 493: 2.014516614274161e-08
Position 550: 1.7284018258039965e-08
Position 721: 5.4700418662680946e-09
Position 108: 3.7580801577356925e-09
Position 643: 2.5016202094032634e-09
Position 530: 1.8225755443313163e-09
Position 526: 1.559171695392552e-09
Position 153: 1.54142151274403e-09
Position 466: 9.882387220182543e-10
Position 490: 2.975926454586678e-10
Position 808: 2.1432765435575508e-10
Position 637: 6.983057131492377e-11
Position 183: 4.1944511807030615e-11
Position 913: 3.224634279622288e-11
Position 475: 3.0322044833915817e-11
Position 232: 7.79519799334018e-12
Position 520: 6.103822235083713e-12
Position 325: 4.647867448728626e-12
Position 499: 4.62134298287734e-12
Position 503: 4.552021106681486e-17
