Gene = swm
Position 2457: 0.0019359452296941369
Position 4053: 0.0016445494645879212
Position 1126: 0.001623878449764621
Position 4324: 0.0016150805045716053
Position 472: 0.001607631615053865
Position 2215: 0.0015690490754631191
Position 2633: 0.0014299200274484397
Position 285: 0.0013943723001507682
Position 984: 0.0013718772423767687
Position 2572: 0.0012074345861747364
Position 2938: 0.0010772229202054837
Position 333: 0.0010592816772748675
Position 3942: 0.0010154357690093728
Position 4033: 0.001009991374643734
Position 3189: 0.0009512705095059118
Position 427: 0.0009437223261922837
Position 3740: 0.0008906752649294842
Position 646: 0.0008316984482186632
Position 4037: 0.0006682272624303672
Position 1342: 0.0005928460032884541
Position 1884: 0.0005293146713362026
Position 617: 0.000524571560485846
Position 3105: 0.0004984440013604698
Position 2581: 0.0004809888251108585
Position 1638: 0.0004264411956473632
Position 1321: 0.00039940250553813374
Position 124: 0.00038060471623715405
Position 302: 0.00036302594478066375
Position 1810: 0.0003536839122288769
Position 180: 0.00034169226288206496
Position 2544: 0.0003394323322870502
Position 4362: 0.0002989292941624405
Position 2791: 0.00029863588549042285
Position 4589: 0.0002981966788745971
Position 113: 0.00023393077854683597
Position 1133: 0.0002108950640294929
Position 416: 0.00020960311993948707
Position 1014: 0.00020860058780127272
Position 1562: 0.00018823913945657865
Position 3882: 0.00015121248222970256
Position 4249: 0.00012930640076557544
Position 1104: 0.00011494389182868673
Position 4368: 0.00010814333521617223
Position 4426: 9.986335867321414e-05
Position 1196: 9.670921880897952e-05
Position 292: 9.420016635774988e-05
Position 1379: 8.754707621783994e-05
Position 836: 8.615677123299115e-05
Position 4043: 7.280060440700138e-05
Position 570: 6.867505419755655e-05
Position 943: 6.534254685093259e-05
Position 430: 6.209516677299868e-05
Position 4714: 5.9504227907776755e-05
Position 878: 5.920665719956544e-05
Position 1192: 5.718159876055111e-05
Position 424: 5.6103163851908314e-05
Position 2289: 4.917444688874387e-05
Position 4002: 4.781516437304527e-05
Position 3730: 3.860103527106667e-05
Position 4661: 3.6242229758830284e-05
Position 620: 3.438187784944061e-05
Position 445: 3.178662348727542e-05
Position 4553: 2.9969373721035713e-05
Position 3968: 2.8945358941623276e-05
Position 131: 2.4347226605534954e-05
Position 475: 2.3206664695227165e-05
Position 4057: 2.2341071032627675e-05
Position 899: 2.0950230980168563e-05
Position 902: 2.0376961433331622e-05
Position 4627: 1.6517754997909045e-05
Position 1052: 1.638848913614551e-05
Position 539: 1.5968672244849173e-05
Position 833: 1.5759918772857842e-05
Position 1699: 1.5363099004885838e-05
Position 3997: 1.4108697447214398e-05
Position 3981: 1.3849233407320716e-05
Position 4607: 1.3710805170403967e-05
Position 860: 6.507405694542559e-06
Position 1227: 5.8968532809880124e-06
Position 1139: 5.766202742586192e-06
Position 991: 5.506699018731376e-06
Position 581: 5.155639610565513e-06
Position 1022: 4.3898966821465e-06
Position 2042: 3.5912583930934552e-06
Position 4680: 3.3574635136802997e-06
Position 584: 3.2301713534160598e-06
Position 386: 3.1954267076959082e-06
Position 312: 3.1729804354158854e-06
Position 671: 2.69412767183638e-06
Position 852: 2.310128505082027e-06
Position 147: 1.910911051196876e-06
Position 350: 1.8588700711845253e-06
Position 363: 1.8423689844050474e-06
Position 1394: 1.6966411522393145e-06
Position 1391: 1.5868318010218046e-06
Position 347: 1.303224298332776e-06
Position 947: 9.834327342500851e-07
Position 1143: 8.316001899835065e-07
Position 1148: 6.099450150930326e-07
Position 480: 6.038703036209935e-07
Position 1397: 5.901636794313198e-07
Position 1484: 4.107997618816052e-07
Position 449: 3.8171954562866166e-07
Position 1182: 3.783440190151268e-07
Position 677: 3.052337733959699e-07
Position 1007: 2.714714386108065e-07
Position 659: 2.1942307353476074e-07
Position 1200: 1.2296573668369e-07
Position 228: 1.2022408105807992e-07
Position 495: 1.1045604217403758e-07
Position 1165: 1.0267657975363681e-07
Position 1170: 6.762954585658166e-08
Position 374: 6.639348177283743e-08
Position 456: 4.509594308209824e-08
Position 360: 4.3858682334816805e-08
Position 72: 2.985318234466738e-08
Position 721: 2.2711430684394153e-08
Position 367: 1.2547895607709657e-09
Position 344: 8.859385533210421e-10
