Gene = chb
Position 3247: 0.0007478881711149369
Position 4008: 0.0007348517276162947
Position 7186: 0.0006982179258419737
Position 5094: 0.0006588658417934359
Position 6385: 0.0006424708777327471
Position 6567: 0.0006218583875491317
Position 2867: 0.0005004057358486152
Position 4262: 0.00047360454466969506
Position 2834: 0.0004709905902821468
Position 2584: 0.00043993127627506556
Position 581: 0.0003940843807310368
Position 8263: 0.00038626257178680406
Position 6221: 0.0003684283853429561
Position 318: 0.0003488681038696577
Position 448: 0.0003390302811033895
Position 6331: 0.00033305005272555487
Position 4541: 0.00031059181869773654
Position 3453: 0.0003061885268668707
Position 6530: 0.0002903249948115131
Position 5823: 0.00027393053752305864
Position 1331: 0.0002646733224558964
Position 3599: 0.00024909362951969037
Position 8095: 0.0002483411923786392
Position 5100: 0.00024327723584497245
Position 7814: 0.00023639335637575144
Position 8275: 0.00021131369169732062
Position 5130: 0.00020903241436925123
Position 5483: 0.00020351972017970628
Position 7708: 0.00020172894356445105
Position 2887: 0.0001917182859492716
Position 6605: 0.0001728357945219721
Position 6796: 0.00016322876419694874
Position 5524: 0.00014762891085381952
Position 2330: 0.0001438677275715044
Position 6817: 0.00013778005837533045
Position 8614: 0.00012767537990577185
Position 6831: 0.00011976213435628444
Position 6365: 0.00010686821662125637
Position 3916: 0.00010529233686164125
Position 5657: 9.790438633858827e-05
Position 1724: 9.572210918506797e-05
Position 6771: 9.257064666229719e-05
Position 375: 9.253832811470756e-05
Position 4150: 9.189072971090642e-05
Position 2541: 8.89779778300124e-05
Position 4273: 8.742887045863561e-05
Position 1188: 8.272106057286051e-05
Position 260: 7.972103247697797e-05
Position 141: 7.599360840062768e-05
Position 1382: 7.538356001597189e-05
Position 1361: 7.493178441765537e-05
Position 6867: 7.264011944057749e-05
Position 4083: 7.043414113747676e-05
Position 1450: 6.980202720889171e-05
Position 7137: 6.905126637042694e-05
Position 6344: 6.567082157541703e-05
Position 3378: 6.56670065656941e-05
Position 3131: 5.698137953509026e-05
Position 4266: 5.671338429873408e-05
Position 7026: 5.477411616182036e-05
Position 288: 5.4366862222280696e-05
Position 1207: 4.917818411045081e-05
Position 6535: 4.5739047745061624e-05
Position 2672: 4.364900475081635e-05
Position 5471: 4.2208732696023895e-05
Position 964: 4.210444312415862e-05
Position 2680: 4.166029306900867e-05
Position 3545: 4.1436770231747375e-05
Position 3854: 4.024809817351377e-05
Position 970: 3.7887908045211694e-05
Position 5321: 3.5346781690630306e-05
Position 2511: 3.483385917532304e-05
Position 414: 3.4607976465628566e-05
Position 6350: 3.3399843057073164e-05
Position 5895: 3.2104203551300337e-05
Position 6276: 3.180076039533161e-05
Position 5584: 2.8985979782933186e-05
Position 6188: 2.7878859353066615e-05
Position 3747: 2.7739281345010687e-05
Position 5513: 2.7434175254433966e-05
Position 5796: 2.5247848136355957e-05
Position 7093: 2.5051516650558647e-05
Position 2110: 2.4032864469333543e-05
Position 3301: 2.182703036700037e-05
Position 423: 1.9783264880425143e-05
Position 1409: 1.739044572407228e-05
Position 5991: 1.7003511001229544e-05
Position 1534: 1.651946993235647e-05
Position 3462: 1.5320645885363e-05
Position 2989: 1.4298121912633344e-05
Position 1832: 1.299004841665013e-05
Position 2466: 1.243341011365659e-05
Position 1870: 1.2366875017150071e-05
Position 709: 1.2216962523074161e-05
Position 3266: 1.1926143602195031e-05
Position 1480: 1.1537467594612257e-05
Position 509: 9.293359237796791e-06
Position 6587: 9.09701792765287e-06
Position 5641: 8.055513678462915e-06
Position 429: 7.206455031372126e-06
Position 476: 7.013058021029571e-06
Position 1050: 6.86368849336745e-06
Position 335: 6.556476497945179e-06
Position 1741: 5.9946178811454975e-06
Position 1941: 5.7864959008646524e-06
Position 5768: 5.161467062128768e-06
Position 1791: 5.111065684423016e-06
Position 5856: 4.5103309556961344e-06
Position 775: 4.266106331872284e-06
Position 1744: 4.027984405914857e-06
Position 5461: 3.937656142670196e-06
Position 5951: 3.816424854371764e-06
Position 5683: 3.078110337333855e-06
Position 1873: 3.0391895806646625e-06
Position 3252: 2.8988341348360347e-06
Position 2367: 2.844115441489864e-06
Position 973: 2.6872866138759753e-06
Position 5386: 2.5118256213410133e-06
Position 2741: 2.4107598987849123e-06
Position 5357: 2.3399425431649754e-06
Position 220: 2.151052464927295e-06
Position 3618: 2.1432995299065745e-06
Position 4904: 2.0184659019124964e-06
Position 154: 1.96338564977611e-06
Position 4868: 1.8021271136763845e-06
Position 4612: 1.1238274328735448e-06
Position 2724: 8.832530522967476e-07
Position 1115: 7.712086236212489e-07
Position 4588: 7.031236247386998e-07
Position 1738: 4.163455064340371e-07
Position 1660: 4.0673459733819483e-07
Position 1365: 2.548083981891553e-07
Position 2350: 2.478494296915731e-07
Position 3143: 2.0463442534029595e-07
Position 241: 1.1485254343013516e-07
Position 1782: 5.419907407821206e-08
Position 5268: 5.327984880997764e-08
Position 5294: 4.742642309914103e-08
Position 340: 3.8416700729757056e-08
Position 1996: 3.67192429207714e-08
Position 1458: 2.7052550978311622e-08
Position 781: 1.736621134005223e-08
Position 655: 1.537112906985959e-08
Position 721: 1.161456062751906e-08
Position 835: 6.899922998365948e-09
Position 1124: 4.247536710529824e-09
Position 178: 6.020944109261281e-10
Position 344: 4.605523476086823e-10
Position 457: 4.5455188352609476e-10
Position 71: 1.5777463928803358e-10
Position 161: 8.610861671853287e-11
Position 611: 5.7048373267516114e-11
Position 1803: 5.639434226477588e-11
Position 1624: 5.3212217614088e-11
Position 1235: 4.623384406122548e-11
Position 643: 4.339383594610051e-11
Position 1060: 4.319358217589183e-11
Position 85: 4.277279748064192e-11
Position 631: 4.0417461852450246e-11
Position 99: 2.6670443902288028e-11
Position 385: 1.552131872295386e-11
Position 243: 1.7660157000383802e-12
Position 800: 1.2539783160951908e-12
Position 197: 8.400348698731568e-13
Position 899: 7.308428250824608e-13
Position 103: 1.0908664751487843e-13
Position 191: 2.1727182529846636e-14
Position 87: 1.8637005824779547e-14
Position 193: 2.6603333965809808e-15
