Gene = CAH2
Position 657: 1.579288088117276e-05
Position 1461: 1.5625952418374995e-05
Position 188: 1.5380321760754676e-05
Position 67: 1.5081455643204904e-05
Position 121: 1.5080976859226936e-05
Position 4781: 1.3486802599520465e-05
Position 1163: 1.1549836758436324e-05
Position 2098: 9.430603275621826e-06
Position 12: 9.290349855540462e-06
Position 756: 9.240132713886031e-06
Position 1750: 8.694315631623738e-06
Position 729: 8.434048915333206e-06
Position 392: 8.301363912817885e-06
Position 5099: 7.283278858819929e-06
Position 1565: 7.239017300785484e-06
Position 5549: 7.202117136731412e-06
Position 1221: 6.7855812646023545e-06
Position 5182: 6.5561822851608855e-06
Position 4853: 6.462935458758841e-06
Position 5500: 6.098983405050421e-06
Position 5531: 5.820155865994738e-06
Position 4789: 4.941213442796048e-06
Position 5605: 4.857790559447756e-06
Position 5525: 4.524601320908899e-06
Position 5: 4.370210051293966e-06
Position 4732: 4.323757651790837e-06
Position 5258: 4.0778469829529965e-06
Position 323: 4.006289295880528e-06
Position 1036: 3.8548082043236255e-06
Position 5555: 3.6652411477119676e-06
Position 1014: 3.4459873905679033e-06
Position 1213: 3.383245829860286e-06
Position 1385: 3.1875668554344135e-06
Position 75: 3.095539846246704e-06
Position 5543: 2.334517673480142e-06
Position 1072: 1.6755755202301529e-06
Position 5036: 1.579208707800085e-06
Position 5084: 1.5318498206417867e-06
Position 4527: 1.2767505219278583e-06
Position 88: 1.0345813214053463e-06
Position 5102: 9.704015718946175e-07
Position 440: 7.644896307985314e-07
Position 5208: 6.728260761599835e-07
Position 5513: 5.835736124695306e-07
Position 5561: 5.262174669075331e-07
Position 687: 5.221882417944935e-07
Position 5627: 4.940593817674991e-07
Position 73: 4.869334382777526e-07
Position 5262: 4.4855940452385493e-07
Position 5567: 4.204824916147457e-07
Position 5265: 2.6873992358618126e-07
Position 5277: 2.6306577306262973e-07
Position 405: 2.3260651959853195e-07
Position 782: 2.0458157759044644e-07
Position 428: 1.62289764329608e-07
Position 191: 1.5482224985550477e-07
Position 565: 1.4386148148718245e-07
Position 601: 1.2919530424060358e-07
Position 4911: 1.0933747967583646e-07
Position 847: 9.866386651400349e-08
Position 5587: 7.86983286448375e-08
Position 813: 5.1007228275234986e-08
Position 706: 3.8632515484186e-08
Position 950: 8.196113339180514e-09
Position 589: 2.681263314548884e-09
Position 452: 1.8481819874909258e-09
Position 4757: 8.231347854978303e-10
Position 4862: 8.747499194686013e-11
Position 4628: 8.362354080422364e-11
Position 5537: 4.2732346829350405e-11
Position 5245: 2.2464763630464793e-11
Position 4330: 2.1470232983227533e-11
Position 5519: 2.0943217077587884e-11
Position 4417: 1.6393897242872628e-11
Position 5089: 1.506493268530087e-11
Position 4871: 1.2267045285404681e-11
Position 4290: 1.2218504608371949e-11
Position 4464: 1.1451608730909308e-11
Position 4336: 9.0058189437581e-12
Position 4461: 8.654885020932198e-12
Position 4567: 8.115399878365963e-12
Position 4211: 7.937283828493299e-12
Position 4242: 4.3136288611472485e-12
Position 4284: 3.8257507022688505e-12
Position 5252: 3.818002650596109e-12
Position 4333: 3.4481320915308178e-12
Position 4245: 2.175947097203247e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4897: 0.9988454180262243
Position 4074: 0.9401489580842369
Position 4608: 0.9131723624724388
Position 4662: 0.08292967543169832
Position 1723: 0.0645248306073447
Position 1303: 0.0441405449195686
Position 238: 0.03015724337745302
Position 4242: 0.023023226162787947
Position 4095: 0.021707598790018993
Position 3236: 0.021146653788827605
Position 2097: 0.02010668303102947
Position 124: 0.019492684538449875
Position 4370: 0.01567847671990937
Position 1266: 0.013691384259302143
Position 692: 0.012679867716164955
Position 1350: 0.01094305791524753
Position 1472: 0.010020506558164353
Position 2286: 0.008079076612631356
Position 5470: 0.00795614902213073
Position 1670: 0.00687264904003064
Position 4781: 0.006240273633875319
Position 5390: 0.006105804228647835
Position 4379: 0.005979153293664221
Position 1988: 0.003947772360095528
Position 1744: 0.0038192211396820388
Position 3885: 0.0033217756828836575
Position 871: 0.002971405461442381
Position 724: 0.0029538465929126734
Position 1700: 0.002588879428270097
Position 3843: 0.002394374869698114
Position 4479: 0.002372533080457902
Position 4498: 0.0023405760157090157
Position 2633: 0.002059371170300326
Position 1798: 0.0019746726238815565
Position 863: 0.0018670028170759724
Position 2384: 0.0018439049849100935
Position 1239: 0.0016571817649754655
Position 3148: 0.0016284932785740362
Position 1867: 0.0014001172010433937
Position 2369: 0.0013837019573585765
Position 746: 0.0012105747497174557
Position 2224: 0.0011395663244586833
Position 601: 0.001130370308393892
Position 4592: 0.001125728040049493
Position 1803: 0.0010803811976573849
Position 4922: 0.0010641912875626964
Position 3180: 0.0010082008412103192
Position 2402: 0.0009676010080692311
Position 1971: 0.0008935000193575543
Position 2166: 0.0008372345453859227
Position 3753: 0.0007588388861349977
Position 1547: 0.000753900465805769
Position 4190: 0.0006895826448856911
Position 589: 0.0005877919876029208
Position 3947: 0.0005417829309432436
Position 4156: 0.0005405060773366124
Position 4114: 0.00046892346272659407
Position 2430: 0.0004367935103083171
Position 3865: 0.00042240699362048695
Position 5695: 0.0003915304645347007
Position 767: 0.0003636664995325869
Position 266: 0.0003443309475397856
Position 1366: 0.0003229128656023652
Position 1903: 0.0003094117563186694
Position 5482: 0.0002942211400073791
Position 4638: 0.00029297826309143156
Position 2125: 0.0002679146303773191
Position 3005: 0.00025553900793653765
Position 4675: 0.0002234495604790507
Position 5218: 0.0001968872887029867
Position 2457: 0.00017715410415912165
Position 2414: 0.00017251795797405066
Position 3996: 0.0001653539686468681
Position 114: 0.00016166603037308518
Position 3033: 0.00015906411289767265
Position 187: 0.0001380461028054464
Position 669: 0.000128575010012151
Position 3651: 0.00012781243591033248
Position 3528: 0.0001277259519597694
Position 3424: 0.00011996039443181335
Position 1976: 0.00011756386089538195
Position 782: 9.976482006333682e-05
Position 1828: 9.943840727839034e-05
Position 2473: 9.59291013587901e-05
Position 5593: 9.19259800159572e-05
Position 3770: 8.144465901381668e-05
Position 2607: 8.024220463897674e-05
Position 5437: 7.467500195457013e-05
Position 1126: 7.400473315674265e-05
Position 2777: 7.327496206935873e-05
Position 1910: 6.521146407260605e-05
Position 3247: 6.451764135992839e-05
Position 2227: 6.390638623570144e-05
Position 2875: 6.386525985533224e-05
Position 3561: 6.319875776170722e-05
Position 3489: 6.07514986460399e-05
Position 1021: 6.020451867803406e-05
Position 1750: 5.5299556445562994e-05
Position 300: 5.363975907074002e-05
Position 1405: 4.961821578080943e-05
Position 4963: 4.893955850471152e-05
Position 1814: 4.326951068241486e-05
Position 1046: 3.9378655125661356e-05
Position 5194: 3.785871515909544e-05
Position 4748: 3.7351250940081643e-05
Position 3186: 3.402861706721706e-05
Position 3047: 3.189837972939923e-05
Position 1704: 2.675922759521414e-05
Position 1054: 2.2324034751108046e-05
Position 3122: 2.0849564762970032e-05
Position 2974: 2.055157407663562e-05
Position 2733: 1.8433179441118053e-05
Position 5300: 1.777831091475447e-05
Position 875: 1.770175573026098e-05
Position 1488: 1.54994788534719e-05
Position 3041: 1.5389364353593196e-05
Position 2824: 1.3710518374409455e-05
Position 5205: 1.3038885160445525e-05
Position 4547: 1.165333215783435e-05
Position 364: 1.0193476478995015e-05
Position 1888: 5.843752612979542e-06
Position 5596: 5.5783299106370246e-06
Position 2701: 4.995818919169779e-06
Position 1244: 4.851852772567582e-06
Position 677: 4.555055196973164e-06
Position 613: 3.9367708803957876e-06
Position 1385: 3.918959707834754e-06
Position 4942: 3.8809844920225055e-06
Position 425: 3.081460663459542e-06
Position 1560: 2.925710379720345e-06
Position 343: 2.6203363892491767e-06
Position 1084: 2.498387692894201e-06
Position 5702: 1.9611755879670893e-06
Position 256: 1.852540228509269e-06
Position 4680: 1.8099594588443819e-06
Position 272: 1.540566073522629e-06
Position 5317: 1.5047663909533682e-06
Position 5150: 1.4197431439917011e-06
Position 5173: 1.3425183333094999e-06
Position 5605: 1.2031141157904846e-06
Position 5277: 1.035673300305156e-06
Position 5672: 8.957949658305952e-07
Position 5121: 6.722707506444498e-07
Position 277: 4.852940965563869e-07
Position 359: 4.795318555398521e-07
Position 751: 4.708594137373071e-07
Position 971: 2.9564832336451256e-07
Position 1491: 2.894164279449406e-07
Position 96: 1.6580364548767356e-07
Position 5000: 1.470670537583826e-07
Position 4990: 1.4449825195505796e-07
Position 618: 3.469036400599692e-08
Position 103: 2.850151387862121e-09
Position 323: 1.8531791937454119e-09
Position 914: 7.015882487942002e-10
Position 67: 8.036459938641139e-11
Position 88: 4.9117857158256593e-11
Position 5062: 4.288905283026703e-11
Position 5075: 1.4360413773074215e-12
Position 372: 5.340002254833808e-13
Position 73: 1.1951528492229055e-13
Position 319: 2.893760194706903e-14
