Gene = comm2
Position 166: 3.08142098829457e-07
Position 2134: 2.26100647194799e-07
Position 22: 1.4784193647293795e-07
Position 1563: 1.514510847957211e-08
Position 1823: 3.7755045439255126e-09
Position 1632: 2.1207304337395285e-09
Position 736: 1.883514651662593e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1389: 0.9765965062561911
Position 1025: 0.008622322236677454
Position 1054: 0.0062359382383711534
Position 719: 0.002743958968748744
Position 2126: 0.0027349975908373507
Position 404: 0.002598718266330746
Position 2169: 0.0025964073966976537
Position 850: 0.0022332947873813618
Position 746: 0.001714858316602938
Position 1431: 0.0014616294295233497
Position 793: 0.0014287188322046039
Position 264: 0.0010937835596517137
Position 1330: 0.0007075005351223061
Position 818: 0.0006634326446197307
Position 1598: 0.0005935798172928286
Position 1547: 0.0005820904318960845
Position 410: 0.000563917818355596
Position 1418: 0.0005446158046511152
Position 2205: 0.0005208359266640763
Position 875: 0.0004513035593322016
Position 1100: 0.00045008167477843876
Position 1145: 0.00043477641434016965
Position 362: 0.000364061607745321
Position 445: 0.00024994647163240633
Position 1806: 0.00023650446320332065
Position 374: 0.00023299156099718885
Position 2134: 0.00021962899923456847
Position 493: 0.00021443373577619755
Position 346: 0.0001723419491294278
Position 989: 0.0001594249550701467
Position 166: 0.00015212280751512446
Position 1437: 0.00014513475663069787
Position 343: 0.00013515353540496114
Position 929: 0.00011967120937788318
Position 1682: 0.00010395423436205693
Position 1864: 9.693924937156607e-05
Position 1722: 9.321407030664735e-05
Position 1259: 9.1189017915537e-05
Position 101: 8.857940340348516e-05
Position 1885: 8.378088745024941e-05
Position 1507: 7.775037181197875e-05
Position 1595: 7.741685388275432e-05
Position 1122: 7.537884639571909e-05
Position 2069: 7.420508336946717e-05
Position 2043: 7.325359632565422e-05
Position 893: 7.209167358090377e-05
Position 806: 6.720691645593574e-05
Position 2088: 6.135275067477593e-05
Position 1998: 5.8811704759864464e-05
Position 1491: 5.7705105340001266e-05
Position 626: 5.478739301298606e-05
Position 496: 5.337599622014174e-05
Position 269: 5.2970362615132246e-05
Position 896: 4.737336685084775e-05
Position 1350: 4.607612691391962e-05
Position 750: 4.294935627241123e-05
Position 98: 4.1119621080214456e-05
Position 1933: 3.982640612354333e-05
Position 1282: 2.7228001205054598e-05
Position 999: 2.5803566181611008e-05
Position 1644: 2.569529873600168e-05
Position 1252: 2.23669529654619e-05
Position 194: 1.7854308721823844e-05
Position 1653: 1.684226044331841e-05
Position 2188: 1.5300457739822225e-05
Position 1466: 1.5093476781098598e-05
Position 283: 1.3419339179356945e-05
Position 713: 1.2951958246952218e-05
Position 2215: 8.164112242133384e-06
Position 548: 8.02387274178388e-06
Position 1232: 6.779053610331634e-06
Position 1075: 6.029358152595385e-06
Position 303: 6.022297444680608e-06
Position 289: 5.9311480159118835e-06
Position 1004: 5.721014092041264e-06
Position 499: 5.5455431722885325e-06
Position 1731: 5.510153524844718e-06
Position 1248: 5.183282948336485e-06
Position 1032: 4.6233148223350795e-06
Position 449: 4.08573566319435e-06
Position 1734: 4.014798409754506e-06
Position 424: 3.936952284881909e-06
Position 83: 3.4697367219945574e-06
Position 2003: 3.0864989253854095e-06
Position 182: 2.871889805915537e-06
Position 382: 2.3900882697797827e-06
Position 371: 2.3189081640989507e-06
Position 49: 2.0662407525735157e-06
Position 1929: 1.9113489139571075e-06
Position 1761: 1.687748287519875e-06
Position 132: 1.5591450893272285e-06
Position 292: 1.5492803135702876e-06
Position 420: 1.4875921699650477e-06
Position 1279: 1.4797298854378952e-06
Position 1203: 1.3410294006094223e-06
Position 1165: 1.3272033396339014e-06
Position 1514: 1.241723064881179e-06
Position 272: 1.165108033824931e-06
Position 1210: 1.0313412877864224e-06
Position 1963: 9.793127321630144e-07
Position 1188: 8.950445381800237e-07
Position 518: 8.775464981154608e-07
Position 1755: 8.424622438613916e-07
Position 1127: 8.101008953098616e-07
Position 129: 6.471498867470686e-07
Position 1178: 5.629879156150877e-07
Position 150: 4.373327055531911e-07
Position 2212: 3.334405023001534e-07
Position 64: 2.3312418774626692e-07
Position 509: 1.7327184965072668e-07
Position 515: 1.6587999154210749e-07
Position 521: 8.908173872132547e-08
Position 152: 8.505010087438022e-08
Position 452: 6.914974530982313e-08
Position 1776: 8.15020571398753e-09
Position 1737: 7.350569802152377e-09
Position 107: 1.1893858013565196e-09
Position 666: 3.932728305035057e-10
Position 140: 3.8486968133103024e-10
Position 1609: 4.959314756229326e-11
Position 527: 1.7951060594532726e-11
Position 77: 6.191092810468482e-13
Position 58: 5.849561688862856e-13
Position 134: 3.429595287081977e-13
