Gene = fs(2)ltoPP43
Position 1409: 4.7437048611073495e-08
Position 81: 4.314801318902548e-08
Position 1347: 3.969842209580866e-08
Position 1435: 3.146638550503389e-08
Position 1380: 2.4499020405421e-08
Position 2818: 1.849828432726804e-08
Position 2794: 1.5541845718384738e-08
Position 1429: 1.3045680515967645e-08
Position 1392: 1.1255911428323903e-08
Position 2709: 6.777773521569618e-09
Position 1273: 3.4430249328532204e-09
Position 1240: 5.933692483101018e-10
Position 1444: 2.492479349066971e-10
Position 1388: 2.111083994094847e-10
Position 815: 2.1566318597825288e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2692: 0.9996476469972334
Position 807: 0.9932242407746044
Position 2448: 0.9712620046560047
Position 616: 0.29609770077588643
Position 421: 0.15005464790298428
Position 593: 0.11059958933384328
Position 622: 0.0878427731365308
Position 3046: 0.03474184864078098
Position 683: 0.018481786708204665
Position 437: 0.013702437790102573
Position 1542: 0.009503117651418268
Position 665: 0.008486205708315864
Position 1489: 0.005836031559425205
Position 543: 0.005503193985227545
Position 2497: 0.004889990279978847
Position 2151: 0.004359646448865456
Position 1510: 0.004044872530143576
Position 1373: 0.0028949458427296147
Position 3022: 0.002268652798639425
Position 2174: 0.002259691762494935
Position 1719: 0.0020524217920968443
Position 2480: 0.0020193973511530967
Position 2044: 0.0019462454932631297
Position 1729: 0.001846245018450761
Position 597: 0.00167305363432323
Position 600: 0.0015591025968106336
Position 553: 0.001161678693050686
Position 645: 0.0011344652616268813
Position 2075: 0.0008898589459264044
Position 1976: 0.0008776213302090259
Position 2477: 0.0006467967349938594
Position 842: 0.0006379614997485317
Position 1457: 0.0004760540696111167
Position 111: 0.0004227806919390622
Position 2518: 0.0003245035341520213
Position 1905: 0.00021756073469706002
Position 3012: 0.00021633338419364955
Position 1939: 0.00018252930663784813
Position 1960: 0.0001670135851792514
Position 2184: 0.0001480049508367596
Position 458: 0.0001374559318675854
Position 1089: 0.00010674338791137955
Position 1688: 9.971204007400492e-05
Position 1993: 9.605140768686921e-05
Position 3002: 9.045767798598246e-05
Position 2530: 8.05177223014301e-05
Position 920: 7.545693293018107e-05
Position 1635: 6.81582653921024e-05
Position 479: 6.49018203935293e-05
Position 2408: 5.683039686639153e-05
Position 758: 5.561845701809864e-05
Position 2021: 4.904602370849122e-05
Position 1627: 4.536240469136813e-05
Position 1920: 3.956196743102487e-05
Position 2345: 3.921251131106913e-05
Position 1095: 3.55248443505986e-05
Position 879: 3.4095413287576537e-05
Position 2092: 3.250002439408499e-05
Position 2312: 3.1241277817899424e-05
Position 1615: 3.122698087767642e-05
Position 2281: 2.565395713465061e-05
Position 2085: 2.3186625065088893e-05
Position 1949: 1.9709643901137437e-05
Position 696: 1.5804558536473504e-05
Position 882: 1.5784198725205593e-05
Position 2655: 1.3798862209593331e-05
Position 1782: 1.3613956224053223e-05
Position 2709: 1.274040959742314e-05
Position 2275: 1.1608209230177415e-05
Position 2723: 9.169214045882462e-06
Position 3009: 7.835880327853995e-06
Position 2703: 6.855150243616052e-06
Position 1650: 6.632694420892586e-06
Position 1820: 5.857658948531252e-06
Position 992: 5.018820680096157e-06
Position 717: 4.796728576592354e-06
Position 2250: 4.796130992871985e-06
Position 723: 3.670806458007107e-06
Position 128: 3.3736486840079953e-06
Position 176: 3.2660621951487366e-06
Position 2861: 2.961735261998492e-06
Position 2097: 2.811492239998678e-06
Position 1590: 2.6032675367136393e-06
Position 713: 1.9397036181640987e-06
Position 2829: 1.7735373799376481e-06
Position 852: 1.639386798308781e-06
Position 2717: 1.5237357696483334e-06
Position 1007: 1.4488291367328834e-06
Position 908: 9.494951727264353e-07
Position 152: 5.429893775554894e-07
Position 343: 3.7488984324508597e-07
Position 2856: 1.514597415882595e-07
Position 2781: 1.455354637389846e-07
Position 2880: 1.1020004282848469e-07
Position 2785: 9.390446720780322e-08
Position 1018: 6.868394308867796e-08
Position 898: 4.790773964504341e-08
Position 1120: 3.52024898610591e-08
Position 287: 2.8741030439841682e-08
Position 311: 2.7169612829792865e-08
Position 1015: 2.564189434855642e-08
Position 329: 2.5323803491896086e-08
Position 1117: 2.3685771625953398e-08
Position 1055: 2.2213770457040055e-08
Position 859: 1.1414779073584964e-08
Position 334: 9.571130357967661e-09
Position 143: 5.928935569117313e-09
Position 308: 5.2603619359595215e-09
Position 200: 4.844891744423207e-09
Position 1038: 3.4660476098671626e-09
Position 1167: 1.743534118412074e-09
Position 2886: 1.725731683439399e-09
Position 212: 1.6483715880139441e-09
Position 1112: 1.254806067418166e-09
Position 146: 1.193038933154989e-09
Position 936: 7.458250871524139e-10
Position 1040: 6.025411751804286e-10
Position 1224: 3.9337202270068086e-10
Position 930: 1.2301572703005719e-10
Position 258: 9.033548321068055e-11
Position 264: 1.5456601957427926e-11
Position 331: 1.38333203066807e-11
Position 222: 4.11382966840792e-12
Position 234: 3.5445336864072744e-14
Position 246: 8.790032774939448e-15
