Gene = Tgi
Position 1171: 0.00036237059742478444
Position 6998: 0.00032334462456129985
Position 15039: 0.00026749337535032227
Position 10121: 0.00026688269650534274
Position 3100: 0.0002642245050682938
Position 2403: 0.00024762239833695605
Position 2018: 0.00024197255439969883
Position 1349: 0.00023436346933003766
Position 1323: 0.00023109277797695889
Position 14662: 0.00023089890989882498
Position 543: 0.00021728844760548826
Position 4833: 0.00021557161680247068
Position 406: 0.00020710445020756809
Position 6657: 0.00019135209815791321
Position 15059: 0.0001683360615818279
Position 7029: 0.00016131992031041307
Position 15358: 0.00015095224542845988
Position 4025: 0.00012993928397013964
Position 901: 0.00012895408344017702
Position 3224: 0.00012206235327975378
Position 4232: 0.00010992801588053473
Position 15177: 0.00010820972704737096
Position 3167: 0.00010345467842300175
Position 1417: 0.00010290968916945855
Position 807: 0.0001006041664278718
Position 1177: 9.889059589903701e-05
Position 2493: 8.978068637161822e-05
Position 14763: 8.873614870366551e-05
Position 1139: 8.727914435089689e-05
Position 510: 8.668924071658157e-05
Position 14685: 8.360821586154903e-05
Position 15684: 7.137598788803043e-05
Position 685: 5.298943520521872e-05
Position 507: 4.764605438220362e-05
Position 1142: 3.241501106406116e-05
Position 1251: 3.0619178489583254e-05
Position 15126: 2.8906989245359345e-05
Position 804: 2.38579511436981e-05
Position 2022: 2.3826173343566157e-05
Position 801: 2.2491319539602347e-05
Position 993: 2.1642630334294665e-05
Position 160: 1.9547568132743146e-05
Position 859: 1.5877559787735203e-05
Position 2855: 1.5855388021298153e-05
Position 413: 1.572959991184637e-05
Position 14673: 1.5466464058617038e-05
Position 649: 1.4384644279028826e-05
Position 15389: 1.4238406598991396e-05
Position 2258: 1.3589400091451798e-05
Position 6077: 1.2762623237049253e-05
Position 1402: 1.047045444266328e-05
Position 14974: 9.278266753846498e-06
Position 1238: 9.264639928367085e-06
Position 720: 8.996501989186233e-06
Position 1976: 8.854831007720763e-06
Position 14682: 7.987358994061213e-06
Position 6941: 7.781113689507028e-06
Position 1257: 7.261912724139761e-06
Position 1235: 6.809998166204663e-06
Position 363: 6.549491194372182e-06
Position 15648: 5.662717550437747e-06
Position 1716: 5.088454781758089e-06
Position 14616: 5.000518778188866e-06
Position 1340: 4.857634515716586e-06
Position 3339: 4.799000297093023e-06
Position 1523: 4.76252331909409e-06
Position 15084: 4.4926439977588266e-06
Position 1357: 4.122654755427644e-06
Position 547: 4.097567794907648e-06
Position 2834: 4.013967382073629e-06
Position 14742: 3.921992911865735e-06
Position 1020: 2.5924204722117117e-06
Position 15612: 2.3335247034843984e-06
Position 1254: 1.9629493682938173e-06
Position 139: 1.7220764130508913e-06
Position 2706: 1.6601633511039343e-06
Position 931: 1.315013606646229e-06
Position 14562: 8.705041299937829e-07
Position 125: 7.122145756884149e-07
Position 866: 6.7526620462032e-07
Position 14559: 2.9963242290803217e-07
Position 823: 2.0895079543351602e-07
Position 551: 1.8987712208897413e-07
Position 792: 1.740058751599032e-07
Position 2413: 1.011402695495384e-07
Position 559: 6.881695062156962e-08
Position 192: 6.517708118338476e-08
Position 165: 6.037666977979366e-08
Position 2271: 3.1551494056807874e-08
Position 960: 1.6122179997772272e-08
Position 968: 7.528185394007307e-09
Position 1152: 7.134630799312266e-09
Position 171: 4.696722711439085e-09
Position 143: 4.2955024785936505e-09
Position 1134: 2.9571357891404076e-09
Position 179: 1.2186898039512616e-11
Position 168: 1.2062258733307486e-11
Position 216: 3.379013201406861e-12
Position 1191: 2.8529670718356816e-12
Position 183: 8.52183128089516e-13
Position 210: 7.507380965897052e-13
