Gene = Saf6
Position 2125: 6.31444555195719e-05
Position 1364: 5.9553028467482065e-05
Position 1353: 5.518347469286401e-05
Position 573: 5.329474937555862e-05
Position 171: 5.311356783417446e-05
Position 1502: 4.343311748382582e-05
Position 1813: 4.3348296950005234e-05
Position 296: 4.0203826709885974e-05
Position 1412: 3.6716420414883386e-05
Position 1683: 3.656134028679293e-05
Position 1658: 3.260418334139247e-05
Position 1151: 3.0458679897910648e-05
Position 1425: 2.4333448989782334e-05
Position 1433: 2.302230306942878e-05
Position 789: 2.3020668770218555e-05
Position 2134: 2.192819021683509e-05
Position 1010: 2.0376035041746515e-05
Position 1052: 2.0359619095601786e-05
Position 138: 2.0284643166777094e-05
Position 597: 1.9477416800983925e-05
Position 1026: 1.8582375608762747e-05
Position 1235: 1.8553844815666452e-05
Position 798: 1.662142318332831e-05
Position 1379: 1.5904417725582446e-05
Position 1042: 1.5796609295009106e-05
Position 1374: 1.566856603238117e-05
Position 1121: 1.466539671233116e-05
Position 1137: 1.2000203511305839e-05
Position 1145: 1.116708304330355e-05
Position 54: 1.0948579139126991e-05
Position 1001: 1.0582873741821214e-05
Position 2509: 1.0128225602990721e-05
Position 865: 9.590470583448583e-06
Position 969: 8.430099812761957e-06
Position 1786: 6.923048424736523e-06
Position 2486: 5.388396838674773e-06
Position 585: 5.148779813638231e-06
Position 2196: 5.138161578843322e-06
Position 917: 4.383392231968514e-06
Position 2535: 4.033548113109099e-06
Position 2468: 3.883582163238107e-06
Position 2496: 3.732385011146823e-06
Position 914: 3.533342815078659e-06
Position 468: 3.457723674862013e-06
Position 1264: 2.8748871115898544e-06
Position 1977: 2.6996067709147966e-06
Position 2529: 2.3656702365484433e-06
Position 835: 1.7759988153687465e-06
Position 980: 1.6885045297361394e-06
Position 452: 1.3248249353507107e-06
Position 1188: 1.2393132238830362e-06
Position 513: 1.182606911417496e-06
Position 494: 8.12270835348087e-07
Position 208: 7.313169340965758e-07
Position 176: 4.4906771970648294e-07
Position 160: 3.591773408074146e-07
Position 658: 3.3383456195121217e-07
Position 303: 2.179575471300756e-07
Position 196: 2.1359831262870523e-07
Position 223: 1.7948689120465827e-07
Position 449: 1.6425782974342827e-07
Position 180: 1.0461773707467992e-07
Position 480: 1.0441793265669173e-07
Position 187: 8.269637203964984e-08
Position 643: 4.1226500528573826e-08
Position 997: 3.2161920575781275e-08
Position 1130: 2.3870771411507362e-08
Position 151: 2.163029074711606e-08
Position 908: 1.9402727314816862e-08
Position 762: 1.9374932824401595e-08
Position 896: 1.355691015715023e-08
Position 411: 1.1421389527276743e-08
Position 1117: 4.535002998564173e-09
Position 1107: 3.4476911915948024e-09
Position 974: 2.5725281343649652e-09
Position 666: 1.4301254032108902e-09
Position 282: 7.743796192364217e-11
