Gene = nvd
Position 4064: 1.9553257792970416e-05
Position 2220: 1.8438594460481388e-05
Position 4245: 1.5041873204727501e-05
Position 2492: 1.4652547887681714e-05
Position 4047: 1.4307064686665455e-05
Position 141: 1.2613045164915432e-05
Position 12624: 1.1634451859133785e-05
Position 12990: 1.0888107143528185e-05
Position 1879: 9.4459247971304e-06
Position 1134: 8.909339908830272e-06
Position 1915: 8.521119339297842e-06
Position 9444: 8.13465672062213e-06
Position 1221: 8.050590906463091e-06
Position 1819: 8.00627015639343e-06
Position 2701: 7.743440281727917e-06
Position 11480: 7.375749740072681e-06
Position 1898: 7.186534907630009e-06
Position 12414: 6.766622525656258e-06
Position 1402: 5.986189447830852e-06
Position 8611: 5.506812495618527e-06
Position 11102: 5.402825751077663e-06
Position 1478: 5.034913597332569e-06
Position 325: 4.218638049048974e-06
Position 9849: 3.7393508591526445e-06
Position 9611: 3.612034186388941e-06
Position 10850: 3.3468069097966415e-06
Position 10817: 3.201940693073536e-06
Position 6777: 2.953094594306819e-06
Position 9340: 2.6124831838897734e-06
Position 10342: 2.15985455575817e-06
Position 9672: 1.9272447804512667e-06
Position 1725: 1.3753891898587144e-06
Position 6122: 1.2571621503073492e-06
Position 381: 1.0671133383430755e-06
Position 8847: 7.435730354582718e-07
Position 6097: 4.57186485919975e-07
Position 6702: 3.7905208302201786e-07
Position 1025: 3.6865743253807585e-07
Position 1043: 3.559219970834512e-07
Position 146: 3.106351758838042e-07
Position 8232: 3.0644105558965034e-07
Position 595: 3.046077442243951e-07
Position 9623: 2.7811734862413577e-07
Position 500: 2.747735677159022e-07
Position 7819: 1.7972719764118113e-07
Position 6482: 1.4376873454445807e-07
Position 796: 1.4207737233170624e-07
Position 6127: 8.583039086078534e-08
Position 1631: 6.654066308306958e-08
Position 1502: 5.5661980821299933e-08
Position 944: 4.731944346640952e-08
Position 7781: 2.993033235511473e-08
Position 6022: 2.7134070286312607e-08
Position 589: 2.3933763144276837e-08
Position 7023: 2.2978982127801904e-08
Position 893: 2.071627833150634e-08
Position 370: 1.6348227500210243e-08
Position 787: 1.1628766798807443e-08
Position 6355: 5.803745818452992e-09
Position 6215: 3.3277998160822373e-09
Position 197: 5.982390191783358e-10
Position 630: 4.449189542837187e-10
Position 336: 3.427612746508983e-10
Position 2891: 1.0847714559212782e-10
Position 378: 4.145578329680748e-12
Position 1360: 1.1223452610255498e-13
Position 1794: 9.675146579101855e-14
Position 1278: 7.120424268162571e-14
Position 367: 2.030243323007991e-14
