Gene = obst-E
Position 1233: 2.39010203374784e-07
Position 891: 1.8228185177723762e-07
Position 475: 1.501992329205223e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2773: 0.8400152645462786
Position 696: 0.37324020077640857
Position 444: 0.31459608963734215
Position 1870: 0.30705229714036253
Position 927: 0.2647754533234048
Position 1808: 0.13044265141309958
Position 265: 0.05136229076772693
Position 365: 0.0397891089334408
Position 1381: 0.031175694333794385
Position 1081: 0.0195599675371999
Position 3354: 0.01794929285261485
Position 1522: 0.012837172100560417
Position 613: 0.00730030576028321
Position 1126: 0.004380550129314665
Position 1310: 0.00429241968814367
Position 1373: 0.00427385750888499
Position 717: 0.002586695333040532
Position 944: 0.0023472219989757064
Position 704: 0.0022176322398308225
Position 952: 0.0017735580846979964
Position 561: 0.001683235098354196
Position 1399: 0.001571966212598127
Position 1386: 0.0015023767708573351
Position 982: 0.001271027238591283
Position 329: 0.0011967222404702298
Position 564: 0.0011083514900274223
Position 1629: 0.000967308605510857
Position 739: 0.0007447270793185976
Position 1107: 0.0007013213453392349
Position 373: 0.0005214587325814473
Position 1271: 0.00039168777557785047
Position 2845: 0.0003363933678694298
Position 3381: 0.0002875016075929236
Position 1677: 0.00027279451169265285
Position 316: 0.00020849268956947862
Position 701: 0.00018803622452884933
Position 1638: 0.00018069460508322334
Position 275: 0.0001629376806276748
Position 2355: 0.00016164958473101332
Position 2718: 0.0001493336351575054
Position 3542: 0.0001332189373385457
Position 451: 0.00010647308578578604
Position 83: 4.816630438183871e-05
Position 825: 4.202182673334125e-05
Position 400: 3.572486817067839e-05
Position 3273: 3.3274858739353376e-05
Position 590: 2.487523816313118e-05
Position 1412: 2.4095252507756595e-05
Position 1348: 2.3469015494427076e-05
Position 1185: 1.9424593971296893e-05
Position 902: 1.6939566540590105e-05
Position 746: 1.6316784684712428e-05
Position 1815: 1.3693965791113776e-05
Position 1819: 1.3274095288774201e-05
Position 146: 1.1947066365597687e-05
Position 1318: 1.1074944945229778e-05
Position 1131: 9.862003730409734e-06
Position 629: 6.018535976721629e-06
Position 284: 4.851835371039848e-06
Position 615: 3.4894334150489e-06
Position 708: 2.6017502713886043e-06
Position 625: 2.4564207752866923e-06
Position 852: 1.8741574083105645e-06
Position 599: 1.5636268899514858e-06
Position 458: 1.2801102836064925e-06
Position 186: 1.0662358349094934e-06
Position 196: 9.615005866258564e-07
Position 633: 7.650516466765644e-07
Position 71: 3.2988078573860815e-07
Position 281: 2.2362829909879292e-07
Position 112: 1.5647897330977238e-07
Position 114: 4.9992934371644224e-08
Position 57: 6.9466795252265905e-09
Position 60: 4.202632210488228e-09
Position 49: 1.0591248973173579e-17
