Gene = Fbw5
Position 1192: 2.2666167624265692e-06
Position 650: 2.1628794530408016e-06
Position 1218: 1.8308947509092345e-06
Position 2253: 1.5764195921512597e-06
Position 1238: 1.479288519222049e-06
Position 430: 1.4407117237778108e-06
Position 223: 9.888536785909737e-07
Position 735: 8.469108558514408e-07
Position 366: 8.18249499849386e-07
Position 168: 7.700087423215542e-07
Position 281: 6.923471130432144e-07
Position 1077: 6.835673575806595e-07
Position 1601: 6.714242265664138e-07
Position 137: 4.402115761463365e-07
Position 1638: 3.5900925423830634e-07
Position 756: 3.378620961112616e-07
Position 174: 3.37557117270377e-07
Position 443: 3.338268241900208e-07
Position 1249: 2.9649309822850735e-07
Position 1428: 2.4795737919032134e-07
Position 247: 1.1394768466795787e-07
Position 74: 1.0939432779878197e-07
Position 499: 1.0099818043602301e-07
Position 594: 9.431541923199502e-08
Position 753: 8.301469785675718e-08
Position 732: 7.206659941022881e-08
Position 1280: 7.028969834486574e-08
Position 101: 6.823792427778495e-08
Position 334: 4.732334029756346e-08
Position 1470: 4.102252279925665e-08
Position 581: 3.6874154924695875e-08
Position 858: 3.42519297127623e-08
Position 556: 2.6336984600584034e-08
Position 654: 1.8515756379922047e-08
Position 761: 1.7371358116685256e-08
Position 493: 1.7256759562671102e-08
Position 226: 1.4101190395900074e-08
Position 400: 1.032559772608454e-08
Position 433: 6.994251812313526e-09
Position 453: 3.2264438963431494e-09
Position 1452: 3.2242127513335082e-09
Position 87: 3.0216985239190296e-09
Position 1475: 2.8591306736884167e-09
Position 880: 2.1020119428071857e-09
Position 314: 1.7706826516346776e-09
Position 250: 1.5803675382930355e-09
Position 342: 1.1507350287482895e-09
Position 888: 1.0766826622065917e-09
Position 92: 6.580761082271092e-10
Position 488: 1.8202561019012007e-10
Position 544: 1.0064249826136402e-10
Position 253: 9.87770814614918e-11
Position 265: 6.511687853447254e-14
Position 310: 1.0247844729283041e-14
Position 228: 4.385204413006243e-16
