Gene = odd
Position 227: 8.85678993555826e-08
Position 497: 1.0260587293605683e-08
Position 448: 1.0205205500247301e-08
Position 464: 7.647689903813045e-09
Position 63: 4.55303913102414e-09
Position 470: 3.99576001929087e-09
Position 142: 3.434971498995617e-09
Position 84: 1.6296215993875039e-09
Position 481: 1.5511362766936355e-09
Position 125: 1.2135350980227052e-09
Position 185: 1.0086838199915023e-09
Position 886: 6.902688804886843e-10
Position 1704: 6.641206883608783e-10
Position 133: 4.6028055961149555e-10
Position 78: 3.561005539317047e-10
Position 66: 2.959222402713678e-10
Position 287: 1.626850047508552e-10
Position 108: 1.388037483211584e-10
Position 847: 8.413946343685117e-11
Position 907: 7.997503997754767e-11
Position 889: 7.375956233267014e-11
Position 799: 7.300279572444206e-11
Position 853: 6.916643510221162e-11
Position 1021: 6.864770232419241e-11
Position 72: 5.306938788792733e-11
Position 745: 3.6869722969115815e-11
Position 892: 3.613093916264016e-11
Position 856: 3.5609211067770646e-11
Position 705: 2.773057587982392e-11
Position 781: 2.4702572928525105e-11
Position 844: 1.2979449339726277e-11
Position 1024: 1.4130682768018195e-12
Position 859: 6.333320526594449e-13
Position 895: 9.574555423896036e-14
Position 129: 5.991277421395752e-14
Position 193: 6.132586889460211e-18
