Gene = Grasp65
Position 1889: 6.647731431245475e-06
Position 1414: 6.246229028991846e-06
Position 1916: 6.203698966285534e-06
Position 813: 5.623432733118346e-06
Position 1024: 5.3503028521555915e-06
Position 248: 5.329171943042845e-06
Position 1753: 5.314460953777634e-06
Position 524: 4.880168517965925e-06
Position 981: 4.366733724383102e-06
Position 778: 3.667002080648593e-06
Position 1353: 3.3147118189367584e-06
Position 1030: 3.0206974394043573e-06
Position 1994: 2.4809282062683247e-06
Position 59: 2.070778708725045e-06
Position 849: 1.6636086011945703e-06
Position 74: 1.6332072941146358e-06
Position 1188: 1.0082503698933466e-06
Position 70: 7.790673040046641e-07
Position 134: 1.7580659905140594e-07
Position 128: 5.907068524976262e-08
Position 951: 7.83621592178773e-09
Position 784: 1.9768305826082545e-09
Position 833: 1.934683607949635e-09
Position 722: 1.8900490870771432e-09
Position 240: 1.2931005548723397e-09
Position 163: 5.880942689942667e-10
Position 94: 5.233290135646163e-10
Position 655: 2.1804223714016863e-11
Position 168: 8.103237985213498e-12
