Gene = Dref
Position 526: 0.0005598108597456606
Position 318: 0.0005464446186985767
Position 315: 0.000533932583439439
Position 1997: 0.0004757326465730776
Position 1793: 0.0004416390322161932
Position 2042: 0.0003987279115759403
Position 1048: 0.0003738503473596298
Position 1818: 0.0003155202073926954
Position 2641: 0.0002936443042648203
Position 2180: 0.00027671329185261986
Position 535: 0.00027434768013309436
Position 607: 0.00020467176519132552
Position 1622: 0.00019524374037312257
Position 2232: 0.00017092836151308253
Position 929: 0.00016599224271011728
Position 973: 0.00015602921999463226
Position 1144: 0.0001446772903582479
Position 1649: 0.00013688189141818698
Position 2425: 0.00012826152130055636
Position 2151: 0.0001268700588931777
Position 610: 0.00012323372972199235
Position 447: 0.00012252531012757681
Position 1697: 0.00011402560045759198
Position 91: 0.0001041220481302578
Position 595: 9.663223450977728e-05
Position 1670: 9.558835041834146e-05
Position 910: 9.118327185806526e-05
Position 1348: 8.744968137247124e-05
Position 2542: 6.068817248775663e-05
Position 2971: 5.8669605019290334e-05
Position 2444: 5.189895371931499e-05
Position 2226: 5.096499862747215e-05
Position 1319: 4.9103437400031424e-05
Position 2015: 4.751041843626153e-05
Position 770: 3.9518402690850687e-05
Position 2824: 3.579524895517569e-05
Position 1658: 3.3863449587615926e-05
Position 878: 2.795212268088832e-05
Position 1246: 2.6652152050315404e-05
Position 2621: 2.6280295481968746e-05
Position 2923: 2.416371338814973e-05
Position 1180: 2.3195493861744676e-05
Position 2554: 2.0833910324142976e-05
Position 685: 1.969423419696968e-05
Position 1629: 1.772641935329307e-05
Position 2422: 1.7565163252631664e-05
Position 1306: 1.675052662782821e-05
Position 2684: 1.4199219024577332e-05
Position 1823: 1.3919282511962299e-05
Position 3004: 1.1736225043747046e-05
Position 2471: 1.022643402392995e-05
Position 649: 9.387344041387322e-06
Position 945: 8.154642367732782e-06
Position 1706: 8.118045867258182e-06
Position 1941: 7.909113746686666e-06
Position 1887: 6.977975572717174e-06
Position 619: 6.87038295208429e-06
Position 362: 4.80418752725041e-06
Position 2211: 4.782774296535219e-06
Position 2242: 4.54493246742698e-06
Position 1509: 4.026599363925209e-06
Position 2390: 3.5533535080060928e-06
Position 2791: 2.36709703957593e-06
Position 1025: 2.3575297820561347e-06
Position 1730: 2.270576289920585e-06
Position 2856: 2.2610604617833546e-06
Position 493: 2.1421949292126054e-06
Position 2412: 1.9831741880572326e-06
Position 718: 1.7965680153141613e-06
Position 2797: 1.674227445632814e-06
Position 835: 1.6639368389485175e-06
Position 68: 1.3478036482625213e-06
Position 3006: 1.3393009527138092e-06
Position 622: 1.311770565913879e-06
Position 2878: 1.2850127307863547e-06
Position 2504: 8.67398566773567e-07
Position 2262: 8.471399045261459e-07
Position 409: 6.779347961681599e-07
Position 1775: 6.569228243628224e-07
Position 391: 6.468738818427755e-07
Position 2459: 5.670579580488197e-07
Position 2588: 5.270635317261575e-07
Position 2258: 3.630821130609067e-07
Position 1858: 3.085652383436164e-07
Position 343: 2.2938589140201667e-08
Position 119: 2.1496325507459494e-08
Position 49: 6.742785369923946e-09
Position 353: 4.244449927166969e-09
Position 397: 8.700779647072908e-10
Position 121: 8.521470705342435e-10
Position 802: 4.0641014700310483e-10
Position 88: 6.241629302093614e-11
Position 348: 2.7765559154129016e-16
