Gene = Cds
Position 3765: 0.002823952482143061
Position 3729: 0.0024490350711452143
Position 3296: 0.0021810828552431077
Position 1502: 0.002139377250561077
Position 206: 0.002016229504975039
Position 3653: 0.0018729620136152265
Position 1268: 0.0018173114074359405
Position 2385: 0.0012804847738622203
Position 2380: 0.0012608190444614443
Position 891: 0.001151907861277581
Position 3504: 0.0009761877825902222
Position 3292: 0.0008552985248163224
Position 2640: 0.0008187030208744984
Position 1034: 0.0008054344786918535
Position 3248: 0.0007816578353658215
Position 2476: 0.0007382491625322228
Position 1203: 0.0007151256140330442
Position 340: 0.0006987464780593033
Position 2512: 0.000672303525028735
Position 2962: 0.0006599633975427732
Position 127: 0.0005937137582251524
Position 922: 0.0005229329617151897
Position 2953: 0.0004977706876658509
Position 2730: 0.0004400621331152323
Position 1342: 0.0004310347417042734
Position 3035: 0.0003840810532548387
Position 1623: 0.0003546584502658424
Position 2101: 0.00035292287588802095
Position 2560: 0.00034490305811175497
Position 506: 0.00031317046981820944
Position 1866: 0.00029647310861018064
Position 1285: 0.0002949468978699929
Position 3407: 0.00026823634823781026
Position 3475: 0.0002469147556468288
Position 687: 0.00023529933657988778
Position 347: 0.00021834566637371855
Position 305: 0.00021601042238146405
Position 3855: 0.00016200657159247652
Position 516: 0.00014357322618109604
Position 1999: 0.00012176980592038489
Position 2395: 0.00010964454978393424
Position 1390: 0.00010713780173277231
Position 1357: 0.00010554471004565185
Position 456: 9.60897260434183e-05
Position 2776: 9.106299056964632e-05
Position 1354: 8.639283343832132e-05
Position 3191: 8.521761825902454e-05
Position 2677: 8.021684875667488e-05
Position 829: 7.841854315346611e-05
Position 3012: 7.806756223845825e-05
Position 3255: 7.046511779734895e-05
Position 334: 6.78096960793837e-05
Position 194: 6.547227178230819e-05
Position 3772: 6.397056866284502e-05
Position 2981: 6.362975233607575e-05
Position 3008: 5.9684505656856996e-05
Position 2915: 5.800099772191381e-05
Position 3553: 5.3633481387029895e-05
Position 2818: 5.097728739712224e-05
Position 569: 4.7164787469273075e-05
Position 2253: 4.1710363119648884e-05
Position 3514: 3.7614410057324985e-05
Position 3824: 3.410168762645082e-05
Position 1881: 3.3540699768330596e-05
Position 2541: 3.0046126011740627e-05
Position 2392: 2.7299649771407897e-05
Position 2993: 2.5337714538857866e-05
Position 1378: 1.98456724953923e-05
Position 2185: 1.4144352296067287e-05
Position 946: 1.3628311335315546e-05
Position 3871: 1.1425672893875968e-05
Position 637: 1.038870130834207e-05
Position 1872: 1.0102870562845591e-05
Position 2281: 9.084416072269958e-06
Position 3200: 9.052828008559152e-06
Position 1207: 8.94021950887204e-06
Position 3044: 6.9488565005630235e-06
Position 1473: 6.748693883975052e-06
Position 3518: 6.486256018897856e-06
Position 3428: 6.321086447387005e-06
Position 833: 6.1364199798230695e-06
Position 1940: 5.2996564990122685e-06
Position 2506: 5.1470542389747855e-06
Position 791: 5.140254608932266e-06
Position 1644: 4.570023728343347e-06
Position 342: 4.039105218900203e-06
Position 444: 3.3903471327455273e-06
Position 1333: 2.319714964385654e-06
Position 682: 1.8109031647876266e-06
Position 77: 1.6920504946241399e-06
Position 772: 1.4870830102198128e-06
Position 1884: 1.342131330151745e-06
Position 2033: 1.3171823332506487e-06
Position 1133: 9.938046796347454e-07
Position 520: 8.787223174783848e-07
Position 1584: 8.174654364665263e-07
Position 2182: 7.358856613257782e-07
Position 3088: 3.8923715812754614e-07
Position 541: 2.8426784873062676e-07
Position 1488: 2.290125461900909e-07
Position 1696: 1.2120333857493874e-07
Position 1446: 6.948153573543861e-08
Position 1432: 4.285041039437032e-08
Position 939: 3.506510324016105e-08
Position 615: 2.9409648198289705e-08
Position 692: 2.256295584733666e-08
Position 927: 1.225464099162996e-08
Position 577: 1.0781377069275592e-08
Position 1987: 9.88371801995152e-09
Position 526: 6.3147439788793105e-09
Position 2794: 4.809536679523051e-09
Position 416: 4.49753066383167e-09
Position 769: 2.606454186469061e-09
Position 634: 8.001054743159292e-10
Position 612: 1.8925752632516737e-10
Position 433: 2.2518812948736034e-11
Position 532: 4.977732155905202e-15
Position 261: 3.225170539412907e-17
Position 418: 8.398106072087252e-20
