Gene = p130CAS
Position 157: 0.0001546358008944944
Position 16278: 0.00014955514046858387
Position 12859: 0.00013075193641013002
Position 15778: 0.00010882503016174955
Position 5307: 0.00010538831152342467
Position 16654: 0.00010532422704126358
Position 330: 0.00010528628850404908
Position 20667: 0.00010136779580838293
Position 16882: 9.984167663319893e-05
Position 19552: 9.435696305728271e-05
Position 4641: 9.008687370505219e-05
Position 217: 9.004107865656275e-05
Position 19137: 8.32649371835693e-05
Position 294: 8.300833108384026e-05
Position 303: 7.897355357051837e-05
Position 4586: 7.022852896517253e-05
Position 20310: 6.8667056283217e-05
Position 840: 6.698303597862745e-05
Position 1017: 5.135141573211536e-05
Position 16037: 4.890775777229324e-05
Position 3949: 4.4930884388631615e-05
Position 3396: 4.471637943812676e-05
Position 321: 4.025361782907071e-05
Position 200: 3.958355944887688e-05
Position 346: 3.744920100559388e-05
Position 2898: 3.662678715435347e-05
Position 17066: 3.643294528328299e-05
Position 13095: 3.588459540885687e-05
Position 18057: 3.4436271280323834e-05
Position 4842: 2.7279609256931805e-05
Position 1787: 2.6207875296979315e-05
Position 4909: 2.607190446133753e-05
Position 16481: 1.847860954621031e-05
Position 18595: 1.730610345401982e-05
Position 905: 1.637853718650977e-05
Position 2173: 1.0923332777734571e-05
Position 17258: 1.0065576006347822e-05
Position 16861: 7.958435643563332e-06
Position 16423: 7.466011751277701e-06
Position 3962: 7.072746464283285e-06
Position 4014: 6.2985403402093714e-06
Position 16341: 3.3203649261389177e-06
Position 16175: 2.7156194059596094e-06
Position 17735: 2.683839970131424e-06
Position 16402: 2.4959263527417916e-06
Position 16546: 2.085236863421943e-06
Position 15290: 1.766732924343528e-06
Position 17122: 1.4647117278763922e-06
Position 192: 1.368460580685592e-06
Position 17020: 1.2147988265928593e-06
Position 71: 1.045208776560848e-06
Position 16734: 8.332108332026334e-07
Position 475: 7.431784513818997e-07
Position 480: 7.07968981302494e-07
Position 16418: 5.268381141386725e-07
Position 453: 4.689389802536647e-07
Position 176: 4.6322264787989487e-07
Position 16034: 3.151163406638377e-07
Position 1151: 2.3189685570726495e-07
Position 1291: 1.9208316212648774e-07
Position 815: 1.5767584519989176e-07
Position 1348: 1.3227085994234475e-07
Position 807: 1.2949119142082596e-07
Position 420: 1.051949654137729e-07
Position 15301: 9.021863562754283e-08
Position 825: 8.948132423622582e-08
Position 15227: 8.181431533352078e-08
Position 413: 8.002249275941328e-08
Position 211: 7.400680344617737e-08
Position 363: 6.736282753864904e-08
Position 506: 6.283503575521057e-08
Position 780: 4.660526502421579e-08
Position 73: 1.441112228825701e-08
Position 430: 1.0910720178485827e-08
Position 465: 5.029208130683574e-09
Position 310: 3.901341353752386e-09
