Gene = DOR
Position 690: 6.76476533308106e-07
Position 11999: 5.816410067105142e-07
Position 12105: 5.539330104315181e-07
Position 1498: 5.350491189877809e-07
Position 13442: 4.269714962690541e-07
Position 1566: 3.460452772749023e-07
Position 218: 3.0236897112229086e-07
Position 672: 2.2380754281339054e-07
Position 1283: 1.89117502179302e-07
Position 11802: 1.872477684033122e-07
Position 245: 1.8691279665549757e-07
Position 556: 1.8684978811681228e-07
Position 1570: 1.3922722338984675e-07
Position 498: 1.264811936476085e-07
Position 451: 1.2511104493430248e-07
Position 2876: 1.1717457355207752e-07
Position 2921: 9.044026283007034e-08
Position 237: 8.72600804524467e-08
Position 224: 6.607805477967542e-08
Position 1141: 5.193217971600755e-08
Position 84: 4.806587695195872e-08
Position 12644: 4.3925773858245165e-08
Position 3027: 2.8631807855345165e-08
Position 86: 2.5729967249431565e-08
Position 3218: 2.3055423470505788e-08
Position 357: 1.574151431390537e-08
Position 725: 1.4548383790064115e-08
Position 12489: 3.978490665541866e-09
Position 13190: 3.101899604596699e-09
Position 866: 2.877956184832268e-09
Position 12568: 2.569964809038276e-09
Position 3974: 2.02885201804208e-09
Position 3993: 1.6009385376813962e-09
Position 3967: 1.511408410116809e-09
Position 13292: 1.5058189317767197e-09
Position 888: 8.512161838615417e-10
Position 3019: 4.971641772828164e-10
Position 12510: 4.1639841305142924e-10
Position 3517: 3.941904039419008e-10
Position 3065: 3.9050461698322474e-10
Position 12493: 7.497318147131306e-13
Position 1672: 7.40960976492477e-13
Position 12146: 1.849044687375835e-13
Position 12001: 7.116188605094835e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 11838: 0.9955306022120992
Position 10876: 0.9811074534523392
Position 12796: 0.9627168342350406
Position 12485: 0.8025084040753435
Position 13109: 0.09858465300024541
Position 12366: 0.09548798436215267
Position 11619: 0.053565023496601166
Position 12509: 0.03852261392526367
Position 12770: 0.036398860442146165
Position 2743: 0.03591956995382095
Position 1048: 0.02799589873616316
Position 11234: 0.01936093316621324
Position 12503: 0.017861718273638746
Position 12402: 0.01548595116758418
Position 2328: 0.015402740420027367
Position 10314: 0.015200388834879619
Position 2103: 0.014389192756050127
Position 12013: 0.011851610383989481
Position 9698: 0.009982308711159155
Position 11685: 0.009853298131126495
Position 7394: 0.007455595817609153
Position 12336: 0.007105641165207825
Position 2553: 0.006649304807336778
Position 1887: 0.006544775609286983
Position 12519: 0.006082366351755577
Position 1070: 0.006027390137600852
Position 390: 0.005982409397017834
Position 11256: 0.005654732971907865
Position 1929: 0.005447692147457963
Position 873: 0.004994656302651657
Position 1280: 0.004953984919599772
Position 2014: 0.0045957020332866695
Position 4484: 0.004175389804675221
Position 11288: 0.0040299522906057225
Position 11802: 0.003576741461817489
Position 192: 0.0035657709642143245
Position 6850: 0.0035281390752082966
Position 287: 0.003207777702698125
Position 9015: 0.002715344987758844
Position 11601: 0.0023320205771014926
Position 13276: 0.0020443931434885264
Position 8994: 0.0020257138756302915
Position 567: 0.0019300193205945568
Position 218: 0.0018468756558533957
Position 254: 0.0017922063718633454
Position 468: 0.0017526316145540972
Position 2168: 0.0017068274769805756
Position 1346: 0.0017017917134316684
Position 1206: 0.0015820814600721808
Position 4095: 0.0015429507743405441
Position 7890: 0.001523623000217788
Position 1932: 0.0015103052092587798
Position 9831: 0.0014902912712290587
Position 2718: 0.0014746630134336873
Position 551: 0.0014212501024393957
Position 5133: 0.0013642037616954817
Position 366: 0.0013339923822670327
Position 2230: 0.0013177741243692916
Position 12349: 0.0012734335492365328
Position 607: 0.0012417351366410174
Position 11058: 0.0012338633289282368
Position 438: 0.0011762839716189493
Position 7233: 0.0011360932183009233
Position 10691: 0.001074559410334604
Position 515: 0.0010690601941491017
Position 12533: 0.0010654906765795234
Position 13451: 0.0010212883198087487
Position 7443: 0.0009785662498946615
Position 2572: 0.0009441586443492778
Position 2194: 0.0009389762267888054
Position 1682: 0.000904766057230037
Position 8854: 0.0008881820850350107
Position 13617: 0.0008711330658888424
Position 5270: 0.0008522947268471029
Position 9050: 0.0008216367089975762
Position 12579: 0.0007696346069451767
Position 13172: 0.0007594893144349695
Position 6930: 0.0007557647565857629
Position 9047: 0.0007409436304003625
Position 5344: 0.0006710536185936508
Position 11100: 0.0006682608699536972
Position 882: 0.0006031258527188199
Position 2609: 0.0005997742704751004
Position 1468: 0.0005972682553502505
Position 13646: 0.000586016698266124
Position 5338: 0.0005583301386935498
Position 843: 0.0005383208067002048
Position 612: 0.000536329133346703
Position 5708: 0.0005293970681467901
Position 12576: 0.0005272891595759419
Position 510: 0.0004833579705011457
Position 1083: 0.0004803850747274569
Position 4506: 0.0004720360643379251
Position 6168: 0.0004579000289323805
Position 6669: 0.00044502888124384773
Position 11866: 0.0004184534988541221
Position 8545: 0.0004130792289406103
Position 11656: 0.0003909403489549287
Position 185: 0.0003765626264372145
Position 7983: 0.00037544620367753473
Position 637: 0.0003705614819598684
Position 2642: 0.00035277124960178275
Position 2083: 0.00034618856366111956
Position 146: 0.000341416100560641
Position 1627: 0.00033264591311837004
Position 13596: 0.0003274477557882711
Position 4637: 0.0003198995319373331
Position 136: 0.00031242271396171866
Position 12802: 0.0002933707130211125
Position 1895: 0.00029119453398621174
Position 1611: 0.0002772160101425203
Position 11623: 0.000274308312298652
Position 2262: 0.00026977640564645236
Position 13169: 0.0002694445144934225
Position 156: 0.00026048194484929864
Position 1311: 0.0002574858572218074
Position 6165: 0.0002485869639488674
Position 895: 0.0002452714204529807
Position 13571: 0.00024342178283701013
Position 12425: 0.0002301853033925613
Position 6959: 0.00022315601783616117
Position 5414: 0.00022240631482322977
Position 5768: 0.00021516968524066377
Position 13431: 0.00020942094683023562
Position 6815: 0.00020839157070584187
Position 2760: 0.00019061895251566176
Position 2829: 0.0001893950572819465
Position 5055: 0.00018874339384125904
Position 5307: 0.0001845092029396947
Position 12319: 0.0001843491824589024
Position 11650: 0.00018215909649847898
Position 11626: 0.00016635339104465951
Position 231: 0.00015308426711642848
Position 492: 0.00014824141125356998
Position 7960: 0.00014451841925786177
Position 13138: 0.00013553926261333936
Position 6438: 0.0001355261069431346
Position 6692: 0.00013495112756494403
Position 913: 0.00012888013938195742
Position 12567: 0.00012647704816023709
Position 4423: 0.00011985440737689607
Position 5773: 0.00011771531126109503
Position 6130: 0.00011679269042263037
Position 1873: 0.00010474833599273871
Position 2046: 0.00010161680507049425
Position 143: 9.529342928370042e-05
Position 172: 9.17070503936337e-05
Position 12798: 8.901105061940127e-05
Position 12834: 8.64419113792839e-05
Position 11705: 8.340006454147445e-05
Position 931: 8.078420115221521e-05
Position 4968: 7.973934990074974e-05
Position 403: 7.651066332677088e-05
Position 4146: 7.262616407285812e-05
Position 12871: 6.843488107057163e-05
Position 717: 5.8108259978584233e-05
Position 2764: 5.320741364897825e-05
Position 13235: 5.042159725548747e-05
Position 670: 5.0211687671213136e-05
Position 2834: 4.71937253126852e-05
Position 122: 4.695518421844236e-05
Position 13410: 4.2800218961883974e-05
Position 292: 4.2146281398349534e-05
Position 479: 4.003759235897004e-05
Position 579: 3.516638066253345e-05
Position 10007: 3.1006613983485094e-05
Position 12668: 3.034663519514261e-05
Position 498: 3.019886353731785e-05
Position 1605: 2.9727079589167917e-05
Position 11785: 2.750653966419795e-05
Position 13021: 2.6996784839095068e-05
Position 12945: 2.0900786708064226e-05
Position 12808: 2.0679748333232112e-05
Position 12103: 1.888777126321117e-05
Position 2107: 1.872471388747752e-05
Position 11699: 1.7644537081762892e-05
Position 1020: 1.6709015237563512e-05
Position 2368: 1.6527082184814716e-05
Position 1991: 1.516284321370083e-05
Position 12907: 1.446285622635683e-05
Position 1749: 1.4109507205095849e-05
Position 11591: 1.3610052632719846e-05
Position 2052: 1.3201241548226426e-05
Position 974: 1.3047281816606156e-05
Position 11987: 1.1835544362011267e-05
Position 11717: 9.28295485869934e-06
Position 2350: 9.272660377734613e-06
Position 12296: 8.707148274160031e-06
Position 9544: 8.339412689443817e-06
Position 12029: 8.216390951643575e-06
Position 12684: 6.544151823979e-06
Position 2247: 6.531708293523051e-06
Position 12091: 6.384269428102509e-06
Position 12823: 5.989384642269099e-06
Position 12633: 5.804888989949931e-06
Position 9364: 5.727814360100115e-06
Position 2021: 5.378511981634984e-06
Position 1649: 4.112817442052391e-06
Position 12820: 4.030991246449896e-06
Position 12082: 4.006373580885729e-06
Position 9269: 3.97137169083702e-06
Position 13425: 3.949375842433192e-06
Position 725: 3.8179417007774886e-06
Position 1586: 3.657799269012022e-06
Position 816: 3.611902632290301e-06
Position 11774: 3.213391132495566e-06
Position 12811: 3.1701542967544857e-06
Position 12146: 2.9002028992516325e-06
Position 634: 2.845204143855241e-06
Position 476: 2.7499876764783654e-06
Position 12856: 2.7259127115646365e-06
Position 12612: 2.7233638886074043e-06
Position 1396: 2.5812745769207573e-06
Position 13456: 2.527116062101246e-06
Position 13070: 2.4165159068547163e-06
Position 12100: 2.358073246900021e-06
Position 13240: 2.237547940115027e-06
Position 4101: 2.136991495619233e-06
Position 1439: 1.7500728725648251e-06
Position 12844: 1.5712765745177036e-06
Position 3703: 1.507383229619642e-06
Position 327: 1.4221952305012152e-06
Position 3806: 1.420067864638256e-06
Position 11846: 1.3004166255399235e-06
Position 12961: 1.2901796182170286e-06
Position 13089: 1.251318707443619e-06
Position 1027: 1.2264652410683643e-06
Position 617: 7.198433564738621e-07
Position 442: 6.637242262883846e-07
Position 12032: 6.025969310034658e-07
Position 1634: 5.348651616137525e-07
Position 311: 4.905192576052796e-07
Position 1109: 4.1350423893847387e-07
Position 1000: 3.034301758707518e-07
Position 2801: 2.954585917569661e-07
Position 392: 6.944335851849965e-08
Position 304: 4.68665034360647e-08
Position 12901: 4.5920894366632484e-08
Position 12877: 4.587200795378705e-08
Position 12814: 4.169280101174014e-08
Position 12924: 4.001164721751927e-08
Position 12916: 3.466665832031098e-08
Position 245: 2.6635999723910614e-08
Position 12949: 2.283830027719652e-08
Position 160: 1.4817176184642255e-08
Position 451: 1.3410631852282156e-08
Position 1288: 1.3263388519857082e-08
Position 148: 3.942420023390322e-09
Position 1476: 3.5874286359560956e-09
Position 11843: 2.131446218980604e-09
Position 11731: 2.6867818207073474e-10
Position 12200: 2.341309670537629e-10
