Gene = M6
Position 1435: 8.522023587610122e-06
Position 963: 8.487178780927386e-06
Position 1013: 7.505614411178691e-06
Position 288: 4.052222749332441e-06
Position 394: 3.83978857338107e-06
Position 172: 3.633648425979148e-06
Position 241: 2.3305621596313934e-06
Position 3558: 1.5173770310142156e-06
Position 1379: 1.1761807272835667e-06
Position 183: 7.332169675913041e-07
Position 253: 7.205520276557603e-07
Position 843: 7.111102831925783e-07
Position 1279: 6.714499036034845e-07
Position 73: 5.705265048363698e-07
Position 4419: 4.7015359723429967e-07
Position 155: 2.426379305348927e-07
Position 250: 2.016269696426356e-07
Position 189: 1.1516791860947963e-07
Position 4423: 1.0523728367478901e-07
Position 342: 4.102058112429582e-08
Position 3785: 3.046884166297857e-08
Position 115: 2.1472543994996583e-08
Position 106: 9.831671392208206e-09
Position 3849: 8.434977081177561e-09
Position 163: 5.474279794242375e-09
Position 3870: 3.6125384561211886e-09
Position 3766: 3.5317320368898846e-09
Position 445: 3.4244462543017132e-09
Position 1110: 6.017654492965148e-10
Position 259: 2.7179565597796386e-10
Position 1133: 5.16755966486167e-11
Position 255: 2.106095156038526e-16
