Gene = BHD
Position 905: 9.314328264780732e-07
Position 334: 7.498706767049296e-07
Position 1170: 7.065162095734472e-07
Position 1133: 6.648879624278882e-07
Position 826: 6.627904905676488e-07
Position 488: 5.956407475212291e-07
Position 419: 5.405953297678274e-07
Position 647: 5.224248074865032e-07
Position 1149: 4.923048566467905e-07
Position 572: 4.402874747609609e-07
Position 914: 3.95346809298765e-07
Position 297: 3.7533151769986744e-07
Position 722: 2.602812706524011e-07
Position 1131: 2.1543657882881894e-07
Position 740: 1.7954590036005477e-07
Position 679: 1.47250605125647e-07
Position 933: 1.4452144914154676e-07
Position 1373: 4.1005961608989783e-08
Position 1400: 3.069430550663812e-08
Position 113: 5.314794062317368e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.9423801493337871
Position 1501: 0.9317878718307201
Position 66: 0.05512283290918627
Position 1369: 0.04065836139835901
Position 1146: 0.03275058390655612
Position 75: 0.02151671795026161
Position 1537: 0.016543638871577452
Position 1108: 0.010535820218089081
Position 1346: 0.01052498745600893
Position 539: 0.007771714419530242
Position 512: 0.007412370482013347
Position 1043: 0.006863838807700438
Position 1506: 0.00556710812053944
Position 85: 0.00518076010757421
Position 424: 0.004288093668294462
Position 1642: 0.00296288462865895
Position 467: 0.0025224232857130485
Position 876: 0.002514355741001217
Position 839: 0.0018679863245402348
Position 929: 0.0018138614530808638
Position 1165: 0.0017296295902886087
Position 753: 0.0014049155647240855
Position 989: 0.0011954005656863974
Position 485: 0.001165376186484332
Position 1162: 0.0009709029895870151
Position 856: 0.0007125131613449563
Position 90: 0.0004069843937241626
Position 1472: 0.0003755175707148189
Position 268: 0.0003024996458452013
Position 944: 0.00022765875834332376
Position 518: 0.0001753618061990225
Position 1394: 0.00015229272969753335
Position 1414: 0.00013029273356644268
Position 1016: 0.00012599811591386986
Position 271: 0.00011430303943074184
Position 820: 8.901689780467475e-05
Position 161: 8.527125449664972e-05
Position 584: 8.402153058065637e-05
Position 1012: 8.226529007373296e-05
Position 699: 6.990739831096793e-05
Position 1544: 6.656491347698705e-05
Position 608: 6.419248490797931e-05
Position 659: 5.884793895956368e-05
Position 108: 4.317169035667484e-05
Position 776: 4.128601101323867e-05
Position 817: 3.1570493352764204e-05
Position 722: 2.919302005598089e-05
Position 1115: 2.326185527877468e-05
Position 563: 2.2908531279228166e-05
Position 902: 2.2500973564897077e-05
Position 1574: 2.1531330176726893e-05
Position 588: 2.093778141206416e-05
Position 1648: 2.008299937395455e-05
Position 1058: 1.947927006261775e-05
Position 128: 1.8654461932631494e-05
Position 947: 1.479595142098353e-05
Position 1233: 1.3937095267496796e-05
Position 1559: 1.2211772492267188e-05
Position 206: 1.1947167834695588e-05
Position 87: 1.0895327858970834e-05
Position 1622: 9.409999887120513e-06
Position 566: 8.624614239877971e-06
Position 950: 7.659201974285396e-06
Position 605: 6.761122633730798e-06
Position 248: 6.221987956269944e-06
Position 1411: 5.750685568894705e-06
Position 578: 5.424595303614046e-06
Position 931: 4.490607030770209e-06
Position 301: 4.073701193392562e-06
Position 620: 4.0128122895478905e-06
Position 599: 3.8145015564768806e-06
Position 1002: 3.700919242267227e-06
Position 203: 3.600365404721784e-06
Position 1556: 3.3866263223837642e-06
Position 308: 3.100340630012491e-06
Position 1000: 2.97792166786783e-06
Position 1214: 1.5847218366055865e-06
Position 1586: 1.3155625780679144e-06
Position 453: 1.20314270410158e-06
Position 1606: 7.168528279570153e-07
Position 554: 5.930291840777439e-07
Position 1420: 5.602467190506785e-07
Position 614: 5.45256705291451e-07
Position 1298: 5.213344929221818e-07
Position 347: 5.2124882164091e-07
Position 179: 3.202334002048128e-07
Position 1378: 1.4140936971645126e-07
Position 1433: 1.1705267570857796e-07
Position 169: 4.37367607053823e-09
Position 385: 3.2599410249991353e-09
Position 361: 1.719386566525641e-09
Position 334: 1.6513361788334257e-09
Position 215: 1.1485178360109996e-09
Position 326: 1.054850688461686e-09
Position 283: 1.0212818928797372e-09
Position 389: 5.74252361879077e-10
Position 344: 1.074184718967615e-10
Position 439: 2.6133203036853205e-11
Position 185: 1.729410230343729e-11
Position 367: 1.6976110615762514e-11
Position 398: 1.0446967005551435e-12
Position 457: 9.692697321078401e-17
