Gene = ntc
Position 1426: 0.0005555523989963114
Position 574: 0.0005423086442322406
Position 2290: 0.0005193751428243964
Position 441: 0.000320258298664468
Position 681: 0.00029798857802263166
Position 1732: 0.0002881525837774343
Position 1655: 0.0002744034954928706
Position 1152: 0.000257456512556386
Position 1705: 0.00025245527850544907
Position 1727: 0.0002522941905957986
Position 1311: 0.00024511370409692067
Position 2457: 0.00024130268438766336
Position 1471: 0.00020921341641022228
Position 904: 0.00017336859115184037
Position 2329: 0.0001723397900810238
Position 1708: 0.00016049313953865978
Position 2260: 0.00012721857952472553
Position 1132: 0.00011316519074939241
Position 1792: 8.272304361323329e-05
Position 1483: 6.185066940911924e-05
Position 301: 6.151157010002043e-05
Position 1822: 5.757488360711289e-05
Position 1352: 5.613256609256258e-05
Position 2062: 4.992466740779748e-05
Position 2461: 3.8262465075832325e-05
Position 293: 3.7093556326728214e-05
Position 1009: 2.8355298107440092e-05
Position 453: 2.7667046056610502e-05
Position 1552: 2.506521117723249e-05
Position 1921: 2.4376960249155674e-05
Position 2413: 2.235640836126892e-05
Position 1490: 2.0858443211291943e-05
Position 2001: 1.9932694040549097e-05
Position 121: 1.5392318623784354e-05
Position 1729: 1.1950910601258242e-05
Position 2567: 1.047863004129383e-05
Position 2409: 9.649874594850464e-06
Position 188: 9.222262313468262e-06
Position 314: 8.819311708345934e-06
Position 2230: 8.712512934190682e-06
Position 382: 8.19487173547757e-06
Position 586: 7.585873268740177e-06
Position 2341: 7.156430297780344e-06
Position 2579: 6.709107156697108e-06
Position 583: 5.557396188756098e-06
Position 180: 4.6594618958076616e-06
Position 806: 2.6236256990268182e-06
Position 238: 2.1731626059984413e-06
Position 616: 1.1381287040476357e-07
Position 660: 4.909594524235372e-08
Position 637: 8.029132560303471e-09
Position 804: 5.5144058889854955e-09
Position 626: 5.1979154075602e-09
Position 602: 2.665452499445844e-10
