Gene = mEFTs
Position 1202: 0.0182318637906162
Position 1141: 0.008055165229685472
Position 1452: 0.006558855158257659
Position 1443: 0.002789546543448556
Position 1557: 0.0020495667068452504
Position 1157: 0.001782956389493719
Position 742: 0.0011890735991510093
Position 1482: 0.0011090177957983932
Position 1491: 0.00045636269410770597
Position 1383: 0.000396082691123394
Position 1748: 0.00035421150870277673
Position 1560: 0.00021512356252839797
Position 1515: 0.0001590363412065985
Position 1602: 0.00014751112679973956
Position 1581: 0.00010403146339407383
Position 1509: 8.709649013583507e-05
Position 86: 8.422442575381287e-05
Position 127: 7.966158593126649e-05
Position 1819: 5.535579716230561e-05
Position 1530: 4.6415513500062094e-05
Position 247: 4.095323434107337e-05
Position 846: 3.279331974554783e-05
Position 1305: 2.740236284231282e-05
Position 303: 2.6029810055581774e-05
Position 1689: 2.4105306420250075e-05
Position 451: 2.3925622323437678e-05
Position 1115: 2.38016568085244e-05
Position 1756: 2.255897228867382e-05
Position 264: 2.1663786247864726e-05
Position 1641: 2.1601391147322934e-05
Position 1722: 1.9526459280542318e-05
Position 93: 1.2620535269663005e-05
Position 412: 1.1984331542271092e-05
Position 831: 1.1780490172733213e-05
Position 352: 1.1621773236859178e-05
Position 297: 1.139371557514665e-05
Position 1539: 1.0620105568614255e-05
Position 976: 8.993264572059656e-06
Position 1372: 8.624417560690091e-06
Position 1454: 8.596385781301503e-06
Position 1695: 8.437912395153081e-06
Position 1408: 6.312094727435561e-06
Position 1323: 4.5152241346098706e-06
Position 843: 4.074380523304468e-06
Position 524: 3.8358772861187404e-06
Position 392: 2.784181571531106e-06
Position 996: 2.708887899819651e-06
Position 916: 2.5341181108508724e-06
Position 980: 2.129489962359897e-06
Position 672: 1.967007900763747e-06
Position 1664: 1.8425432831873812e-06
Position 1762: 1.6583200255636324e-06
Position 1605: 1.3810178005335905e-06
Position 1218: 1.3725814457513747e-06
Position 204: 1.3632271288089415e-06
Position 870: 1.32378711512154e-06
Position 1392: 1.0362647334077276e-06
Position 98: 8.300685949317135e-07
Position 1648: 7.712492403584547e-07
Position 143: 7.571317101313645e-07
Position 349: 4.785010488251303e-07
Position 1719: 4.6752181767198985e-07
Position 1524: 3.8659239086146947e-07
Position 852: 3.4636707012850894e-07
Position 879: 2.8489102053868707e-07
Position 886: 2.8226044786107355e-07
Position 328: 2.80857188208925e-07
Position 578: 1.703150015307325e-07
Position 1711: 1.3491283864978317e-07
Position 581: 7.931045450879198e-08
Position 1729: 7.343788968926746e-08
Position 892: 5.411775178769501e-08
Position 1671: 4.3237689786721e-08
Position 358: 3.918930419549592e-08
Position 963: 3.65297862535233e-08
Position 1060: 2.511205799619542e-08
Position 521: 2.143027692722931e-08
Position 217: 1.4983224957077553e-08
Position 544: 6.006919839702092e-09
Position 653: 3.152669588803837e-09
Position 645: 2.1423622618295913e-09
Position 548: 2.127549011191715e-09
Position 336: 2.0881371572584025e-09
Position 674: 1.8707950230041164e-09
Position 1071: 1.6020937655514057e-09
Position 633: 1.3106924844845775e-09
Position 951: 7.918650246599139e-10
Position 360: 4.938200400295871e-10
Position 622: 3.529107494834608e-10
Position 220: 1.8900526847739125e-10
Position 593: 8.627150817001256e-11
Position 1272: 4.9242730904457436e-11
Position 526: 2.699563107242276e-11
Position 590: 1.1805521800190769e-11
Position 1221: 7.610224153811947e-13
