Gene = comm3
Position 2065: 1.0319210854594544e-13
Position 2372: 9.632163460002335e-14
Position 1632: 7.859581377076691e-14
Position 4828: 7.20537446893773e-14
Position 2137: 5.756341651135813e-14
Position 9479: 5.034498035373384e-14
Position 1889: 3.959907170549175e-14
Position 9061: 3.901275517945821e-14
Position 1857: 3.801228955480585e-14
Position 2017: 3.686072459505267e-14
Position 2207: 3.262580946666546e-14
Position 1634: 2.6309616568770814e-14
Position 1811: 2.388556050897453e-14
Position 1636: 2.2801812403818226e-14
Position 1215: 2.048200150302808e-14
Position 770: 1.788457732254745e-14
Position 1638: 1.5273197578563742e-14
Position 2045: 1.451521724481843e-14
Position 4493: 1.3812631464346315e-14
Position 1640: 1.3701416334497305e-14
Position 1642: 1.167318169941018e-14
Position 1276: 1.1365924805535598e-14
Position 1652: 7.41564149557319e-15
Position 9475: 7.375046672908381e-15
Position 1604: 7.014062871173463e-15
Position 1931: 6.056605946018543e-15
Position 2458: 5.7920580944471695e-15
Position 1747: 5.5344485084433425e-15
Position 979: 5.082901175378944e-15
Position 1896: 4.622986482309659e-15
Position 1345: 4.5135751024163e-15
Position 1574: 3.3661280740080994e-15
Position 1427: 2.905346100207487e-15
Position 6002: 2.798971144443312e-15
Position 6466: 1.8241542312037405e-15
Position 5829: 9.98130496156279e-16
Position 5704: 9.101191831950228e-16
Position 4690: 1.6418615274050845e-18
Position 3645: 4.730480367493495e-19
Position 1226: 3.75831260202219e-20
Position 874: 3.028492733743128e-20
Position 683: 1.360240925709503e-20
Position 669: 1.0347951322546357e-20
Position 1033: 6.122558903788137e-21
Position 1794: 5.636469930557517e-21
Position 1479: 3.86997206144528e-21
Position 1017: 2.005963154497411e-21
Position 2107: 1.8174136126416117e-21
Position 601: 5.241395714025512e-22
Position 613: 4.494706586977917e-22
Position 1774: 1.2850268729731516e-22
Position 1186: 6.219805081712893e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 33739: 0.9948994262220878
Position 8718: 0.16129380397228543
Position 628: 0.1572453043610056
Position 6748: 0.006745205137357089
Position 30078: 0.00482399384159361
Position 8691: 0.004627622350879309
Position 8445: 0.002393622748556186
Position 1468: 0.0021326838057010578
Position 7701: 0.0021090231460288906
Position 8733: 0.0018337737614829775
Position 1233: 0.0017364734119277104
Position 2495: 0.001613740642149024
Position 160: 0.0014727390154302606
Position 6089: 0.0014068146836831307
Position 7674: 0.0012622695205503414
Position 4933: 0.0011074112791944605
Position 6778: 0.0009962524691365202
Position 8483: 0.0008203598818132018
Position 8603: 0.0008022397195968616
Position 4640: 0.0007755046883521562
Position 7745: 0.0006456781768742185
Position 2622: 0.0006125984212907399
Position 1441: 0.00047669152693784726
Position 2539: 0.0004311679266826279
Position 5064: 0.0004218654381588367
Position 4897: 0.00041350458690242
Position 5104: 0.00040155206145051455
Position 7375: 0.0003573195107348312
Position 376: 0.0003135246464487396
Position 4567: 0.00029912610969761073
Position 28538: 0.000265851646461043
Position 7127: 0.00024184147740176703
Position 6868: 0.00023445122316405483
Position 4977: 0.0002142491808098752
Position 7705: 0.00020452428888910695
Position 4762: 0.00019613335785598072
Position 2595: 0.00019373213459047555
Position 236: 0.00019096231108028027
Position 1527: 0.00016926419844976405
Position 5089: 0.0001527778558960854
Position 5167: 0.0001288618263779986
Position 2562: 0.00012066806336194517
Position 223: 0.0001202699871547857
Position 4302: 9.7966889850811e-05
Position 100: 9.633034713262264e-05
Position 178: 9.513720533803338e-05
Position 5036: 8.537990136048236e-05
Position 5369: 8.46493737105544e-05
Position 899: 8.183141369862311e-05
Position 5323: 7.283864499456424e-05
Position 6173: 7.051428614858311e-05
Position 1729: 6.819383923983564e-05
Position 5437: 6.294869585743078e-05
Position 6062: 6.149234722405539e-05
Position 6300: 4.732956303566286e-05
Position 4980: 4.1642099058329944e-05
Position 2137: 4.0268007639045675e-05
Position 5452: 3.382317646229345e-05
Position 206: 3.3814022416233405e-05
Position 2520: 3.358499188575251e-05
Position 507: 3.2380693086104606e-05
Position 4434: 3.187049375963087e-05
Position 4144: 3.001438554680499e-05
Position 217: 2.2948412355168614e-05
Position 4688: 1.6374479743715727e-05
Position 5075: 1.540328703434142e-05
Position 2177: 1.3645156100770389e-05
Position 4827: 1.27259876675761e-05
Position 5383: 1.1902857028702843e-05
Position 26199: 1.048685520944876e-05
Position 4466: 9.544240853497525e-06
Position 4599: 9.240575103648182e-06
Position 2095: 9.078089716217343e-06
Position 2265: 8.818705587140072e-06
Position 3735: 8.678103248331067e-06
Position 1857: 6.14007378192377e-06
Position 320: 4.028013627389314e-06
Position 23368: 2.249926497978631e-07
Position 4184: 7.478300090208386e-08
Position 1137: 3.472887382931845e-08
Position 2364: 2.4051480557173163e-08
Position 874: 1.935873437268029e-08
Position 891: 1.860666158152142e-08
Position 1482: 1.653168733227722e-08
Position 1583: 1.6014217768216402e-08
Position 353: 1.373924004110152e-08
Position 438: 1.2784783869810779e-08
Position 80: 1.274315979105359e-08
Position 19669: 4.981134434188122e-09
Position 19831: 3.273743443356493e-09
Position 20149: 3.177856164257297e-09
Position 16215: 2.3674440459771625e-09
Position 19974: 1.8504309356086311e-09
Position 14553: 4.5568222878519855e-10
Position 18112: 3.8363769670035614e-10
Position 16952: 1.8908063029120195e-10
Position 15291: 1.1806192528491186e-10
Position 16502: 8.159761894087565e-11
Position 16487: 7.893680468777956e-11
Position 8899: 6.406210111082593e-11
Position 15329: 3.6699360988633245e-11
Position 8964: 8.05205615491353e-12
Position 8887: 6.6337638796178945e-12
Position 12637: 5.6597126748706e-12
Position 14133: 5.147007995469275e-12
Position 14064: 3.2050259930428123e-12
Position 10047: 1.5932713579437663e-12
Position 10778: 1.3406772967251513e-12
Position 10899: 1.059786648220597e-12
Position 12595: 5.958873205629308e-13
Position 9032: 4.0152540361622763e-13
Position 11354: 3.0843712096524794e-13
Position 9867: 2.851776010406863e-13
Position 9113: 2.762252248227191e-13
Position 9789: 1.8214494902954715e-13
Position 2347: 1.7721274869360982e-13
Position 11953: 1.2096646722802225e-13
Position 10354: 9.4729648782798e-14
Position 11419: 7.228294956836395e-14
Position 10836: 5.5551559459265887e-14
Position 11055: 5.3208680968739934e-14
Position 11321: 5.051950285778211e-14
Position 10978: 3.6441184282445616e-14
Position 4112: 3.1178260655042994e-14
Position 3929: 2.7258591014914883e-14
Position 3938: 2.5567098489688396e-14
Position 3322: 2.349928540599593e-14
Position 4648: 2.00351981035265e-14
Position 3962: 1.8805579705945327e-14
Position 10274: 1.1993448439772846e-14
Position 2152: 7.17693348367318e-15
Position 9814: 7.046325312366628e-15
Position 9792: 6.387637793547341e-15
Position 2098: 5.056420199477663e-15
Position 9422: 4.768802353621521e-15
Position 2038: 4.530987785745326e-15
Position 1600: 3.5280579856801006e-15
Position 1337: 3.027631155909681e-15
Position 710: 2.535974982304124e-15
Position 8923: 2.21056079074753e-15
Position 1766: 2.2094747574739924e-15
Position 906: 2.070243685491674e-15
Position 1553: 2.0658162831387347e-15
Position 8980: 2.0479041248984965e-15
Position 741: 1.9264930460031397e-15
Position 1662: 1.802947912491518e-15
Position 2141: 1.6501000274804778e-15
Position 1377: 1.4963529657976052e-15
Position 923: 1.3879698053253826e-15
Position 1215: 1.1436709875662003e-15
Position 838: 9.578218840056147e-16
Position 2058: 9.44198838250424e-16
Position 1067: 9.406216485374406e-16
Position 747: 7.519845195607374e-16
Position 1449: 7.378943841030099e-16
Position 1406: 6.457623657826321e-16
Position 7410: 3.985023995467536e-16
Position 7254: 3.875040236369823e-16
Position 258: 3.852314453096212e-16
Position 6488: 3.2744002049839847e-16
Position 6679: 3.0668434343385595e-16
Position 132: 3.0335807328422227e-16
Position 5415: 2.945693710005666e-16
Position 128: 2.5696278118324386e-16
Position 482: 2.4564322980240143e-16
Position 6926: 1.5666684155685175e-16
Position 1276: 1.467759625021131e-16
Position 6370: 8.357501345995523e-17
Position 471: 7.960238256043909e-17
Position 452: 4.7211847364157586e-17
Position 3078: 4.613417202513031e-17
Position 1909: 3.7326124278124734e-17
Position 2935: 2.6080365099031708e-17
Position 990: 1.385993691838038e-17
Position 835: 1.0319534308013443e-17
Position 992: 9.782797674538217e-18
Position 2903: 9.322139691053978e-18
Position 1345: 8.004572242910447e-18
Position 3404: 7.095402875548005e-18
Position 1566: 6.788693341646523e-18
Position 3665: 6.437767713131035e-18
Position 3083: 5.997136261748043e-18
Position 3797: 5.819308180120723e-18
Position 802: 5.505018670001242e-18
Position 985: 5.4256346395398675e-18
Position 3254: 4.763505073847329e-18
Position 2769: 4.746015959439444e-18
Position 4120: 4.704604508334413e-18
Position 3566: 2.9874026827816963e-18
Position 916: 1.9827540099986487e-18
Position 49: 1.6862811267841609e-18
Position 517: 1.6301081708262454e-18
Position 3280: 1.5795784865725375e-18
Position 904: 7.384867993895774e-19
Position 536: 3.229690679945718e-19
Position 1086: 2.9481884900994055e-19
Position 797: 2.760321030840325e-19
Position 322: 2.5612562246650617e-19
Position 342: 5.3388523808374226e-20
Position 595: 2.885542211154903e-20
Position 136: 4.4384935886559175e-21
Position 768: 3.235672805482165e-23
Position 669: 1.3840613734467232e-23
Position 562: 4.265987231891732e-24
Position 738: 2.936870393644426e-24
Position 758: 2.524259174754403e-25
Position 659: 1.0323339241989068e-25
Position 576: 5.810404801251543e-27
