Gene = Ge-1
Position 331: 0.00031393644242886255
Position 1274: 0.00029038136907951503
Position 313: 0.00027722389416708103
Position 444: 0.0002540122825728364
Position 1433: 0.00024230096283632484
Position 1051: 0.00022988064949569522
Position 3485: 0.00022785739593355288
Position 1240: 0.000203221035477685
Position 1851: 0.00019902493175428905
Position 1166: 0.00019547853252045564
Position 1719: 0.0001907094136709315
Position 246: 0.00016958247011207757
Position 5233: 0.00016679857153089088
Position 2821: 0.00016592009615411417
Position 4071: 0.00015941093613665956
Position 3439: 0.0001534218722774795
Position 1307: 0.00015006768747522896
Position 176: 0.00013487855433771994
Position 5438: 0.00012755206146739504
Position 216: 0.00012361193652011957
Position 4210: 0.00012218787165679278
Position 792: 0.00010044061444048663
Position 2760: 9.993122574310936e-05
Position 4088: 9.44271385846278e-05
Position 46: 9.06539227984295e-05
Position 5150: 9.032942334893091e-05
Position 165: 8.857353280642652e-05
Position 3488: 8.222045000847473e-05
Position 2001: 7.277905001951296e-05
Position 68: 7.209815454989683e-05
Position 1078: 7.127208107336028e-05
Position 3345: 7.079884868431108e-05
Position 804: 6.986601614771027e-05
Position 252: 6.43407708008368e-05
Position 409: 5.475214061571749e-05
Position 1543: 5.3947574861017557e-05
Position 293: 5.2662968434543385e-05
Position 3718: 5.0396023689776916e-05
Position 5420: 4.4190573996902454e-05
Position 4294: 4.340840278247819e-05
Position 4677: 4.1454191790669e-05
Position 3882: 3.970855358607938e-05
Position 3075: 3.5940434601688145e-05
Position 2070: 3.412015118782265e-05
Position 5311: 3.353183010920445e-05
Position 4611: 3.352559381811406e-05
Position 2346: 3.070556132343298e-05
Position 4309: 3.02172021764213e-05
Position 243: 2.8076670889759535e-05
Position 325: 2.8057871293544216e-05
Position 2669: 2.7213341358347247e-05
Position 2509: 2.5746651471072892e-05
Position 5140: 2.5378860299258606e-05
Position 4049: 2.4151608042670284e-05
Position 3544: 2.400859407547148e-05
Position 1076: 2.1401254500554793e-05
Position 5314: 1.9975440398086306e-05
Position 5375: 1.9360471403881107e-05
Position 2012: 1.9297812690429227e-05
Position 2260: 1.768452497422748e-05
Position 4495: 1.762035211112721e-05
Position 4010: 1.6922843521097167e-05
Position 5335: 1.67338203910408e-05
Position 2199: 1.6429468916726535e-05
Position 1800: 1.597094272125763e-05
Position 280: 1.5533356711499255e-05
Position 451: 1.5486025509842967e-05
Position 5103: 1.497143166463083e-05
Position 5226: 1.4676082490933118e-05
Position 115: 1.0988053595396855e-05
Position 1854: 1.0966353751359018e-05
Position 2364: 1.0494173224424918e-05
Position 3429: 9.725968865058849e-06
Position 763: 9.389677519082781e-06
Position 5620: 7.55092402668979e-06
Position 3343: 7.08051673124552e-06
Position 1412: 6.526123518146298e-06
Position 3491: 6.487801871169839e-06
Position 4667: 6.2599622746382685e-06
Position 1839: 5.355148391993368e-06
Position 4799: 5.0404566785298505e-06
Position 3971: 4.903080053091668e-06
Position 2521: 4.640062995505877e-06
Position 278: 4.213904557262924e-06
Position 5480: 3.908801866874399e-06
Position 1402: 3.898353169027547e-06
Position 3303: 3.473807168811033e-06
Position 5078: 3.2163793365968163e-06
Position 1661: 3.1749589022840867e-06
Position 4075: 2.885901902005274e-06
Position 421: 2.66196434277429e-06
Position 130: 2.554422716815537e-06
Position 2119: 2.4914629391757493e-06
Position 2410: 2.3351716584023013e-06
Position 5092: 2.268013650029121e-06
Position 323: 2.133005848038662e-06
Position 4139: 2.081043050042265e-06
Position 5154: 2.071446153068782e-06
Position 4111: 2.046148229788557e-06
Position 5359: 1.924071672603386e-06
Position 3767: 1.907114635910339e-06
Position 120: 1.6999239798461835e-06
Position 2361: 1.6617267116749723e-06
Position 3219: 1.4889674883025846e-06
Position 5110: 1.2502023994735097e-06
Position 385: 1.2437657097007587e-06
Position 5424: 1.2315652796810796e-06
Position 4073: 1.1872826772399841e-06
Position 4214: 1.1106720187166804e-06
Position 4058: 1.073254036794982e-06
Position 2882: 1.0718862768891492e-06
Position 896: 1.062371199273965e-06
Position 2389: 1.0191689727355253e-06
Position 924: 9.363434936142564e-07
Position 89: 8.86319401269063e-07
Position 818: 8.028390519545812e-07
Position 3906: 8.019810287337554e-07
Position 2996: 7.992216016518706e-07
Position 2149: 7.979167642763165e-07
Position 2592: 7.47790158343032e-07
Position 2338: 7.228517972845997e-07
Position 2847: 6.973240912737398e-07
Position 155: 6.533378431957801e-07
Position 5446: 6.37422286808389e-07
Position 826: 5.641513294462347e-07
Position 5319: 5.492185568190607e-07
Position 4216: 3.8109955812476147e-07
Position 721: 3.5501578477749235e-07
Position 697: 2.780739110752391e-07
Position 752: 2.6219841941221307e-07
Position 2265: 2.5720052123945233e-07
Position 1749: 2.475946283134188e-07
Position 413: 2.410259946761804e-07
Position 652: 1.2576085632170858e-07
Position 832: 9.429714209181083e-08
Position 4167: 7.965192717018823e-08
Position 2097: 6.274483252877089e-08
Position 4224: 5.615118415744834e-08
Position 739: 3.870484378068385e-08
Position 2072: 3.2762266873140803e-08
Position 781: 3.0752232871528476e-08
Position 1742: 2.5584694601157556e-08
Position 4: 2.2615715095469097e-08
Position 432: 1.4999135521539958e-08
Position 926: 1.1013759005298455e-08
Position 1692: 7.878279646311683e-09
Position 1723: 5.2929645891208785e-09
Position 1775: 2.377786397511816e-09
Position 4467: 1.1483148867708374e-09
Position 4804: 1.0239291024906134e-09
Position 1652: 9.366648091772523e-10
Position 1394: 6.509422888444812e-10
Position 1376: 6.476768592143787e-10
Position 1298: 5.367505616185638e-10
Position 1920: 3.968800383092243e-10
Position 1343: 3.942282548976798e-10
Position 4992: 2.7166319459528057e-10
Position 1551: 2.6589205060459415e-10
Position 4879: 2.2734305942698753e-10
Position 953: 1.9957071507228726e-10
Position 999: 1.1277585191576112e-10
Position 4498: 8.443980844748426e-11
Position 5029: 6.571873890246188e-11
Position 3914: 5.949918747260158e-11
Position 3938: 1.3181207117454216e-11
Position 4226: 9.150181945464708e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1903: 0.9992071787397727
Position 5010: 0.9967222623556387
Position 4412: 0.9921911628641519
Position 4186: 0.9915258756690628
Position 3588: 0.9850388254587464
Position 662: 0.9800611396398957
Position 3882: 0.9582648255184711
Position 1592: 0.8354174764825252
Position 1133: 0.6793602695638831
Position 313: 0.6573154297532381
Position 3991: 0.09264041078716839
Position 1343: 0.07892319886829584
Position 4684: 0.07753124112442723
Position 1019: 0.04951655836804091
Position 1102: 0.042125476633628756
Position 3021: 0.02915921017064852
Position 1322: 0.023915792532261695
Position 3348: 0.020221932513524905
Position 2721: 0.019342932378185514
Position 1307: 0.019057294020859473
Position 1422: 0.018304233119861783
Position 470: 0.017982993936312107
Position 3385: 0.01784133924836964
Position 2949: 0.01734884011780443
Position 3922: 0.013309655150176375
Position 376: 0.013015040489001624
Position 3240: 0.012839084344052502
Position 389: 0.01280421081255291
Position 3594: 0.01198142763420801
Position 1556: 0.011515892174044506
Position 1351: 0.010758880399449751
Position 1419: 0.007160004225266224
Position 2776: 0.0070501322621522545
Position 2369: 0.007045661868773624
Position 2578: 0.0058770050292877105
Position 704: 0.004884813945753358
Position 966: 0.0048197283991519325
Position 1637: 0.004303215001528305
Position 4771: 0.003968451760027993
Position 3318: 0.003907931499144932
Position 4236: 0.003441114784984586
Position 497: 0.0030919613677960465
Position 1145: 0.0024358630650248053
Position 467: 0.002386750918197411
Position 4716: 0.002255880691233656
Position 4269: 0.002241405091061218
Position 2561: 0.002240377515602407
Position 4441: 0.002221844619828009
Position 4688: 0.002027939214712103
Position 953: 0.002027409585477643
Position 429: 0.0015773163165373346
Position 2254: 0.0015759060617981365
Position 2338: 0.001562262259295131
Position 4423: 0.0014988629279744376
Position 2405: 0.0014577642950110699
Position 1425: 0.0014335149931387853
Position 720: 0.001322090193678482
Position 2639: 0.0013174822723844288
Position 2731: 0.0012749484199351215
Position 3531: 0.0012239761574369895
Position 1614: 0.0011800986400637777
Position 509: 0.0011435746572846146
Position 5314: 0.000996608164253887
Position 317: 0.0009038600660161214
Position 2818: 0.0008897023675130878
Position 1287: 0.000878205542330032
Position 2793: 0.0007088907923570626
Position 3629: 0.0006924301531641953
Position 1384: 0.0006331023428101769
Position 2111: 0.0005815412662736419
Position 4722: 0.0005562287885653855
Position 4030: 0.0005451626806200117
Position 3391: 0.0005428243083697906
Position 1916: 0.0005297483122086085
Position 5438: 0.00047022060414410614
Position 2978: 0.00045475194658727393
Position 673: 0.0004430096913098815
Position 3123: 0.00038698141000024545
Position 1620: 0.0003581682742821137
Position 1184: 0.0003215286676275615
Position 2270: 0.0003190585741752425
Position 2509: 0.0002931919209163146
Position 5695: 0.0002707807789150245
Position 188: 0.0002666766375227232
Position 3098: 0.00022816191497363047
Position 1159: 0.00022118226499206271
Position 2993: 0.00021654169303307743
Position 5048: 0.0002067440135841552
Position 4891: 0.00019364036675466597
Position 5375: 0.00019012079486588782
Position 4847: 0.00018215505308927002
Position 3886: 0.0001811572778915334
Position 5728: 0.00017885564031391935
Position 4827: 0.00017590507897250065
Position 3224: 0.00017493388062985978
Position 684: 0.00017456201733740103
Position 133: 0.00017239830256101087
Position 4759: 0.00015527494828328323
Position 1601: 0.000154449469698664
Position 1508: 0.00014928268827824306
Position 3934: 0.00014856502037634812
Position 1611: 0.00012568733802513688
Position 714: 0.0001238375874192721
Position 3600: 0.00012259619123090764
Position 5242: 0.00011423834572598565
Position 4210: 0.00011051653856452614
Position 3656: 0.00010426884671634919
Position 2049: 9.852322918249117e-05
Position 2803: 9.825909147461846e-05
Position 4615: 9.616010005924712e-05
Position 4165: 9.247847264265114e-05
Position 762: 8.614308280952877e-05
Position 3533: 8.504065016092381e-05
Position 2195: 8.450963272746695e-05
Position 2996: 8.081543564067846e-05
Position 4857: 7.831940687018858e-05
Position 130: 7.302315368829491e-05
Position 155: 6.941281820931002e-05
Position 1271: 6.807590141616845e-05
Position 528: 6.149205772763948e-05
Position 538: 6.046963232691997e-05
Position 5110: 5.719599761638757e-05
Position 5656: 5.589618537384967e-05
Position 2531: 5.2459864740530335e-05
Position 1955: 5.1425377630954356e-05
Position 2844: 4.35126124594525e-05
Position 5023: 4.2453521752637095e-05
Position 483: 4.088125233974033e-05
Position 5591: 3.672094083921087e-05
Position 4066: 3.166547166134866e-05
Position 2119: 3.141178944187897e-05
Position 440: 3.0366989674040978e-05
Position 4799: 3.0029215544790556e-05
Position 4663: 2.8373638043003066e-05
Position 4621: 2.772588384524231e-05
Position 100: 2.663655913346639e-05
Position 225: 2.6108992918082618e-05
Position 3605: 2.6004697921479788e-05
Position 2966: 2.4230253824514758e-05
Position 185: 2.3542795940890375e-05
Position 619: 2.3138423544675604e-05
Position 5191: 2.1979316130494474e-05
Position 5140: 2.020328593690203e-05
Position 4283: 1.9648030030433685e-05
Position 4303: 1.8873037935217305e-05
Position 5267: 1.8648552832645634e-05
Position 4732: 1.8358875602489968e-05
Position 2459: 1.7812161369418928e-05
Position 120: 1.69723334748581e-05
Position 4453: 1.6707086944154704e-05
Position 5442: 1.6615434420589602e-05
Position 3636: 1.5329721471512004e-05
Position 679: 1.4936176343804634e-05
Position 4595: 1.4551327949315675e-05
Position 896: 1.4516556326406747e-05
Position 1210: 1.4318035628400757e-05
Position 5614: 1.4230391922765171e-05
Position 5331: 1.3005979224223981e-05
Position 2024: 1.2855085759317199e-05
Position 5328: 1.1591450263148302e-05
Position 1191: 1.11887656986274e-05
Position 4933: 1.110894590425867e-05
Position 5319: 1.0829326168050253e-05
Position 1513: 1.0374136526376939e-05
Position 792: 9.697978755675244e-06
Position 444: 9.592897335556955e-06
Position 4335: 9.562405055882594e-06
Position 4637: 8.32022091519471e-06
Position 3767: 8.232052084088836e-06
Position 4583: 7.75418204654445e-06
Position 912: 7.646725789441101e-06
Position 4392: 7.202852418992805e-06
Position 3899: 6.842067320019177e-06
Position 2152: 6.774260859270546e-06
Position 150: 6.734652189084292e-06
Position 4578: 6.466210833202205e-06
Position 3776: 6.252442345416909e-06
Position 5609: 6.027066103817821e-06
Position 5167: 5.617955739475749e-06
Position 5107: 5.4317609348161825e-06
Position 165: 4.7734199038051385e-06
Position 5207: 4.203183813106433e-06
Position 4834: 4.146603520178056e-06
Position 4108: 4.093358145503836e-06
Position 5226: 3.289143678424831e-06
Position 687: 2.862020130263596e-06
Position 4520: 2.8368482359155273e-06
Position 5078: 2.825884003342569e-06
Position 4930: 2.660062760937991e-06
Position 3718: 2.6496314974651907e-06
Position 3653: 2.611880097992568e-06
Position 4294: 2.511759384194292e-06
Position 2146: 2.4284620959716746e-06
Position 768: 2.3966795530967618e-06
Position 3755: 2.0717705309883187e-06
Position 544: 2.0607649611098937e-06
Position 1232: 2.021866852189643e-06
Position 1465: 1.9000456885531286e-06
Position 230: 1.7787984208182118e-06
Position 4632: 1.759496765523175e-06
Position 681: 1.6190317042350405e-06
Position 5718: 1.5545527585296775e-06
Position 103: 1.4776802623517281e-06
Position 5347: 1.443070457067354e-06
Position 5145: 1.3046240410148477e-06
Position 4063: 1.299105203712071e-06
Position 4510: 1.2674987840268427e-06
Position 4570: 1.2358128293327234e-06
Position 4054: 8.514491964820848e-07
Position 4870: 8.220057801674566e-07
Position 774: 6.746110757442293e-07
Position 5271: 6.437308406253269e-07
Position 4049: 6.218876271900024e-07
Position 3800: 6.106794002079878e-07
Position 5354: 5.535265706541897e-07
Position 3722: 5.202855756523701e-07
Position 4658: 4.832897274073356e-07
Position 4729: 4.459594042804064e-07
Position 4527: 4.2171643427471087e-07
Position 4580: 4.187087625612395e-07
Position 804: 3.6143463638587296e-07
Position 2375: 3.2755057018469574e-07
Position 5623: 2.8987691743560764e-07
Position 4460: 1.9046262693670877e-07
Position 572: 1.7759584399387988e-07
Position 191: 1.565840354134329e-07
Position 4266: 1.3711939911871385e-07
Position 849: 1.150069719793731e-07
Position 2423: 8.136562356054513e-08
Position 4093: 7.266202983674476e-08
Position 89: 4.636782034575622e-08
Position 97: 4.3354716334569936e-08
Position 196: 2.057113629983661e-08
Position 580: 6.0361230482763175e-09
Position 1240: 5.67469543508681e-09
Position 68: 2.073155376353719e-09
Position 199: 5.854878451686981e-10
Position 2056: 3.4593292141095435e-11
Position 243: 8.287249126850331e-12
