Gene = barc
Sorted 3' Splice Sites (High to Low Probability):
Position 11841: 0.9969540028661121
Position 12276: 0.9746962488885752
Position 12079: 0.9623242118646775
Position 11606: 0.7755719931682641
Position 8503: 0.5597437912466475
Position 8477: 0.4058667688349778
Position 7714: 0.1697508331266405
Position 11063: 0.13300308546325032
Position 11016: 0.09659275531247327
Position 9456: 0.07965069722476176
Position 7588: 0.06944052114529795
Position 4252: 0.043868994117095605
Position 398: 0.04216436680449974
Position 11640: 0.037990690338311206
Position 9948: 0.03177468790294064
Position 572: 0.02322875276021096
Position 6257: 0.017275969878321838
Position 4418: 0.01600624050244252
Position 9013: 0.015014389162557056
Position 12338: 0.013930917894505533
Position 2021: 0.012401027270887688
Position 8773: 0.010232174556861519
Position 9177: 0.009995799840017564
Position 12067: 0.007708515135268832
Position 12098: 0.007304134303905251
Position 102: 0.0071656176626877085
Position 9578: 0.007128777808422509
Position 9164: 0.007092341803509485
Position 9232: 0.006793118283862085
Position 11225: 0.006421757998235621
Position 2078: 0.006354229996264141
Position 10992: 0.00604274514297348
Position 8917: 0.005203775758853712
Position 10049: 0.004657593823148964
Position 2393: 0.004218165934187262
Position 4715: 0.004165390446321153
Position 1203: 0.004147364556961653
Position 4455: 0.0038323855390876506
Position 12344: 0.003634589138070762
Position 9136: 0.003586467732189397
Position 9180: 0.0033956634972383006
Position 11666: 0.0032327038935916043
Position 450: 0.00299813219192321
Position 593: 0.002820895388446107
Position 4556: 0.002798780925330667
Position 3690: 0.0027721775182672167
Position 121: 0.0026633938157973967
Position 12283: 0.002539459288540418
Position 9221: 0.0024262281370399192
Position 2661: 0.002306869742510261
Position 8942: 0.001908704899745775
Position 9909: 0.0018802610743086604
Position 6882: 0.0017624423220192547
Position 7918: 0.0017285798075640441
Position 3456: 0.0016512394828171425
Position 11861: 0.0016450018859736919
Position 4843: 0.0016275900331439604
Position 9743: 0.001395020716920972
Position 10250: 0.001361543369375398
Position 4582: 0.0013163695576551672
Position 3495: 0.0012949208014573592
Position 10473: 0.0012488696059973039
Position 11927: 0.0011850898682690305
Position 156: 0.0011559022886954429
Position 10268: 0.0011360437477887255
Position 4818: 0.000954591976399755
Position 3666: 0.0009273199845533588
Position 425: 0.0007907466761398195
Position 4861: 0.0006785231719836914
Position 3740: 0.000677326609641666
Position 3653: 0.0006740618654827486
Position 3813: 0.0006724108439648748
Position 8254: 0.0006656318172382769
Position 12103: 0.0005723784168861823
Position 5023: 0.0005247816041454731
Position 9589: 0.0005052225023154456
Position 8886: 0.0005047390377310542
Position 7998: 0.0004974332943723747
Position 12510: 0.0003938701436278842
Position 325: 0.0003257273468445403
Position 12590: 0.0003097465875910089
Position 9229: 0.0003081206916584332
Position 6416: 0.0003051662465727961
Position 1796: 0.00030362851494554905
Position 2113: 0.00029274068997996367
Position 10563: 0.00028697634934245187
Position 8016: 0.00027953349341486815
Position 2617: 0.0002723804962746398
Position 12406: 0.0002423566768231247
Position 664: 0.00023663926076442307
Position 6318: 0.0002271429745868944
Position 12290: 0.00022167298517944176
Position 364: 0.00021606297786326174
Position 4182: 0.00021346741269320533
Position 10254: 0.00018943196555706038
Position 10710: 0.00017083260179427516
Position 3507: 0.00016895686030128624
Position 250: 0.00016787175518412684
Position 4622: 0.00016598686448216166
Position 12341: 0.00015477673906006
Position 12419: 0.00015314421670496728
Position 12049: 0.0001502180437212467
Position 2399: 0.00014535450739875324
Position 1428: 0.0001451803953994489
Position 10233: 0.00014056710452853814
Position 4574: 0.00012286035438717385
Position 4948: 0.00011253445979397776
Position 10217: 9.677705251847337e-05
Position 10338: 9.602427844931943e-05
Position 10188: 9.221230250684679e-05
Position 9824: 8.904752538550424e-05
Position 1724: 8.44865973670203e-05
Position 6570: 8.301132068810625e-05
Position 2365: 7.48169028395032e-05
Position 126: 7.213276954857289e-05
Position 2213: 6.232440847558084e-05
Position 12154: 5.467370265931489e-05
Position 12470: 5.2989560863512904e-05
Position 12585: 4.967822460088881e-05
Position 12603: 4.37839675054499e-05
Position 1406: 3.8318116493191444e-05
Position 9665: 3.8104347922599496e-05
Position 12531: 3.514297991561863e-05
Position 10542: 3.450802727413824e-05
Position 5148: 3.406868935152347e-05
Position 12522: 3.3918640602546035e-05
Position 131: 3.142203497853778e-05
Position 3147: 3.097530632029362e-05
Position 12540: 3.0380468714164856e-05
Position 12479: 2.7192366893340094e-05
Position 3421: 2.574429660090955e-05
Position 12416: 2.2956699694919227e-05
Position 12737: 2.271635229807e-05
Position 5199: 1.7865689346652388e-05
Position 3588: 1.1559702843534343e-05
Position 1919: 1.0270999394721336e-05
Position 4200: 9.669878672076813e-06
Position 12042: 9.321583928197346e-06
Position 2333: 9.295272798510627e-06
Position 5978: 8.928626044218473e-06
Position 12433: 8.317921055660442e-06
Position 9184: 8.016816128067387e-06
Position 3801: 6.958459715356606e-06
Position 12359: 6.214791991487487e-06
Position 7203: 4.628105238785239e-06
Position 1350: 4.303775217365998e-06
Position 12376: 3.7943786161268707e-06
Position 5477: 3.6670537958282824e-06
Position 12711: 3.5814747197244302e-06
Position 9273: 3.494557868061516e-06
Position 5227: 3.485407066387873e-06
Position 9469: 3.387440009536979e-06
Position 1652: 3.209899155422614e-06
Position 2737: 2.73337443771789e-06
Position 1592: 2.2854280437609917e-06
Position 2283: 2.278280418145949e-06
Position 2234: 2.205719162133453e-06
Position 6263: 2.1930159266057077e-06
Position 1535: 2.190118828425801e-06
Position 6831: 2.1746924628958217e-06
Position 12741: 2.117869970937346e-06
Position 11941: 2.0164244225976713e-06
Position 12172: 1.7129132630276383e-06
Position 12697: 1.6033315715485352e-06
Position 1505: 1.5863130640093308e-06
Position 12128: 1.5824215524476162e-06
Position 12124: 1.1855928130069582e-06
Position 1136: 1.1691803747006059e-06
Position 11887: 1.0685368423761775e-06
Position 771: 1.0235320549021335e-06
Position 510: 1.0140551453588764e-06
Position 1019: 1.000624004505988e-06
Position 12693: 9.688725888877342e-07
Position 670: 7.616237753096324e-07
Position 12642: 5.063329684770851e-07
Position 279: 4.968491769570631e-07
Position 209: 4.621737602623345e-07
Position 809: 4.3837948148245335e-07
Position 1691: 3.9659105594368374e-07
Position 2231: 3.568830090786323e-07
Position 1556: 2.2135910676062985e-07
Position 12033: 2.160352612807914e-07
Position 287: 2.073714022959437e-07
Position 12651: 1.410809291365023e-07
Position 12298: 9.736756758270536e-08
Position 1694: 9.086169115323587e-08
Position 284: 8.028426650785915e-08
Position 311: 5.602897611570511e-08
Position 61: 3.302637865522339e-08
Position 527: 2.6561764102818296e-08
Position 523: 1.5483647987928032e-08
Position 166: 1.3541510285517025e-08
Position 294: 5.0819599655660205e-09
Position 263: 4.390050094047337e-09
Position 541: 2.1879366864352794e-09
Position 2623: 1.8049799105024718e-09
Position 586: 1.2802592873541981e-09
Position 512: 1.2490494841371245e-09
Position 299: 1.1917461086598417e-09
Position 138: 3.521041392753636e-10
Position 595: 1.2390847017797923e-10
