Gene = Hip14
Position 2321: 1.4080317526519465e-07
Position 3016: 1.1516655773415625e-07
Position 1918: 1.1383396247426233e-07
Position 1758: 7.725345677610358e-08
Position 2880: 5.332194751894281e-08
Position 1575: 4.302830369338738e-08
Position 431: 3.003072700381422e-08
Position 1773: 2.3879099757934455e-08
Position 2440: 1.465023347242411e-08
Position 2096: 8.222867895329215e-09
Position 1645: 7.004682798087345e-09
Position 2429: 5.891108401015433e-09
Position 2236: 4.5768529336247526e-09
Position 2306: 3.1393988429904845e-09
Position 869: 4.992879026606882e-10
Position 1168: 3.4227027502471914e-10
Position 893: 1.1432197262097943e-10
Position 101: 4.9339226465171945e-11
Position 1643: 2.1616214972303998e-11
Position 1121: 2.127863539601627e-11
Position 1705: 1.7716955509428765e-11
Position 1119: 1.3203899780943837e-11
Position 106: 1.1127193301352955e-12
Position 429: 2.655131319271585e-13
Position 103: 8.50260696548965e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1892: 0.9990317112808358
Position 1149: 0.9742531789047709
Position 2226: 0.9710957009117401
Position 1013: 0.15322028650800198
Position 2408: 0.13988929067067266
Position 2982: 0.055015536952875595
Position 3016: 0.032346695860558876
Position 3609: 0.025847721461805282
Position 3818: 0.013254222438124257
Position 1037: 0.007816517467346743
Position 2819: 0.005354315226543267
Position 3648: 0.005291976350516737
Position 1446: 0.005045762197454691
Position 4165: 0.005016242355127112
Position 1383: 0.0046076595858716134
Position 3179: 0.0042869453019346426
Position 2450: 0.004051869273573995
Position 3098: 0.003999147013863403
Position 3125: 0.0036879033069772338
Position 3110: 0.0036728816843789648
Position 2836: 0.0035928999313753784
Position 1603: 0.003367866316600664
Position 113: 0.003236755953824574
Position 3164: 0.0028795589279584973
Position 3314: 0.0028592894821062626
Position 3945: 0.0026757751659395573
Position 2697: 0.0022931850997949584
Position 3639: 0.0022535595267078683
Position 1422: 0.002125496021415605
Position 116: 0.0018832030606753965
Position 3051: 0.001830539990674918
Position 2414: 0.00171944829333445
Position 2840: 0.0014829821238378834
Position 2345: 0.0013665535844802708
Position 660: 0.0013360241711172442
Position 2071: 0.0012836965492277184
Position 2013: 0.0011725656163419896
Position 3212: 0.0009790289088652214
Position 3293: 0.0009721749299525444
Position 884: 0.0009430541834274731
Position 3984: 0.0009252565373548573
Position 1348: 0.000905674445737195
Position 1168: 0.000903882536336922
Position 3205: 0.0008812875273655517
Position 869: 0.000652293813094519
Position 754: 0.0005942959607809123
Position 3517: 0.0005821379409528367
Position 1375: 0.0005558449844167536
Position 2336: 0.0005208431095708003
Position 3333: 0.0005179353608218117
Position 3739: 0.00048653090711452303
Position 850: 0.0004777027276909448
Position 2476: 0.0003765987255222972
Position 3192: 0.00033106806955845135
Position 2843: 0.0003245872901834902
Position 2495: 0.00028985242376765763
Position 3247: 0.00028074644640809523
Position 1078: 0.0002775961135379815
Position 4101: 0.00023542909902304708
Position 89: 0.00023436499476160735
Position 1404: 0.00023285957379048935
Position 1083: 0.0002247893667289372
Position 3552: 0.00022446890708115993
Position 3774: 0.0002069501387316738
Position 1662: 0.0002007740101721809
Position 1554: 0.00018926969542447562
Position 3300: 0.00018829849598279793
Position 409: 0.00018166481557592285
Position 291: 0.00016899991103951274
Position 1290: 0.0001681895601356768
Position 797: 0.0001625471989056295
Position 688: 0.00015926157014048634
Position 1770: 0.00015138832243704434
Position 2197: 0.00013625470658892099
Position 3948: 0.00012916171979186804
Position 1356: 0.00012467545424072761
Position 1643: 0.00011050640243505365
Position 2471: 0.00011029482192058591
Position 4172: 0.00010617453863143964
Position 1059: 0.0001021002830574482
Position 1808: 0.00010055075275703881
Position 3100: 9.647343625805771e-05
Position 3214: 7.967247891248522e-05
Position 541: 7.931711395276248e-05
Position 607: 7.167636872586661e-05
Position 1469: 6.73905197119202e-05
Position 3965: 5.818415047009407e-05
Position 98: 4.6315754633972254e-05
Position 550: 4.442592340036325e-05
Position 2063: 4.354747485136175e-05
Position 3452: 4.129753764398955e-05
Position 3257: 3.993959869144672e-05
Position 330: 3.130354560571788e-05
Position 67: 3.082114246308164e-05
Position 1913: 2.532545955376047e-05
Position 362: 2.4126382041339173e-05
Position 1985: 2.2876398512960867e-05
Position 134: 2.100056520167445e-05
Position 2425: 1.9465377192133827e-05
Position 335: 1.856645493292505e-05
Position 1117: 1.769835816640003e-05
Position 1402: 1.4948545451905703e-05
Position 1296: 1.1368132544354028e-05
Position 140: 1.0889815247554537e-05
Position 910: 7.347222267475953e-06
Position 451: 7.29663560956101e-06
Position 685: 6.201377565764196e-06
Position 889: 4.44359526154719e-06
Position 382: 3.8391821129692995e-06
Position 159: 2.6276015897421036e-06
Position 615: 2.3309907835869463e-06
Position 2589: 2.0703529854314546e-06
Position 522: 1.9137516774153855e-06
Position 1102: 1.3699932064901548e-06
Position 1815: 1.2636684216975917e-06
Position 448: 1.2585097322379039e-06
Position 569: 1.2222213905930967e-06
Position 2549: 1.163464619387507e-06
Position 1192: 9.928284378342023e-07
Position 2501: 9.628321780171602e-07
Position 515: 9.352198769305593e-07
Position 2564: 8.686325924980584e-07
Position 2177: 8.135318868299006e-07
Position 810: 8.070387268889334e-07
Position 2017: 4.971083467464823e-07
Position 1099: 4.884912875803162e-07
Position 2627: 4.084484842799788e-07
Position 369: 3.5553928671064717e-07
Position 2621: 3.546842645885609e-07
Position 156: 3.3537506178357176e-07
Position 577: 3.276222453827005e-07
Position 397: 2.952937165611929e-07
Position 2138: 1.7281095028171977e-07
Position 294: 1.2102673621168776e-07
Position 399: 1.1183410582834085e-07
Position 1904: 7.377008776837588e-08
Position 1934: 5.964169653244837e-08
Position 322: 3.3883813382836695e-08
Position 469: 1.65405390453736e-08
Position 142: 1.568297465010757e-08
Position 2561: 1.1246481419970717e-08
Position 127: 3.1356573158082777e-13
Position 386: 6.234563162999482e-14
Position 152: 5.0231233096800304e-14
Position 379: 1.794621149719621e-14
