Gene = Ssl1
Position 966: 9.578907974915164e-07
Position 1477: 8.650863921713546e-07
Position 1218: 8.446445682463719e-07
Position 669: 7.845826899089367e-07
Position 605: 7.105843461965684e-07
Position 1227: 6.679652969086496e-07
Position 726: 5.246246972818546e-07
Position 485: 5.114751647249743e-07
Position 446: 2.471252840077772e-07
Position 732: 1.954170572284044e-07
Position 491: 1.4825509657745159e-07
Position 297: 7.390354348825832e-08
Position 295: 7.378202348250145e-08
Position 336: 6.942401925997854e-08
Position 306: 4.1314917539810636e-08
Position 435: 4.06671881342644e-08
Position 620: 3.668417456840025e-08
Position 617: 3.259154588915481e-08
Position 683: 2.225464487673952e-08
Position 303: 1.623733516365244e-08
Position 309: 1.0106197118185637e-08
Position 368: 8.822486040144614e-09
Position 553: 4.476605589681271e-09
Position 59: 2.2522125364819233e-09
Position 291: 1.331224440543012e-09
Position 64: 7.613116551282496e-12
