Gene = NaPi-III
Position 10116: 1.8489127504244198e-08
Position 300: 1.7296252818356583e-08
Position 10426: 1.7116953987481775e-08
Position 10720: 1.5543042214938467e-08
Position 10004: 1.2514893810906483e-08
Position 4: 1.0832580268854692e-08
Position 3373: 5.019411199606215e-09
Position 57: 4.556565077663127e-09
Position 10036: 1.5577509441318867e-09
Position 152: 1.5206903643760065e-09
Position 10135: 4.2338842286489473e-10
Position 6809: 2.804640714542329e-10
Position 2037: 5.576848074084014e-11
Position 665: 4.8117317101306793e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10318: 0.998552203040756
Position 9746: 0.9978980923663038
Position 6604: 0.9936522002360786
Position 9299: 0.9906153919384039
Position 5463: 0.8525006531928601
Position 5343: 0.8174624093907022
Position 1651: 0.4101783434131103
Position 5855: 0.18240978685796663
Position 9877: 0.07791195215691565
Position 11029: 0.07373120625890206
Position 8730: 0.06014213421353821
Position 7474: 0.05978203736275639
Position 4785: 0.04161939580592608
Position 5580: 0.04067939053560688
Position 5597: 0.036319250406381794
Position 8594: 0.03598467732816311
Position 676: 0.022953411834440794
Position 3953: 0.02041586823893738
Position 8059: 0.02036907714237054
Position 4136: 0.020079995603597987
Position 10829: 0.019500263690432243
Position 8547: 0.017171276984933124
Position 10936: 0.015929283093364444
Position 8028: 0.014220313343487584
Position 5822: 0.013980013827337014
Position 5242: 0.011854615460616584
Position 5968: 0.011593727251432241
Position 10764: 0.011362763894475526
Position 8249: 0.010822956620362529
Position 6165: 0.009809255194076901
Position 2569: 0.009729375902194026
Position 11283: 0.008169080493769916
Position 7247: 0.007965406561069041
Position 10890: 0.007763842732444812
Position 1340: 0.007120390905984648
Position 10487: 0.006635105337453482
Position 4929: 0.006371199634697677
Position 778: 0.00611803002103687
Position 10013: 0.005968716849432147
Position 7253: 0.005858062769197933
Position 7533: 0.005745998961565864
Position 10594: 0.004795840249883744
Position 4802: 0.004428559204331618
Position 1602: 0.004428042744917525
Position 4576: 0.004356048861662601
Position 2105: 0.004270320247623037
Position 1412: 0.003936273383730965
Position 6119: 0.0037107366970000814
Position 6136: 0.0035273818331598194
Position 7582: 0.003407195173150288
Position 5723: 0.0033643750178256908
Position 10817: 0.0033217993777970908
Position 2168: 0.003241877074997204
Position 9018: 0.0031941643487721724
Position 8326: 0.0026791726705133927
Position 8123: 0.0025544268190786402
Position 11182: 0.002464862784569207
Position 143: 0.002146418992838976
Position 8099: 0.0021320171815189287
Position 633: 0.002130591491587704
Position 8354: 0.002066668957739203
Position 2896: 0.0020447783385198824
Position 8602: 0.0020289223780035975
Position 428: 0.0019340595738166716
Position 4583: 0.001927449063400839
Position 5891: 0.0018794018808829982
Position 5810: 0.001859837244334665
Position 10836: 0.001845767699312542
Position 182: 0.0018378168252481417
Position 6936: 0.001678115294704289
Position 11073: 0.0016519342775603272
Position 2188: 0.001579816780271153
Position 2117: 0.0015570267686767945
Position 606: 0.0014641176085237173
Position 10993: 0.0014503652152720904
Position 1059: 0.0014295465939288185
Position 8144: 0.001244786238740755
Position 2165: 0.0012105935152982843
Position 7823: 0.0011732264535551343
Position 5637: 0.0011138561800063044
Position 10292: 0.001071632665093966
Position 7401: 0.0010104300068736615
Position 5620: 0.0009552638525757831
Position 10475: 0.0009263063308470635
Position 10127: 0.0009039302357748552
Position 2146: 0.0008676362933643405
Position 2063: 0.0008617352103304706
Position 10500: 0.0008596205419402424
Position 7501: 0.0008544493816720612
Position 10726: 0.0007804261988819666
Position 3607: 0.0007704900851073272
Position 9881: 0.0007116822228189483
Position 7398: 0.0006975041216137081
Position 7827: 0.0006368556133689075
Position 472: 0.0005976129128800442
Position 6799: 0.0005868147389061748
Position 7521: 0.0005625058616478849
Position 1118: 0.0004989804931947592
Position 10109: 0.0004975421817148987
Position 8555: 0.00048725292169067217
Position 7733: 0.00048395467829466564
Position 1897: 0.0004708332846558308
Position 6612: 0.0004692335837555979
Position 7063: 0.00044031084588141766
Position 8374: 0.0004356667419799997
Position 179: 0.0004351845533569429
Position 8332: 0.0003919348239255512
Position 1323: 0.00037759651558808525
Position 1270: 0.0003743490472012931
Position 3275: 0.0003612550088975333
Position 1879: 0.000359334487466403
Position 8203: 0.00035880961785664397
Position 7488: 0.0003565200133796033
Position 1552: 0.0003445976717238156
Position 9592: 0.00033718087326913525
Position 10989: 0.0003311733534270479
Position 8410: 0.0003269943579105427
Position 7007: 0.0003202672384291566
Position 6767: 0.00025452526593651556
Position 2380: 0.00022868264929934472
Position 7120: 0.0002206979863252142
Position 10124: 0.00021903588253619603
Position 9383: 0.00021867000078078217
Position 140: 0.00021424315139863335
Position 8323: 0.00019705706048416937
Position 282: 0.0001961031417648292
Position 10484: 0.00019544064640064445
Position 11217: 0.00018746382602050798
Position 682: 0.00018175516358526051
Position 9748: 0.00016344135854267174
Position 7379: 0.00014212700330805162
Position 7134: 0.00013520145808801836
Position 7730: 0.00013104909316102468
Position 3760: 0.0001287720291994229
Position 3653: 0.00011960168619967988
Position 2081: 0.00011800160875379294
Position 1975: 0.00011518657735946039
Position 392: 0.0001134689372996766
Position 3663: 0.00011270805186006837
Position 7498: 0.00010656405652874678
Position 10522: 8.997713487429509e-05
Position 2446: 8.976997972701692e-05
Position 1176: 8.656610875310171e-05
Position 1622: 8.2522425065128e-05
Position 1498: 8.139761014112513e-05
Position 7782: 7.172178259394284e-05
Position 386: 7.152477788280228e-05
Position 10895: 7.053078786302068e-05
Position 9354: 6.369701822256117e-05
Position 10335: 6.352621422048493e-05
Position 9039: 6.209437566617358e-05
Position 7666: 6.098894971513469e-05
Position 2337: 5.9459159273051705e-05
Position 948: 5.9300274309255315e-05
Position 7870: 5.802117240156487e-05
Position 722: 5.4474300210996396e-05
Position 2966: 4.926554288783906e-05
Position 10403: 4.282566482070569e-05
Position 10036: 4.1620589234157565e-05
Position 614: 4.129443949202806e-05
Position 6633: 4.0499854385018964e-05
Position 9752: 3.4101919264424494e-05
Position 581: 3.3573700563151054e-05
Position 9193: 3.3131119703357285e-05
Position 1069: 2.8285009760432626e-05
Position 258: 2.2554139889974195e-05
Position 931: 2.091954537818301e-05
Position 11034: 2.0844808193269523e-05
Position 6643: 1.740890058406092e-05
Position 8887: 1.6648871325437177e-05
Position 6939: 1.577375048041582e-05
Position 441: 1.3526656773634288e-05
Position 9816: 1.3123158912013287e-05
Position 9853: 1.3020057990224855e-05
Position 785: 1.1289269569460927e-05
Position 7261: 9.730951532315892e-06
Position 9902: 7.5024021942434615e-06
Position 576: 6.501119518533588e-06
Position 545: 6.064428675097923e-06
Position 105: 5.204667491295534e-06
Position 10457: 4.766146272064221e-06
Position 6646: 4.613759842256463e-06
Position 10023: 4.2584216729533496e-06
Position 512: 3.940581511373836e-06
Position 7786: 2.7903656204645283e-06
Position 9905: 2.5225981113886228e-06
Position 7836: 2.5144255174519875e-06
Position 10341: 2.339921207097469e-06
Position 329: 1.7999229278141157e-06
Position 9795: 1.1606985800350029e-06
Position 9896: 1.0432095247852244e-06
Position 9923: 7.981530859445915e-07
Position 10366: 7.372771744275691e-07
Position 10454: 5.857435384653691e-07
Position 10463: 3.646197019699215e-07
Position 709: 3.219958184128525e-07
Position 10451: 2.4492838778161e-07
Position 10443: 2.3321109198923588e-07
Position 519: 2.1529430723875328e-07
Position 1449: 1.1727002541727551e-07
Position 82: 2.1603327862629792e-08
Position 2029: 3.285484573029702e-09
Position 725: 3.266283132843624e-09
Position 860: 2.810446695937372e-09
Position 119: 1.53015568526848e-09
Position 2797: 5.020962043554226e-10
Position 1034: 1.6744346360181536e-15
