Gene = gkt
Position 1625: 4.9567557295740685e-06
Position 1082: 4.164936696369416e-06
Position 475: 4.110196759068217e-06
Position 2273: 3.600005596697241e-06
Position 1090: 2.8068005955394e-06
Position 448: 2.5679449699357787e-06
Position 946: 2.4610264858444936e-06
Position 436: 2.009086881166991e-06
Position 2005: 1.9143058475871808e-06
Position 1692: 1.895993934325945e-06
Position 220: 1.7314738218387766e-06
Position 1435: 1.419639179354255e-06
Position 149: 1.3659589037195069e-06
Position 712: 1.1389771899554296e-06
Position 2315: 1.1094073980142957e-06
Position 81: 9.681973421739672e-07
Position 356: 9.498818959567646e-07
Position 429: 9.029432030794124e-07
Position 182: 8.981775242521189e-07
Position 335: 8.924070329441542e-07
Position 1432: 6.513103013772401e-07
Position 1598: 5.413661607475801e-07
Position 79: 5.010514241830552e-07
Position 2304: 3.8335062045699415e-07
Position 94: 2.0134603060727038e-07
Position 100: 1.551757921458324e-07
Position 735: 7.226010002626929e-08
Position 88: 5.1412674190549154e-08
Position 1358: 4.396207229624733e-08
Position 1355: 2.9607494434454955e-08
Position 252: 2.7062544866287018e-08
Position 133: 1.3931410944393418e-08
Position 131: 7.695699122933682e-09
Position 1334: 3.2826432976769604e-09
Position 239: 2.0575125373729534e-09
Position 1945: 8.427898315849606e-10
Position 1931: 6.24230970821356e-10
Position 834: 6.905620800119337e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.9994808814614454
Position 1304: 0.9712678868773522
Position 252: 0.9552990925441158
Position 1962: 0.9517948103598235
Position 2327: 0.06427019296731135
Position 2405: 0.03688447406332812
Position 272: 0.024963610817080317
Position 2250: 0.01976929205616346
Position 316: 0.009625749048307534
Position 1006: 0.0032027502604294483
Position 2216: 0.002533699045294421
Position 1076: 0.0021326311642593304
Position 695: 0.0017490444458843053
Position 475: 0.0017374428524617252
Position 368: 0.0015996769339534371
Position 335: 0.0009908161844393959
Position 2056: 0.0009645116242219324
Position 986: 0.0008330254984904151
Position 587: 0.0007096779417380231
Position 462: 0.00048367616322770766
Position 2182: 0.00045980239609543644
Position 414: 0.00035515254020675993
Position 436: 0.0002992674506448207
Position 1895: 0.00027269868496440587
Position 100: 0.0002529493939118652
Position 1333: 0.0002291322106845316
Position 591: 0.00022471823278869658
Position 536: 0.0001717031155829331
Position 1683: 0.00015751187268946872
Position 1810: 0.00013451360947292526
Position 1577: 0.00012260557364626186
Position 2089: 7.21032402178496e-05
Position 559: 6.391866539749853e-05
Position 1806: 5.7444463714286656e-05
Position 486: 4.8170712077288276e-05
Position 118: 4.505553237825979e-05
Position 1160: 4.283322909981335e-05
Position 365: 4.10432640024446e-05
Position 2115: 3.6805057279256e-05
Position 341: 3.668532222035567e-05
Position 403: 3.068938031614363e-05
Position 1659: 3.040404578400102e-05
Position 1240: 2.8688669874696864e-05
Position 303: 2.6673916425041485e-05
Position 386: 2.5404977388211654e-05
Position 2011: 2.1476006031349088e-05
Position 1274: 1.7362137122228385e-05
Position 1641: 1.667204008351884e-05
Position 605: 1.5111451053068102e-05
Position 1443: 1.5108588290991993e-05
Position 320: 1.4095507193725107e-05
Position 539: 1.323372484162013e-05
Position 296: 1.3150422575449392e-05
Position 1539: 1.2335239467807002e-05
Position 2304: 1.1580722619165683e-05
Position 659: 1.0510107791248615e-05
Position 866: 9.696666471796562e-06
Position 712: 9.515017627009511e-06
Position 2357: 9.039653943116298e-06
Position 1508: 7.943474598791472e-06
Position 1931: 7.894630868058996e-06
Position 498: 7.728084193449382e-06
Position 149: 6.714958042882444e-06
Position 2350: 6.4168379720202985e-06
Position 953: 6.283637664340315e-06
Position 380: 6.221553613321592e-06
Position 1971: 4.68763706324142e-06
Position 1090: 3.931037186993357e-06
Position 1190: 3.883453544635559e-06
Position 1906: 3.385161191485071e-06
Position 1563: 3.285790450657612e-06
Position 1656: 3.2462473440031033e-06
Position 1479: 2.8983436623084174e-06
Position 128: 2.796224149722074e-06
Position 1598: 2.603409061131089e-06
Position 1344: 2.5968126927120732e-06
Position 1460: 2.3988375951657753e-06
Position 2101: 2.0617733593103524e-06
Position 926: 1.9464454468635742e-06
Position 2341: 1.640841274875515e-06
Position 1494: 1.613339260812761e-06
Position 157: 1.5455417940853723e-06
Position 510: 1.4162841059379612e-06
Position 618: 1.230202362264903e-06
Position 1097: 1.1710636257021632e-06
Position 910: 1.0112079154817974e-06
Position 551: 9.726937505269314e-07
Position 1734: 8.644936425379634e-07
Position 929: 8.510246302022246e-07
Position 1671: 8.283838822588208e-07
Position 728: 7.112744997091222e-07
Position 1052: 6.95692640912934e-07
Position 1764: 6.883267966250498e-07
Position 902: 6.788194028202735e-07
Position 1231: 5.827623714860818e-07
Position 1518: 5.827072371511201e-07
Position 2005: 4.409233967962897e-07
Position 2064: 3.93641058232422e-07
Position 1548: 3.702054913951437e-07
Position 390: 3.378778426278201e-07
Position 1491: 3.305023537935003e-07
Position 674: 3.1162921436106463e-07
Position 1349: 2.207467604753959e-07
Position 932: 1.9227099781460549e-07
Position 223: 1.837977870282807e-07
Position 1445: 1.765926048169951e-07
Position 448: 1.7025113488845732e-07
Position 1872: 1.6409700975812196e-07
Position 611: 1.3523929151043553e-07
Position 1758: 1.329670766377216e-07
Position 561: 9.54796098494217e-08
Position 1253: 7.363057329344098e-08
Position 1856: 6.490952499122449e-08
Position 1692: 6.214952879413057e-08
Position 161: 4.5604793234407654e-08
Position 1205: 4.438753771000383e-08
Position 1141: 4.29818124120468e-08
Position 131: 3.256847982980095e-08
Position 350: 1.719668891573634e-08
Position 920: 1.4938158949582173e-08
Position 1199: 1.391858965291105e-08
Position 1195: 1.1691782068511593e-08
Position 2095: 8.113061597061837e-09
Position 722: 5.39138682469565e-09
Position 1219: 2.491106417506992e-09
Position 203: 1.1682910454578663e-09
Position 182: 7.962516179256028e-11
