Gene = vn
Position 28242: 0.0002765276783916999
Position 27692: 0.0002397438683176214
Position 29820: 0.00022556990183131864
Position 28044: 0.00022446501019747416
Position 29627: 0.0002117839525649007
Position 29513: 0.00019166103265048746
Position 30066: 0.00014664817385516741
Position 28579: 0.00012697798938723795
Position 29751: 0.00012255927110673396
Position 29051: 0.0001153463875447804
Position 29495: 0.00010870759205749698
Position 29955: 9.882561990706602e-05
Position 30121: 9.595463996617818e-05
Position 28096: 6.848788049467257e-05
Position 29345: 6.241553136823598e-05
Position 28850: 5.762549640178057e-05
Position 27816: 5.6165105591383126e-05
Position 29549: 4.6270995393948936e-05
Position 29379: 4.474826056217144e-05
Position 27839: 1.8327975296865197e-05
Position 28695: 1.539952547874851e-05
Position 28338: 1.1779977667383545e-05
Position 28631: 1.1703288921494605e-05
Position 29428: 3.6196985148895406e-06
Position 28162: 4.534923326882756e-07
Position 28833: 3.3738629621527675e-07
Position 28309: 3.157141493057424e-07
Position 28686: 1.3182740499688813e-07
Position 28825: 1.2790188909308108e-07
Position 28506: 2.963555641773511e-08
Position 27797: 6.826879908657514e-09
Position 18426: 2.8619054908337235e-11
Position 18081: 4.541292375732543e-12
