Gene = Pfas
Position 1821: 1.1478902362655887e-06
Position 12: 1.1345695939337698e-06
Position 2014: 9.79483148250131e-07
Position 2258: 8.448283070319408e-07
Position 1699: 5.180543495010205e-07
Position 1571: 3.652431771209705e-07
Position 1858: 2.724732714100025e-07
Position 2400: 2.4174441052128547e-07
Position 1246: 4.9057862250997155e-08
Position 829: 4.408166333598486e-08
Position 1291: 4.304861871424099e-08
Position 882: 3.725259692299822e-08
Position 1556: 3.402103355130516e-08
Position 969: 3.191856138591679e-08
Position 1652: 3.087216438717167e-08
Position 1542: 2.8685077359324373e-08
Position 4193: 2.0027384924825414e-08
Position 536: 1.9693870141049563e-08
Position 845: 1.7326803098511017e-08
Position 991: 1.474959824221958e-08
Position 709: 1.0278399762632661e-08
Position 3648: 9.547459619301865e-09
Position 588: 6.6220313325637306e-09
Position 748: 6.54005781096083e-09
Position 557: 6.1328143919796375e-09
Position 6: 5.752079025149124e-09
Position 1445: 4.885916736949908e-09
Position 1904: 1.2909798974378062e-09
Position 2998: 3.2511677126347676e-10
Position 1277: 1.244521145038718e-10
Position 1400: 1.107293814985066e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4038: 0.9928432728532014
Position 1698: 0.9191280975597435
Position 523: 0.695242021960292
Position 3504: 0.17835062553026462
Position 3162: 0.1260538554569898
Position 197: 0.12435824609043648
Position 2897: 0.09643950597750371
Position 2782: 0.079446927723525
Position 2573: 0.07483761531136754
Position 1496: 0.026874279680550263
Position 1763: 0.02462540269686304
Position 859: 0.017983595340679455
Position 1430: 0.015222348395766003
Position 2395: 0.01245075996985332
Position 3861: 0.012230425304295143
Position 1509: 0.010722718125432518
Position 562: 0.008850843129863225
Position 4540: 0.008010721806547293
Position 3143: 0.00781819367655007
Position 3354: 0.0058113978188760115
Position 2491: 0.004407750269539309
Position 1393: 0.0030223461669856297
Position 248: 0.002953366465431767
Position 1321: 0.0026714395307121516
Position 1219: 0.0018942680616962468
Position 2816: 0.0017052427610943846
Position 3398: 0.0016036699203845815
Position 1015: 0.0015955826604167112
Position 407: 0.001551707875609481
Position 2166: 0.0014501299723243407
Position 2180: 0.0013827348865802535
Position 1078: 0.0012222622360270924
Position 3587: 0.0010606359361304517
Position 205: 0.0009879022471990053
Position 1033: 0.0008773284229216668
Position 1400: 0.000839334792470158
Position 4500: 0.000830193231029193
Position 1171: 0.0008196751287320059
Position 1174: 0.0007589099396849198
Position 2902: 0.0006194468579206465
Position 1285: 0.0006162740036086976
Position 259: 0.00059457235782481
Position 934: 0.000562178603869283
Position 1351: 0.0005191352087260872
Position 4547: 0.0005102869160457952
Position 3643: 0.0005036673571652639
Position 2714: 0.0004758694309855523
Position 1441: 0.0004233117513773879
Position 4442: 0.00041845883624268894
Position 1552: 0.0004133979679710007
Position 3214: 0.0004020258062370047
Position 2366: 0.00035339254714135117
Position 1356: 0.00034382487040478455
Position 1365: 0.0003197400221962352
Position 985: 0.0003194977476443956
Position 2255: 0.0003163588044301798
Position 769: 0.0003068795119722176
Position 1909: 0.00030516144604615284
Position 1709: 0.000295311004790673
Position 3524: 0.00028217568454100484
Position 947: 0.0002740199467292957
Position 2084: 0.0002631666819618816
Position 2720: 0.00023598888063692782
Position 4688: 0.00022866812025039903
Position 1949: 0.00020679092680482268
Position 4090: 0.00020427010208657402
Position 4223: 0.00020163065942064478
Position 4460: 0.00018143317084953498
Position 875: 0.00015592200301772403
Position 453: 0.00015471295490931904
Position 4310: 0.00013760289486892095
Position 383: 0.00010516566387736267
Position 280: 9.558503887606434e-05
Position 4252: 8.118915781073164e-05
Position 297: 8.029888441630726e-05
Position 1111: 6.451200163469208e-05
Position 1368: 6.18325104448896e-05
Position 1003: 5.008095528582166e-05
Position 4163: 4.398439536879168e-05
Position 309: 3.8717363026553373e-05
Position 4239: 3.547694024951059e-05
Position 4048: 3.542697771095749e-05
Position 102: 3.286708955514379e-05
Position 292: 3.073177004196868e-05
Position 4656: 2.8013866627007364e-05
Position 2585: 2.73360389659949e-05
Position 4469: 2.3612099446447778e-05
Position 2681: 2.273551666376234e-05
Position 666: 2.1821131014451194e-05
Position 4340: 2.0268273774043017e-05
Position 1124: 1.9380426170238548e-05
Position 4768: 1.5130804616010329e-05
Position 583: 1.4580194070998163e-05
Position 1858: 1.3620299587230439e-05
Position 4745: 1.237201595489135e-05
Position 4319: 1.1792352236811036e-05
Position 1227: 8.88309136591842e-06
Position 1282: 8.77396969722225e-06
Position 393: 8.3207069249544e-06
Position 2522: 8.020144449863854e-06
Position 4607: 4.372986500867002e-06
Position 1048: 4.1765040142494225e-06
Position 477: 3.6888289215587177e-06
Position 721: 2.4736742229337382e-06
Position 134: 1.7505196668995255e-06
Position 1808: 1.189738467322199e-06
Position 1873: 3.0937454138180606e-07
Position 737: 7.021196884153619e-08
Position 661: 5.2650790093362114e-08
Position 614: 2.528075445854894e-08
Position 753: 2.1276090077392755e-08
Position 107: 1.8260755957266224e-08
Position 128: 1.0218577107833246e-08
Position 877: 1.0012869850871007e-08
Position 799: 9.399194270379813e-09
Position 480: 4.823740650433177e-09
Position 673: 3.2528999395139623e-09
Position 643: 4.139154226102642e-10
Position 72: 1.93696137715929e-13
Position 61: 2.6358153378954433e-17
Position 78: 1.2312588210279176e-17
Position 49: 7.33598417223342e-19
